id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.82,1.2,0.87,0.82,0.99,0.82,16,0
2,proxy2,2.12,0.64,2.45,1.13,4.77,3.28,24,0
3,proxy3,2.0,0.89,2.27,1.11,3.47,2.0,19,0
4,proxy4,0.97,0.77,1.0,0.97,1.0,1.08,21,0
5,proxy5,0.81,1.08,0.9,0.81,1.0,0.87,17,0
6,proxy6,0.99,0.91,0.86,0.99,1.0,1.03,20,0
7,proxy7,1.62,1.12,1.0,1.62,1.03,1.54,30,0
8,proxy8,1.05,0.94,1.05,1.05,1.0,0.87,17,0
9,proxy9,1.0,1.08,1.06,1.0,1.0,0.87,17,0
10,proxy10,1.0,1.06,0.85,1.0,1.0,0.97,19,0
