id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.72,1.25,0.95,0.74,1.0,0.93,13,0
2,proxy2,13.58,1.33,6.26,0.6,9.72,2.21,11,0
3,proxy3,0.66,0.79,0.71,0.68,0.99,0.57,8,0
4,proxy4,21.6,0.73,2.88,195.15,5.82,1.29,18,1
5,proxy5,0.7,0.92,1.17,0.72,1.0,0.79,11,0
6,proxy6,0.69,0.93,0.75,0.71,1.0,0.86,12,0
7,proxy7,0.9,1.1,0.85,0.93,0.98,0.79,11,0
8,proxy8,1.25,0.99,0.76,1.28,1.01,1.21,17,0
9,proxy9,31.51,1.11,8.7,189.37,11.96,2.79,19,1
10,proxy10,25.95,0.77,7.74,179.84,12.1,2.5,15,1
11,proxy11,1.36,0.89,1.09,1.4,1.01,1.21,17,0
12,proxy12,19.29,0.83,2.97,152.92,3.91,1.21,17,1
13,proxy13,14.24,1.32,5.55,1.28,10.32,2.5,15,0
14,proxy14,22.07,1.38,3.9,170.05,4.51,1.14,16,1
15,proxy15,1.01,0.98,1.14,1.03,1.0,1.14,16,0
16,proxy16,1.12,0.82,0.81,1.15,0.99,1.07,15,0
17,proxy17,15.73,1.37,3.35,197.42,5.78,1.0,14,1
18,proxy18,0.89,1.12,0.89,0.91,0.99,0.79,11,0
19,proxy19,0.53,0.78,1.02,0.54,0.99,0.57,8,0
20,proxy20,18.42,1.43,2.98,214.14,5.73,1.07,15,1
21,proxy21,22.53,0.78,4.0,163.57,5.68,1.0,14,1
22,proxy22,13.36,1.0,7.54,1.24,8.77,2.43,14,0
23,proxy23,1.14,0.98,1.0,1.17,1.01,1.29,18,0
24,proxy24,0.96,1.4,1.13,0.99,0.99,0.86,12,0
25,proxy25,0.97,1.12,1.0,1.0,1.0,1.07,15,0
26,proxy26,0.81,1.27,1.0,0.83,0.99,0.86,12,0
27,proxy27,1.17,0.93,1.08,1.2,1.0,1.36,19,0
28,proxy28,23.0,1.09,3.69,196.59,5.27,1.07,15,1
29,proxy29,1.24,1.31,0.88,1.27,1.0,1.0,14,0
30,proxy30,0.86,1.0,0.69,0.88,0.99,0.79,11,0
31,proxy31,0.85,1.25,0.83,0.88,1.0,1.0,14,0
32,proxy32,1.0,0.87,0.8,1.03,1.0,0.86,12,0
33,proxy33,1.28,1.26,1.11,1.32,1.0,1.36,19,0
34,proxy34,20.62,1.35,3.14,187.22,5.78,1.21,17,1
35,proxy35,1.16,0.95,1.14,1.19,1.01,1.07,15,0
