id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.73,0.82,1.09,0.73,0.99,0.5,3,0
2,proxy2,0.47,1.0,0.84,0.47,0.99,0.67,4,0
3,proxy3,0.54,0.93,0.7,0.54,0.99,0.83,5,0
4,proxy4,0.91,1.28,1.02,0.91,1.0,1.0,6,0
5,proxy5,0.66,0.94,1.07,0.66,1.0,0.83,5,0
6,proxy6,1.06,0.94,0.84,1.06,1.01,1.5,9,0
7,proxy7,1.65,1.29,1.19,1.65,1.0,2.0,12,0
8,proxy8,1.36,1.0,1.0,1.36,1.0,1.5,9,0
9,proxy9,1.05,1.2,1.07,1.05,0.99,1.0,6,0
10,proxy10,0.53,1.21,0.84,0.53,0.99,0.67,4,0
11,proxy11,1.04,0.84,0.84,1.04,1.0,1.17,7,0
12,proxy12,23.17,0.84,5.58,1.2,10.76,4.67,8,0
13,proxy13,0.88,1.13,1.0,0.88,1.0,1.17,7,0
14,proxy14,1.0,1.13,0.67,1.0,1.01,1.5,9,0
15,proxy15,1.01,0.72,1.11,1.01,1.0,1.0,6,0
