id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.98,1.46,1.23,0.98,1.0,1.0,25,0
2,proxy2,2.95,1.3,1.07,2.95,1.01,0.96,24,1
3,proxy3,0.87,1.01,1.11,0.87,1.01,0.96,24,0
4,proxy4,0.54,1.62,0.71,0.54,0.98,0.8,20,0
5,proxy5,1.32,1.25,0.87,1.32,1.02,1.28,32,0
6,proxy6,1.0,1.38,0.65,1.0,1.0,0.92,23,0
7,proxy7,3.96,1.03,0.94,3.96,1.01,1.2,30,1
8,proxy8,3.54,1.36,0.68,3.54,1.02,1.24,31,1
9,proxy9,1.0,0.88,0.95,1.0,1.01,1.0,25,0
10,proxy10,1.22,0.98,1.08,1.22,1.0,1.0,25,0
11,proxy11,0.75,1.53,0.85,0.75,1.0,0.84,21,0
12,proxy12,1.04,0.92,1.25,1.04,1.01,1.12,28,0
13,proxy13,1.17,1.0,1.08,1.17,1.01,1.08,27,0
14,proxy14,8.24,0.96,0.98,8.24,0.99,0.92,23,1
15,proxy15,3.33,1.67,1.29,3.33,0.99,0.88,22,1
16,proxy16,0.93,0.94,0.89,0.93,0.99,0.88,22,0
17,proxy17,3.55,1.2,1.02,3.55,0.99,0.72,18,1
18,proxy18,8.54,0.88,1.05,8.54,1.01,1.16,29,1
19,proxy19,0.99,0.88,1.27,0.99,0.99,0.88,22,0
20,proxy20,1.05,0.97,1.0,1.05,1.02,1.16,29,0
