id,normal,abnormal,unknown
14.26.27.81,1,0,0
106.23.79.21,1,0,0
173.155.152.80,1,0,0
190.239.171.177,1,0,0
242.115.47.21,1,0,0
79.21.214.96,1,0,0
207.25.50.254,1,0,0
15.45.49.14,1,0,0
199.214.215.168,1,0,0
213.25.99.65,1,0,0
98.75.90.199,1,0,0
16.91.82.63,1,0,0
166.161.116.224,1,0,0
123.66.74.37,1,0,0
213.103.154.84,1,0,0
101.99.165.185,1,0,0
74.216.229.47,1,0,0
44.62.129.225,1,0,0
41.254.95.189,1,0,0
140.5.200.235,1,0,0
206.4.128.209,1,0,0
139.244.44.241,1,0,0
26.241.54.123,1,0,0
238.160.181.41,1,0,0
67.69.160.212,1,0,0
43.90.13.38,1,0,0
212.63.60.183,1,0,0
186.94.37.153,1,0,0
164.173.116.115,1,0,0
20.164.93.59,1,0,0
144.92.229.226,1,0,0
3.5.197.145,1,0,0
95.168.134.224,1,0,0
205.132.82.43,1,0,0
42.220.81.31,1,0,0
10.11.170.244,1,0,0
232.51.151.61,1,0,0
43.81.140.100,1,0,0
3.229.201.218,1,0,0
65.190.15.60,1,0,0
192.224.59.117,1,0,0
110.27.106.72,1,0,0
5.156.223.227,1,0,0
96.171.209.18,1,0,0
66.141.66.12,1,0,0
46.193.99.57,1,0,0
172.29.225.86,1,0,0
116.80.132.99,1,0,0
139.55.245.166,1,0,0
8.122.149.156,1,0,0
78.252.27.100,1,0,0
217.170.66.78,1,0,0
165.212.225.2,1,0,0
51.99.226.216,1,0,0
176.157.198.2,1,0,0
130.237.51.38,1,0,0
194.242.234.70,1,0,0
208.185.224.236,1,0,0
216.164.161.151,1,0,0
186.115.62.158,1,0,0
157.224.38.239,1,0,0
42.33.128.168,1,0,0
208.181.114.253,1,0,0
123.200.254.240,1,0,0
201.12.239.250,0,1,0
16.208.10.186,1,0,0
170.188.110.77,1,0,0
41.87.87.31,1,0,0
22.117.189.161,1,0,0
94.247.233.48,1,0,0
112.104.155.166,1,0,0
9.218.234.150,1,0,0
247.67.228.56,1,0,0
19.107.222.85,1,0,0
7.187.251.240,1,0,0
237.250.32.224,1,0,0
254.19.99.236,1,0,0
24.121.172.84,1,0,0
137.193.1.175,1,0,0
172.45.130.53,1,0,0
88.223.245.166,1,0,0
215.58.23.202,1,0,0
185.203.122.23,1,0,0
121.73.171.14,1,0,0
89.37.72.94,1,0,0
243.197.48.39,1,0,0
13.101.146.2,1,0,0
36.28.223.5,1,0,0
117.200.130.57,1,0,0
246.130.240.124,1,0,0
69.132.236.181,1,0,0
102.29.74.125,1,0,0
54.139.191.88,1,0,0
145.196.132.40,1,0,0
52.142.46.163,1,0,0
20.102.25.90,1,0,0
176.36.13.174,1,0,0
157.204.105.132,1,0,0
151.202.86.152,1,0,0
127.140.242.219,1,0,0
1.84.10.191,1,0,0
150.95.115.7,1,0,0
252.194.10.121,1,0,0
219.148.114.40,1,0,0
82.123.75.59,1,0,0
33.135.50.49,1,0,0
147.40.36.62,1,0,0
190.210.147.59,1,0,0
42.175.126.198,1,0,0
175.250.250.160,1,0,0
199.239.31.44,1,0,0
196.251.135.5,1,0,0
10.32.175.194,1,0,0
94.152.16.106,1,0,0
57.226.217.46,1,0,0
196.232.67.154,1,0,0
148.31.77.44,1,0,0
27.70.44.102,1,0,0
105.97.137.151,1,0,0
124.225.227.198,1,0,0
136.209.166.224,1,0,0
64.222.231.199,1,0,0
14.179.82.159,1,0,0
70.160.219.40,1,0,0
217.172.165.169,1,0,0
249.216.161.73,1,0,0
182.200.199.156,1,0,0
131.151.125.26,1,0,0
97.71.68.234,1,0,0
76.112.9.12,1,0,0
25.178.33.112,1,0,0
19.39.230.15,1,0,0
54.206.168.83,1,0,0
22.68.98.32,1,0,0
110.138.223.157,1,0,0
42.64.96.205,0,1,0
83.147.120.52,1,0,0
250.76.250.145,1,0,0
255.133.241.110,1,0,0
11.123.197.102,0,1,0
137.126.136.148,1,0,0
125.242.72.149,1,0,0
152.113.9.230,1,0,0
159.164.75.12,1,0,0
182.144.97.75,1,0,0
153.230.5.121,1,0,0
75.113.217.22,1,0,0
129.122.217.18,1,0,0
176.80.29.17,1,0,0
229.34.138.227,1,0,0
116.59.224.147,1,0,0
57.201.58.212,1,0,0
84.253.50.108,1,0,0
106.124.112.239,1,0,0
234.252.56.180,1,0,0
222.58.175.6,1,0,0
42.253.41.234,1,0,0
14.181.47.213,1,0,0
45.72.179.136,1,0,0
198.169.46.92,1,0,0
175.232.58.150,0,1,0
76.250.222.92,1,0,0
83.103.37.246,1,0,0
109.212.151.103,1,0,0
161.38.34.161,1,0,0
153.168.239.73,1,0,0
45.166.208.72,1,0,0
76.205.236.212,1,0,0
45.208.93.230,0,1,0
63.33.218.198,1,0,0
218.218.116.104,1,0,0
60.55.38.134,1,0,0
136.31.188.18,1,0,0
140.220.149.225,1,0,0
88.196.240.185,0,1,0
36.248.27.109,1,0,0
63.194.149.89,1,0,0
69.159.94.152,1,0,0
39.200.30.2,1,0,0
115.174.8.239,1,0,0
144.195.98.226,1,0,0
135.98.188.253,1,0,0
124.244.163.224,1,0,0
194.107.116.71,1,0,0
69.138.184.234,1,0,0
1.205.122.129,1,0,0
30.129.25.224,1,0,0
135.106.140.71,1,0,0
33.35.116.97,1,0,0
70.12.149.167,1,0,0
114.86.43.146,1,0,0
174.9.125.88,1,0,0
142.62.135.248,1,0,0
50.212.200.241,1,0,0
48.25.23.66,1,0,0
18.153.210.127,1,0,0
167.117.151.31,1,0,0
205.85.233.204,1,0,0
194.59.155.168,1,0,0
123.96.89.229,1,0,0
57.80.162.52,1,0,0
8.131.178.51,1,0,0
69.54.1.232,1,0,0
62.115.147.168,1,0,0
67.122.101.79,1,0,0
199.81.30.72,0,1,0
41.170.238.43,1,0,0
12.125.74.113,1,0,0
114.75.75.43,1,0,0
39.245.121.13,1,0,0
62.135.111.65,1,0,0
252.128.213.117,1,0,0
243.162.85.56,1,0,0
197.251.189.213,1,0,0
205.96.160.79,1,0,0
240.251.29.41,1,0,0
214.205.105.28,1,0,0
240.185.151.61,1,0,0
227.61.237.128,1,0,0
21.230.128.124,0,1,0
59.254.43.47,1,0,0
64.48.197.159,1,0,0
111.27.253.235,1,0,0
112.134.130.204,1,0,0
142.91.249.117,1,0,0
107.248.250.155,1,0,0
149.171.36.71,1,0,0
236.62.203.227,1,0,0
134.156.105.190,1,0,0
25.253.83.7,1,0,0
105.201.185.63,1,0,0
169.154.130.72,1,0,0
220.220.185.93,1,0,0
58.204.206.194,1,0,0
227.155.42.117,1,0,0
40.238.80.37,1,0,0
203.18.80.114,1,0,0
2.136.162.160,1,0,0
66.152.154.112,1,0,0
125.246.226.14,1,0,0
50.127.72.181,1,0,0
238.183.37.76,1,0,0
166.228.236.90,1,0,0
211.5.139.43,1,0,0
219.74.123.119,1,0,0
139.182.20.106,1,0,0
178.210.219.11,1,0,0
174.171.66.3,1,0,0
123.251.109.6,1,0,0
36.99.212.77,1,0,0
152.137.234.74,1,0,0
221.235.103.116,1,0,0
226.64.154.39,1,0,0
113.42.235.153,1,0,0
73.129.176.219,1,0,0
245.231.234.203,1,0,0
86.210.125.130,0,1,0
189.138.113.192,1,0,0
54.117.85.144,1,0,0
48.121.209.130,1,0,0
63.66.18.216,1,0,0
65.97.196.4,1,0,0
213.83.255.164,1,0,0
226.246.197.171,0,1,0
40.158.41.17,1,0,0
7.60.17.164,1,0,0
119.121.83.227,1,0,0
171.67.171.23,1,0,0
163.189.215.9,1,0,0
184.52.136.69,1,0,0
246.21.238.95,1,0,0
173.141.221.80,1,0,0
38.188.52.236,1,0,0
6.8.131.137,1,0,0
8.42.230.96,1,0,0
140.39.222.153,1,0,0
75.4.45.180,1,0,0
202.106.156.36,1,0,0
136.152.194.37,1,0,0
167.236.254.136,1,0,0
5.134.249.133,1,0,0
196.77.104.136,0,1,0
255.119.130.217,1,0,0
243.208.123.202,1,0,0
27.165.199.161,1,0,0
196.28.47.75,1,0,0
126.217.46.89,1,0,0
181.7.252.72,1,0,0
255.237.20.83,1,0,0
233.169.118.10,1,0,0
83.19.85.103,1,0,0
220.125.34.229,1,0,0
43.197.122.64,1,0,0
148.74.241.25,1,0,0
169.149.143.188,0,1,0
200.121.147.149,1,0,0
131.208.218.114,1,0,0
210.219.175.223,1,0,0
146.151.74.250,1,0,0
104.74.19.216,1,0,0
122.145.65.45,1,0,0
217.156.234.21,1,0,0
243.177.88.249,1,0,0
186.27.9.237,1,0,0
28.110.151.164,1,0,0
7.130.208.225,1,0,0
34.132.4.176,1,0,0
80.49.83.57,1,0,0
31.242.249.13,1,0,0
63.9.116.69,1,0,0
195.164.134.129,0,1,0
82.179.125.210,1,0,0
35.11.102.3,1,0,0
219.49.193.121,1,0,0
237.22.44.118,1,0,0
101.226.233.91,1,0,0
62.122.30.6,1,0,0
21.137.195.96,1,0,0
162.149.105.199,1,0,0
174.34.141.231,1,0,0
4.218.230.229,1,0,0
68.157.56.17,1,0,0
242.105.149.226,1,0,0
24.83.118.254,1,0,0
212.196.150.50,1,0,0
234.203.4.207,1,0,0
157.121.211.189,1,0,0
124.254.148.63,1,0,0
81.157.127.242,1,0,0
64.87.217.158,1,0,0
254.35.183.197,1,0,0
220.124.252.19,1,0,0
9.11.252.155,1,0,0
112.193.250.16,1,0,0
58.16.37.53,1,0,0
138.89.75.242,1,0,0
67.181.180.147,1,0,0
127.186.208.250,1,0,0
25.49.163.91,1,0,0
213.240.135.97,1,0,0
56.139.195.62,1,0,0
119.255.26.199,1,0,0
209.44.196.102,1,0,0
45.139.169.56,1,0,0
78.63.100.237,1,0,0
127.152.171.14,1,0,0
25.201.72.106,1,0,0
161.223.46.243,1,0,0
230.21.86.88,1,0,0
131.85.212.223,1,0,0
19.139.40.234,1,0,0
231.35.5.28,0,1,0
