id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.26,1.24,0.83,1.28,1.0,1.0,7,0
2,proxy2,0.54,0.98,0.87,0.55,1.0,0.57,4,0
3,proxy3,1.18,1.25,1.0,1.2,1.0,0.71,5,0
4,proxy4,0.19,0.93,1.17,0.19,0.99,0.43,3,0
5,proxy5,0.77,1.0,1.09,0.78,1.0,0.71,5,0
6,proxy6,0.47,1.34,0.89,0.47,1.0,0.71,5,0
7,proxy7,0.56,1.02,0.85,0.57,1.0,0.71,5,0
8,proxy8,13.21,1.25,1.08,13.46,1.01,1.14,8,1
9,proxy9,0.92,1.04,1.04,0.94,1.0,0.86,6,0
10,proxy10,1.01,0.74,1.2,1.03,1.0,0.71,5,0
11,proxy11,0.75,1.02,1.25,0.77,0.99,0.71,5,0
12,proxy12,1.05,1.15,1.05,1.07,1.0,0.86,6,0
13,proxy13,0.46,0.72,1.21,0.47,0.99,0.57,4,0
14,proxy14,1.04,1.28,0.65,1.06,1.0,0.86,6,0
15,proxy15,38.33,0.97,4.11,323.18,5.35,1.29,9,1
16,proxy16,1.12,1.21,1.22,1.14,0.99,0.71,5,0
17,proxy17,1.17,1.19,0.9,1.19,1.0,1.29,9,0
18,proxy18,0.7,0.78,1.14,0.72,0.99,0.86,6,0
19,proxy19,0.81,1.09,0.67,0.83,1.0,1.14,8,0
20,proxy20,9.7,1.27,1.17,9.89,1.0,1.14,8,1
21,proxy21,1.2,1.21,0.85,1.23,1.0,1.14,8,0
22,proxy22,0.86,1.04,0.77,0.87,1.0,1.0,7,0
23,proxy23,0.69,1.14,1.26,0.7,0.99,0.71,5,0
24,proxy24,0.98,1.33,0.94,0.99,1.0,0.86,6,0
25,proxy25,0.36,1.28,0.98,0.37,0.99,0.43,3,0
26,proxy26,1.88,1.0,1.15,1.91,1.02,1.57,11,0
27,proxy27,1.04,0.77,1.24,1.06,1.0,1.0,7,0
28,proxy28,1.24,1.03,0.8,1.26,1.01,1.29,9,0
29,proxy29,1.35,0.84,0.8,1.37,1.0,1.0,7,0
30,proxy30,0.63,1.29,1.16,0.65,0.99,0.43,3,0
31,proxy31,1.19,1.2,0.9,1.21,1.0,1.0,7,0
32,proxy32,1.12,0.86,1.18,1.15,1.01,1.14,8,0
33,proxy33,2.32,0.87,0.72,2.36,1.01,1.71,12,0
34,proxy34,0.42,1.04,1.25,0.42,1.0,0.71,5,0
35,proxy35,1.63,0.84,1.22,1.66,1.0,1.43,10,0
36,proxy36,0.75,1.09,1.22,0.76,0.99,0.43,3,0
37,proxy37,14.03,0.99,7.03,1.01,7.8,3.86,7,0
38,proxy38,28.14,0.72,5.96,0.82,8.85,3.43,4,0
39,proxy39,0.75,1.29,1.02,0.77,1.0,0.71,5,0
40,proxy40,1.45,1.33,0.84,1.48,1.0,1.29,9,0
41,proxy41,1.14,1.29,0.73,1.16,1.0,0.86,6,0
42,proxy42,0.52,0.81,0.67,0.53,0.98,0.29,2,0
43,proxy43,0.65,1.14,1.12,0.66,1.0,0.71,5,0
44,proxy44,0.73,1.26,0.81,0.75,0.99,0.71,5,0
45,proxy45,0.34,0.94,1.1,0.35,0.99,0.43,3,0
46,proxy46,0.91,1.32,1.25,0.92,0.99,0.71,5,0
47,proxy47,30.22,0.95,5.14,1.68,10.75,4.43,11,0
48,proxy48,47.42,1.31,3.17,483.07,4.42,0.71,5,1
49,proxy49,0.93,0.83,1.15,0.94,1.0,1.0,7,0
50,proxy50,1.04,1.14,0.99,1.06,1.0,0.86,6,0
51,proxy51,0.73,1.34,0.94,0.74,0.99,0.86,6,0
52,proxy52,0.6,0.71,1.15,0.61,1.0,1.0,7,0
53,proxy53,1.57,0.72,1.14,1.59,1.01,1.43,10,0
54,proxy54,1.12,0.7,0.93,1.15,1.01,1.14,8,0
55,proxy55,1.17,0.8,0.7,1.19,1.02,1.71,12,0
56,proxy56,1.27,0.96,1.22,1.3,1.0,1.0,7,0
57,proxy57,0.45,1.0,0.77,0.46,0.99,0.43,3,0
58,proxy58,0.48,1.21,0.81,0.49,0.99,0.43,3,0
59,proxy59,0.43,0.85,0.85,0.44,0.99,0.29,2,0
60,proxy60,28.65,1.27,5.27,0.72,9.87,3.43,4,0
61,proxy61,0.38,0.99,0.73,0.39,1.0,0.43,3,0
62,proxy62,1.24,0.72,1.04,1.26,1.01,1.29,9,0
63,proxy63,1.25,0.78,1.1,1.27,1.0,1.14,8,0
