id,normal,direct,slow,steal
229.158.54.139,1,0,0,0
97.123.164.179,1,0,0,0
177.55.135.14,1,0,0,0
85.139.179.48,0,1,0,0
160.196.21.185,1,0,0,0
151.93.230.137,1,0,0,0
192.236.154.36,1,0,0,0
155.235.169.20,1,0,0,0
26.15.239.54,1,0,0,0
32.139.56.250,1,0,0,0
242.121.106.145,1,0,0,0
164.240.149.19,1,0,0,0
188.238.126.35,1,0,0,0
215.4.134.187,1,0,0,0
31.201.181.205,1,0,0,0
18.118.164.216,1,0,0,0
178.214.248.63,1,0,0,0
121.214.84.165,1,0,0,0
83.192.160.216,1,0,0,0
165.17.242.186,1,0,0,0
165.221.225.215,1,0,0,0
189.202.138.192,1,0,0,0
79.221.1.79,1,0,0,0
233.131.109.74,1,0,0,0
70.200.18.163,1,0,0,0
200.191.215.138,1,0,0,0
211.137.251.247,1,0,0,0
7.180.248.229,1,0,0,0
56.75.158.150,1,0,0,0
142.179.243.173,1,0,0,0
254.99.186.105,1,0,0,0
232.18.45.53,1,0,0,0
157.13.205.181,1,0,0,0
68.115.185.185,1,0,0,0
40.143.252.219,1,0,0,0
52.211.157.138,1,0,0,0
255.103.73.147,1,0,0,0
26.110.166.137,1,0,0,0
142.181.163.61,1,0,0,0
92.33.112.26,1,0,0,0
36.98.35.124,1,0,0,0
15.29.148.48,1,0,0,0
65.46.11.171,1,0,0,0
63.100.233.227,1,0,0,0
35.192.132.75,1,0,0,0
45.118.215.237,1,0,0,0
34.194.173.73,1,0,0,0
200.62.21.17,1,0,0,0
166.131.113.120,1,0,0,0
119.181.245.106,1,0,0,0
