id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.05,1.21,0.66,1.09,1.01,1.12,9,0
2,proxy2,21.81,0.74,5.51,2.07,10.67,4.12,13,0
3,proxy3,1.21,1.01,1.04,1.24,0.99,1.12,9,0
4,proxy4,0.8,1.13,0.85,0.82,1.0,1.25,10,0
5,proxy5,1.0,1.03,0.76,1.04,1.0,0.88,7,0
6,proxy6,1.07,1.11,0.94,1.11,1.01,1.38,11,0
7,proxy7,1.27,1.0,0.94,1.31,1.0,1.0,8,0
8,proxy8,0.79,0.82,0.85,0.82,1.0,0.75,6,0
9,proxy9,0.8,1.13,1.17,0.82,0.99,0.75,6,0
10,proxy10,1.28,0.91,0.72,1.32,1.0,1.12,9,0
11,proxy11,24.27,1.25,5.31,1.54,7.65,3.75,10,0
12,proxy12,0.7,0.69,1.16,0.72,0.99,0.88,7,0
13,proxy13,0.81,1.28,1.02,0.83,1.0,0.88,7,0
14,proxy14,0.68,0.97,0.86,0.7,0.99,0.62,5,0
15,proxy15,1.06,0.73,1.13,1.1,1.01,1.38,11,0
16,proxy16,16.17,1.26,6.28,1.36,8.58,3.75,10,0
17,proxy17,1.13,1.13,1.03,1.17,1.0,1.25,10,0
18,proxy18,0.7,0.73,0.65,0.72,1.0,0.75,6,0
19,proxy19,0.1,0.84,0.84,0.1,0.98,0.25,2,0
20,proxy20,19.41,1.0,5.35,1.13,7.45,3.62,9,0
21,proxy21,0.57,1.21,1.25,0.59,0.99,0.5,4,0
22,proxy22,1.11,0.92,0.74,1.14,1.01,1.12,9,0
23,proxy23,37.65,0.68,9.96,1.56,14.73,6.38,11,0
24,proxy24,0.86,1.12,0.91,0.88,1.0,0.88,7,0
25,proxy25,1.0,1.15,0.95,1.03,1.0,1.38,11,0
26,proxy26,18.62,1.01,5.31,1.84,7.96,4.0,12,0
27,proxy27,18.4,1.04,5.85,1.1,9.1,3.38,7,0
28,proxy28,0.77,0.8,1.03,0.8,1.0,0.75,6,0
29,proxy29,0.75,0.93,1.03,0.77,1.0,0.88,7,0
30,proxy30,0.5,0.82,1.09,0.52,0.99,0.62,5,0
31,proxy31,0.4,1.29,1.01,0.41,0.99,0.5,4,0
32,proxy32,23.74,0.69,6.78,0.99,10.1,3.38,7,0
33,proxy33,0.8,0.83,1.11,0.82,1.0,0.62,5,0
34,proxy34,1.31,1.11,0.91,1.35,1.0,1.25,10,0
35,proxy35,0.97,1.25,0.77,1.0,0.99,1.0,8,0
36,proxy36,0.37,0.68,1.26,0.38,0.99,0.62,5,0
37,proxy37,0.56,0.79,0.93,0.58,1.0,0.5,4,0
38,proxy38,1.47,0.77,0.99,1.51,1.0,1.25,10,0
39,proxy39,0.92,1.22,0.67,0.94,1.0,1.25,10,0
40,proxy40,0.84,1.29,0.97,0.87,0.99,0.62,5,0
41,proxy41,19.5,1.08,6.11,1.21,9.4,3.62,9,0
42,proxy42,0.6,1.0,0.81,0.62,0.99,1.0,8,0
43,proxy43,1.08,0.91,0.79,1.11,1.01,1.38,11,0
44,proxy44,1.0,0.71,0.73,1.04,1.0,1.25,10,0
45,proxy45,25.77,0.82,5.22,1.05,7.26,3.5,8,0
46,proxy46,1.59,1.19,1.01,1.64,1.01,1.38,11,0
47,proxy47,1.27,0.93,0.98,1.31,1.0,1.25,10,0
48,proxy48,0.48,1.23,0.91,0.49,0.98,0.38,3,0
49,proxy49,1.08,0.89,0.85,1.11,0.99,0.88,7,0
50,proxy50,0.74,0.73,1.2,0.76,0.99,0.62,5,0
51,proxy51,1.28,1.1,1.01,1.32,1.01,1.38,11,0
52,proxy52,1.32,0.92,1.07,1.36,1.0,1.12,9,0
53,proxy53,1.24,1.14,1.11,1.28,1.01,1.25,10,0
54,proxy54,0.94,1.07,1.16,0.96,1.0,0.88,7,0
55,proxy55,0.43,0.72,0.82,0.44,0.99,0.62,5,0
56,proxy56,47.19,1.14,11.23,1.7,14.95,6.38,11,0
57,proxy57,1.38,1.23,0.96,1.42,1.02,1.62,13,0
58,proxy58,12.58,0.93,6.51,0.72,10.15,3.25,6,0
59,proxy59,0.86,1.12,1.22,0.89,1.0,1.0,8,0
60,proxy60,1.11,1.02,0.75,1.14,1.01,1.12,9,0
61,proxy61,0.97,0.72,0.96,1.0,1.0,0.88,7,0
62,proxy62,1.25,0.65,0.9,1.29,1.0,1.25,10,0
63,proxy63,1.09,0.68,1.09,1.13,0.99,0.75,6,0
64,proxy64,0.74,1.15,0.84,0.76,0.99,0.62,5,0
65,proxy65,1.35,0.95,1.02,1.39,1.01,1.62,13,0
66,proxy66,0.85,0.82,1.03,0.88,0.99,0.75,6,0
67,proxy67,1.58,1.02,0.97,1.63,1.0,1.25,10,0
68,proxy68,1.0,1.3,1.06,1.03,1.0,0.88,7,0
69,proxy69,1.49,0.79,1.17,1.54,1.01,1.38,11,0
70,proxy70,0.87,0.84,1.02,0.9,1.0,1.0,8,0
71,proxy71,0.7,1.18,0.81,0.72,0.99,0.88,7,0
72,proxy72,0.6,0.83,0.79,0.62,0.98,0.62,5,0
73,proxy73,0.77,0.93,0.8,0.8,0.99,0.75,6,0
74,proxy74,0.97,1.0,0.81,1.0,1.01,1.25,10,0
75,proxy75,0.76,1.24,0.63,0.78,1.0,0.88,7,0
76,proxy76,0.58,1.05,0.81,0.6,0.99,0.88,7,0
77,proxy77,1.43,0.85,1.02,1.47,1.0,0.88,7,0
78,proxy78,21.19,1.29,4.32,0.92,9.44,3.38,7,0
79,proxy79,0.79,0.92,1.17,0.81,0.99,0.75,6,0
80,proxy80,0.86,1.2,0.72,0.89,1.0,1.0,8,0
81,proxy81,1.57,0.99,0.87,1.62,1.01,1.5,12,0
82,proxy82,0.08,0.94,1.13,0.09,0.98,0.38,3,0
83,proxy83,0.37,0.8,0.74,0.38,0.99,0.5,4,0
84,proxy84,0.83,0.9,0.79,0.86,0.99,0.88,7,0
85,proxy85,1.21,1.24,1.15,1.25,1.0,1.38,11,0
86,proxy86,1.6,1.25,0.87,1.65,1.02,1.5,12,0
87,proxy87,1.9,0.98,0.93,1.95,1.01,1.5,12,0
88,proxy88,1.15,0.87,0.93,1.18,1.0,1.12,9,0
89,proxy89,0.7,1.21,1.08,0.72,0.99,0.62,5,0
90,proxy90,0.77,0.79,0.9,0.8,0.99,0.88,7,0
91,proxy91,1.19,1.14,0.86,1.23,1.01,1.12,9,0
92,proxy92,0.64,1.07,0.76,0.66,0.99,0.75,6,0
93,proxy93,0.51,0.95,1.19,0.53,0.98,0.38,3,0
94,proxy94,0.77,1.17,1.11,0.8,0.99,0.62,5,0
95,proxy95,0.73,1.14,1.23,0.75,1.0,1.0,8,0
96,proxy96,1.27,1.17,1.01,1.31,1.0,1.0,8,0
97,proxy97,0.59,1.16,1.1,0.61,0.99,0.75,6,0
98,proxy98,1.77,1.06,0.63,1.83,1.01,1.75,14,0
99,proxy99,1.9,0.77,0.65,1.96,1.01,1.75,14,0
100,proxy100,18.76,0.89,6.3,0.97,6.48,3.62,9,0
