id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.49,1.41,1.1,0.52,0.99,0.5,3,0
2,proxy2,1.51,0.85,0.83,1.61,1.0,1.5,9,0
3,proxy3,0.72,0.77,0.86,0.77,0.99,0.83,5,0
4,proxy4,0.92,0.82,0.9,0.98,1.0,1.17,7,0
5,proxy5,41.09,0.83,4.12,464.82,4.11,0.83,5,1
6,proxy6,0.97,1.0,0.98,1.04,1.01,1.0,6,0
7,proxy7,0.18,0.72,1.14,0.19,0.98,0.17,1,0
8,proxy8,0.26,1.4,0.69,0.28,0.99,0.5,3,0
9,proxy9,1.33,0.99,0.92,1.42,1.0,1.33,8,0
10,proxy10,0.56,1.1,0.68,0.59,0.99,0.83,5,0
11,proxy11,0.92,0.84,1.01,0.98,1.0,1.0,6,0
12,proxy12,1.08,0.97,0.98,1.15,1.0,1.5,9,0
13,proxy13,1.94,0.96,0.8,2.06,1.01,2.0,12,0
14,proxy14,0.8,0.98,0.71,0.85,1.01,1.17,7,0
15,proxy15,1.19,1.41,1.07,1.27,1.01,1.33,8,0
16,proxy16,1.46,0.79,1.0,1.55,1.0,1.5,9,0
17,proxy17,0.59,0.99,0.8,0.63,1.0,0.83,5,0
18,proxy18,0.44,0.82,0.68,0.46,0.99,0.5,3,0
19,proxy19,0.65,1.17,1.0,0.7,1.0,1.0,6,0
20,proxy20,1.1,1.2,0.81,1.17,1.0,1.0,6,0
21,proxy21,0.76,1.13,0.89,0.81,1.0,0.83,5,0
22,proxy22,13.19,1.0,0.81,14.05,1.0,0.83,5,1
23,proxy23,1.21,1.25,1.05,1.28,1.0,1.0,6,0
24,proxy24,0.54,0.94,1.28,0.57,1.0,0.83,5,0
25,proxy25,0.55,1.31,1.2,0.59,1.0,0.83,5,0
26,proxy26,0.5,1.01,1.01,0.53,1.0,1.0,6,0
27,proxy27,1.03,0.76,0.94,1.1,1.01,1.17,7,0
28,proxy28,0.69,0.76,0.77,0.74,0.99,1.0,6,0
29,proxy29,1.46,0.96,1.09,1.55,1.01,1.83,11,0
30,proxy30,0.75,1.39,0.74,0.8,1.0,0.83,5,0
31,proxy31,24.1,0.94,5.41,1.09,6.65,4.83,9,0
32,proxy32,1.93,0.89,1.05,2.05,1.01,1.67,10,0
33,proxy33,1.35,0.96,0.84,1.44,1.0,1.17,7,0
34,proxy34,13.65,0.95,1.07,14.53,1.01,1.67,10,1
35,proxy35,0.75,0.76,0.96,0.8,1.0,1.5,9,0
36,proxy36,1.28,1.27,0.75,1.36,1.01,1.5,9,0
37,proxy37,1.84,0.92,1.22,1.96,1.01,2.0,12,0
38,proxy38,0.85,0.87,0.84,0.91,1.0,0.83,5,0
39,proxy39,0.68,0.99,1.07,0.72,0.99,0.5,3,0
40,proxy40,29.96,0.89,7.17,1.86,8.45,4.83,9,0
41,proxy41,0.48,0.89,1.14,0.51,1.0,1.0,6,0
42,proxy42,1.35,1.32,1.16,1.43,1.01,1.5,9,0
43,proxy43,0.86,1.23,0.95,0.91,1.0,0.83,5,0
44,proxy44,1.26,1.17,1.0,1.34,0.99,1.17,7,0
45,proxy45,0.78,0.72,0.74,0.83,1.0,1.17,7,0
46,proxy46,1.48,1.0,1.01,1.58,0.99,1.33,8,0
47,proxy47,2.63,0.95,1.24,2.81,1.0,2.17,13,0
48,proxy48,14.9,1.14,6.44,1.54,7.17,4.83,9,0
49,proxy49,42.95,1.09,3.42,440.88,4.49,2.0,12,1
50,proxy50,1.78,0.81,0.89,1.89,1.01,1.67,10,0
51,proxy51,8.51,0.97,0.71,9.06,1.01,1.33,8,1
52,proxy52,1.34,1.31,1.15,1.43,1.0,1.17,7,0
53,proxy53,0.83,1.13,1.15,0.89,1.0,0.83,5,0
54,proxy54,0.38,1.03,1.25,0.41,0.99,0.33,2,0
55,proxy55,0.85,0.87,0.82,0.91,1.0,1.0,6,0
56,proxy56,0.62,1.22,0.93,0.66,1.0,0.83,5,0
57,proxy57,0.26,0.86,1.24,0.27,0.99,0.33,2,0
58,proxy58,37.54,0.9,5.5,11.31,6.64,4.67,8,1
59,proxy59,1.03,0.87,0.79,1.09,1.0,1.5,9,0
60,proxy60,0.05,1.08,0.76,0.05,0.99,0.5,3,0
61,proxy61,0.77,1.34,1.13,0.82,1.0,0.5,3,0
62,proxy62,1.4,1.25,0.74,1.49,1.0,1.33,8,0
63,proxy63,1.34,0.93,0.84,1.43,1.01,1.5,9,0
64,proxy64,2.67,1.39,0.81,2.84,1.02,2.33,14,0
65,proxy65,0.4,1.15,1.26,0.42,0.99,0.5,3,0
66,proxy66,0.6,1.12,0.81,0.63,1.01,0.83,5,0
67,proxy67,1.04,1.35,0.69,1.11,1.0,0.83,5,0
68,proxy68,2.6,0.73,1.05,2.77,1.01,2.17,13,0
69,proxy69,50.72,0.97,4.13,431.14,4.53,1.17,7,1
70,proxy70,0.54,0.98,1.25,0.57,0.99,0.67,4,0
71,proxy71,1.3,0.88,1.0,1.39,1.0,1.0,6,0
72,proxy72,25.4,1.25,7.16,0.43,9.34,3.83,3,0
73,proxy73,0.42,1.23,1.23,0.45,0.99,0.67,4,0
74,proxy74,0.25,0.72,1.18,0.27,1.0,0.67,4,0
75,proxy75,0.77,1.16,1.26,0.82,1.0,1.0,6,0
76,proxy76,2.37,0.73,0.83,2.53,1.01,1.83,11,0
77,proxy77,0.9,1.41,0.78,0.96,0.99,0.67,4,0
78,proxy78,0.87,0.87,1.27,0.92,0.99,1.0,6,0
79,proxy79,1.06,0.9,1.2,1.13,0.99,0.83,5,0
80,proxy80,1.47,1.24,1.16,1.57,1.0,1.83,11,0
81,proxy81,0.79,0.91,1.2,0.85,1.0,0.83,5,0
82,proxy82,50.39,1.01,4.29,493.41,4.84,1.33,8,1
83,proxy83,1.65,0.86,1.06,1.76,1.01,1.33,8,0
84,proxy84,30.31,1.38,7.04,0.87,10.79,4.0,4,0
85,proxy85,8.62,0.95,0.86,9.17,1.0,1.0,6,1
86,proxy86,1.26,0.93,0.96,1.34,1.0,1.17,7,0
87,proxy87,1.06,0.97,0.99,1.13,1.01,1.33,8,0
88,proxy88,1.04,1.12,0.83,1.11,1.0,1.33,8,0
89,proxy89,10.1,0.91,1.21,10.75,0.99,0.5,3,1
90,proxy90,7.94,0.85,0.98,8.45,1.0,0.83,5,1
91,proxy91,1.61,1.3,1.03,1.71,1.02,2.0,12,0
92,proxy92,1.01,1.04,1.1,1.08,1.0,0.83,5,0
93,proxy93,1.09,0.86,0.95,1.16,1.01,1.17,7,0
94,proxy94,1.34,1.22,0.83,1.43,1.0,1.17,7,0
95,proxy95,0.53,0.96,0.91,0.56,0.99,0.67,4,0
96,proxy96,1.45,0.98,0.98,1.54,1.0,1.33,8,0
97,proxy97,0.86,1.18,0.72,0.91,0.99,0.83,5,0
98,proxy98,0.99,1.19,0.94,1.05,1.0,0.83,5,0
99,proxy99,0.64,1.28,0.93,0.68,0.99,0.5,3,0
100,proxy100,2.31,0.89,0.69,2.46,1.01,1.83,11,0
101,proxy101,0.4,0.74,0.75,0.43,0.98,0.33,2,0
102,proxy102,8.62,1.04,4.48,0.98,6.02,4.83,9,0
103,proxy103,1.65,1.33,1.05,1.76,1.01,2.17,13,0
104,proxy104,1.14,0.87,0.86,1.22,1.01,1.67,10,0
105,proxy105,0.31,0.78,0.7,0.33,1.0,1.0,6,0
106,proxy106,0.79,1.32,1.04,0.85,1.0,0.83,5,0
107,proxy107,0.19,0.88,0.93,0.2,0.99,0.5,3,0
108,proxy108,1.56,0.82,1.14,1.66,1.01,1.33,8,0
109,proxy109,1.31,1.09,0.72,1.39,1.01,1.17,7,0
110,proxy110,40.38,0.98,4.25,400.91,3.99,1.17,7,1
111,proxy111,0.66,1.15,0.83,0.7,1.0,1.0,6,0
112,proxy112,0.86,0.87,0.89,0.91,0.99,1.0,6,0
113,proxy113,1.51,0.89,0.99,1.6,0.99,1.5,9,0
114,proxy114,0.75,0.92,1.12,0.8,1.0,1.17,7,0
115,proxy115,0.79,1.42,1.23,0.85,1.0,1.0,6,0
116,proxy116,30.84,1.3,5.62,2.12,6.48,5.0,10,0
117,proxy117,0.45,1.19,0.66,0.48,1.01,1.17,7,0
118,proxy118,0.65,1.41,1.06,0.7,1.0,1.0,6,0
119,proxy119,0.42,1.42,1.16,0.45,1.0,0.83,5,0
120,proxy120,1.15,1.31,1.28,1.22,1.0,1.0,6,0
121,proxy121,0.83,1.12,1.2,0.88,1.0,1.0,6,0
122,proxy122,0.59,1.37,1.07,0.63,0.99,0.67,4,0
