id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,4.279999999999999,17.26133910015135,14.661321748669781,0.428,13.7,14,14,0
2,proxy2,2.04,25.774565262474244,10.588675734737917,0.204,11.9,7,7,0
3,proxy3,1.26,20.294984056525372,10.229693102555542,0.126,11.1,6,6,0
4,proxy4,20.07,13.275354246434008,15.525949986421141,2.0069999999999997,12.9,12,12,1
5,proxy5,2.37,17.438764969257928,18.874153193899172,0.23700000000000002,13.600000000000001,13,13,0
6,proxy6,14.690000000000003,12.62456131408898,13.135260139154637,1.4689999999999994,13.0,12,12,1
7,proxy7,2.8100000000000005,22.28823488876436,22.824750321893983,0.281,13.8,13,13,0
8,proxy8,2.02,24.42507216606439,13.538728092717523,0.202,12.8,11,11,0
9,proxy9,1.44,12.955072249719239,28.451976378071198,0.14400000000000002,11.9,7,7,0
10,proxy10,1.39,19.614657850012755,11.46349790597994,0.139,11.6,5,5,0
