id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.04,1.01,1.08,1.04,1.0,1.0,13,0
2,proxy2,0.91,1.14,1.12,0.91,0.99,0.77,10,0
3,proxy3,0.86,0.99,0.91,0.86,0.99,0.62,8,0
4,proxy4,1.65,1.28,0.72,1.65,1.02,1.46,19,0
5,proxy5,19.05,0.87,3.64,205.41,5.23,1.31,17,1
6,proxy6,1.45,1.12,1.13,1.45,0.99,0.92,12,0
7,proxy7,1.0,1.01,1.04,1.0,1.0,1.0,13,0
8,proxy8,24.51,0.78,4.18,204.14,5.35,0.92,12,1
9,proxy9,0.91,0.78,0.68,0.91,1.0,0.85,11,0
10,proxy10,1.04,1.0,0.79,1.04,0.99,0.92,12,0
11,proxy11,1.35,0.84,1.25,1.35,1.0,1.23,16,0
12,proxy12,0.75,0.74,1.26,0.75,1.0,1.0,13,0
13,proxy13,1.0,1.36,0.8,1.0,1.0,1.08,14,0
14,proxy14,0.95,0.95,0.97,0.95,1.0,1.08,14,0
15,proxy15,1.57,0.9,1.0,1.57,1.01,1.23,16,0
