id,normal,direct,slow,steal
128.230.74.27,1,0,0,0
139.209.88.117,0,1,0,0
240.98.115.96,1,0,0,0
107.36.50.222,1,0,0,0
66.195.143.224,1,0,0,0
202.70.136.188,1,0,0,0
115.64.204.159,1,0,0,0
214.91.184.212,1,0,0,0
1.78.104.57,1,0,0,0
247.215.148.13,1,0,0,0
117.194.13.147,1,0,0,0
108.158.1.148,1,0,0,0
126.83.194.215,1,0,0,0
32.84.227.70,1,0,0,0
210.41.184.89,1,0,0,0
188.45.231.97,1,0,0,0
222.164.103.18,1,0,0,0
162.227.203.224,1,0,0,0
183.216.59.67,1,0,0,0
248.87.85.174,1,0,0,0
167.89.3.242,1,0,0,0
170.171.174.93,1,0,0,0
137.84.179.41,1,0,0,0
197.18.53.143,1,0,0,0
153.163.86.243,1,0,0,0
125.225.222.162,1,0,0,0
92.174.89.116,1,0,0,0
148.31.66.135,1,0,0,0
148.229.218.210,1,0,0,0
22.171.231.79,1,0,0,0
27.3.191.45,1,0,0,0
235.251.97.246,1,0,0,0
202.121.179.200,1,0,0,0
123.146.141.93,1,0,0,0
233.154.10.75,1,0,0,0
169.132.253.134,1,0,0,0
251.185.110.109,1,0,0,0
119.70.62.253,1,0,0,0
149.134.12.32,1,0,0,0
150.27.148.60,1,0,0,0
37.14.167.100,1,0,0,0
60.86.100.233,1,0,0,0
51.2.133.181,1,0,0,0
254.107.236.36,1,0,0,0
66.82.27.177,1,0,0,0
2.128.226.92,1,0,0,0
217.105.203.38,1,0,0,0
250.92.132.90,1,0,0,0
31.87.210.145,1,0,0,0
140.247.190.221,0,1,0,0
156.26.133.112,1,0,0,0
18.239.236.77,1,0,0,0
20.44.237.143,1,0,0,0
57.37.90.62,0,1,0,0
24.205.57.102,1,0,0,0
32.52.218.36,0,1,0,0
79.44.71.6,1,0,0,0
244.115.167.215,1,0,0,0
232.48.61.212,1,0,0,0
161.22.77.66,1,0,0,0
63.173.200.48,1,0,0,0
211.80.62.202,1,0,0,0
251.181.107.126,1,0,0,0
232.13.194.25,1,0,0,0
17.171.246.167,1,0,0,0
238.41.2.116,1,0,0,0
148.36.177.63,1,0,0,0
50.168.208.171,1,0,0,0
236.179.56.9,1,0,0,0
150.236.169.21,1,0,0,0
48.38.10.89,1,0,0,0
67.69.51.14,1,0,0,0
32.173.90.176,1,0,0,0
57.113.19.196,1,0,0,0
139.40.104.93,1,0,0,0
228.81.254.252,1,0,0,0
122.230.122.170,1,0,0,0
159.65.112.164,1,0,0,0
127.220.226.10,1,0,0,0
115.106.143.233,1,0,0,0
43.44.42.162,1,0,0,0
108.35.71.218,1,0,0,0
178.186.221.79,1,0,0,0
2.57.72.253,1,0,0,0
125.70.85.105,1,0,0,0
221.178.227.91,1,0,0,0
215.123.91.147,1,0,0,0
14.171.109.152,1,0,0,0
85.15.233.228,1,0,0,0
47.107.159.211,1,0,0,0
112.240.240.45,1,0,0,0
33.125.72.82,1,0,0,0
247.91.227.152,1,0,0,0
158.82.138.241,1,0,0,0
190.89.163.1,1,0,0,0
6.39.157.102,1,0,0,0
1.148.210.121,1,0,0,0
15.60.43.161,1,0,0,0
156.252.123.222,1,0,0,0
7.192.177.99,1,0,0,0
219.137.184.158,1,0,0,0
181.71.92.56,1,0,0,0
