id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,1.5,22.976276216574092,20.14412465759445,0.15000000000000002,11.8,6,6,0
2,proxy2,3.7300000000000004,12.380522603863609,18.379924542334283,0.37300000000000005,13.600000000000001,15,15,0
3,proxy3,4.58,19.701629989672632,15.37345165561577,0.45799999999999996,14.5,17,17,0
4,proxy4,3.9900000000000007,26.749619821801286,23.67452508632208,0.399,14.5,16,16,0
5,proxy5,3.08,13.6936203500527,20.483515792269223,0.30800000000000005,13.7,11,11,0
6,proxy6,3.2500000000000004,22.16263218598484,28.962974471108506,0.325,13.7,13,13,0
7,proxy7,5.07,28.487573691893303,48.42090439928862,0.22700000000000004,37.928301467153645,106,6,1
8,proxy8,4.7700000000000005,22.814201627243225,21.82234920409502,0.47700000000000004,16.1,18,18,0
9,proxy9,2.63,25.19390558578928,11.031241810913894,0.263,12.8,13,13,0
10,proxy10,2.29,14.474580992477257,24.070490839032914,0.229,11.9,9,9,0
11,proxy11,2.2399999999999998,18.701731550552033,26.233261059004505,0.22400000000000003,12.5,10,10,0
12,proxy12,3.4000000000000004,23.61666326975679,27.909478243460306,0.34,14.5,16,16,0
13,proxy13,2.93,24.688282226792833,23.771428142616376,0.29300000000000004,12.8,10,10,0
14,proxy14,5.65,16.89319001899815,51.95444900264067,0.255,30.322150122455582,111,11,1
15,proxy15,2.5700000000000003,20.860610719867143,16.204863794165988,0.257,12.2,12,12,0
16,proxy16,7.159999999999999,26.608398327636515,54.17898012312308,0.46599999999999997,36.445225950258845,117,17,1
17,proxy17,2.7199999999999998,27.23210155775452,13.802870357633415,0.272,13.0,12,12,0
18,proxy18,1.8800000000000001,14.974805948137957,28.136757661418287,0.18800000000000003,11.2,8,8,0
19,proxy19,3.45,20.419473697434473,23.00060601670793,0.3450000000000001,13.8,14,14,0
20,proxy20,2.63,14.255773306261437,19.192020141851952,0.263,13.3,13,13,0
21,proxy21,2.21,28.831081956641164,16.860179817362802,0.22100000000000006,12.9,11,11,0
22,proxy22,1.6800000000000002,26.579308616683107,19.371856590272003,0.168,12.600000000000001,10,10,0
23,proxy23,2.82,27.451962387780835,20.064173704787525,0.28200000000000003,12.600000000000001,11,11,0
24,proxy24,2.7300000000000004,24.111395851564865,27.826615354870743,0.273,13.3,9,9,0
25,proxy25,5.02,28.850354522403023,45.83264626252114,0.252,40.452116837680634,112,12,1
