id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.6,1.12,0.71,0.62,1.0,0.5,3,0
2,proxy2,23.85,1.31,4.48,0.57,6.5,3.83,3,0
3,proxy3,1.49,0.94,1.15,1.54,1.02,1.83,11,0
4,proxy4,23.86,0.78,6.04,1.17,9.87,4.17,5,0
5,proxy5,1.9,1.3,0.64,1.96,1.01,2.0,12,0
6,proxy6,1.6,1.24,1.2,1.66,1.02,1.5,9,0
7,proxy7,0.55,1.0,1.1,0.57,1.0,1.0,6,0
8,proxy8,1.0,1.09,1.0,1.04,1.0,1.0,6,0
9,proxy9,0.77,0.76,0.88,0.8,1.0,1.0,6,0
10,proxy10,0.83,0.95,0.78,0.86,1.0,0.83,5,0
11,proxy11,0.97,1.14,0.99,1.0,1.0,1.0,6,0
12,proxy12,1.48,1.03,0.84,1.53,1.03,2.0,12,0
13,proxy13,0.31,0.76,0.8,0.32,0.99,0.5,3,0
14,proxy14,1.0,0.99,1.17,1.04,1.01,1.17,7,0
15,proxy15,0.85,0.84,1.17,0.88,1.0,1.0,6,0
