id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.75,0.63,0.7,0.75,1.0,1.07,16,0
2,proxy2,1.6,0.88,0.88,1.6,1.0,1.2,18,0
3,proxy3,1.0,0.68,0.77,1.0,1.0,1.0,15,0
4,proxy4,0.56,1.22,1.18,0.56,0.98,0.6,9,0
5,proxy5,1.42,0.86,1.19,1.42,1.0,1.07,16,0
6,proxy6,1.02,1.17,0.72,1.02,1.0,0.8,12,0
7,proxy7,1.38,1.06,1.11,1.38,1.02,1.4,21,0
8,proxy8,0.96,0.82,1.11,0.96,1.0,0.8,12,0
9,proxy9,17.71,0.82,3.3,157.72,5.18,0.6,9,1
10,proxy10,1.29,1.22,0.96,1.29,1.01,1.07,16,0
11,proxy11,1.33,1.04,1.0,1.33,1.02,1.13,17,0
12,proxy12,0.7,0.72,0.91,0.7,0.99,0.53,8,0
13,proxy13,0.85,1.0,1.15,0.85,0.98,0.53,8,0
14,proxy14,0.47,1.18,1.09,0.47,0.98,0.53,8,0
15,proxy15,23.65,0.65,3.14,210.85,4.86,1.0,15,1
