id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.22,1.01,1.0,1.22,1.02,1.39,25,0
2,proxy2,12.33,0.64,4.3,137.51,4.28,1.06,19,1
3,proxy3,14.47,1.13,3.66,177.95,4.27,1.61,29,1
4,proxy4,0.77,0.81,0.92,0.77,0.98,0.72,13,0
5,proxy5,1.11,1.14,1.07,1.11,1.0,1.06,19,0
6,proxy6,0.64,0.99,0.84,0.64,0.97,0.72,13,0
7,proxy7,1.75,1.13,0.74,1.75,1.02,1.5,27,0
8,proxy8,1.53,0.75,1.3,1.53,1.0,1.28,23,0
9,proxy9,0.73,0.71,1.14,0.73,0.99,0.83,15,0
10,proxy10,0.89,1.09,1.0,0.89,1.0,0.94,17,0
