id,userIP,requestCount,avg_latency,requestPerMinute,connsCount,credit,belong
1,73.20.188.13,38,0.7215914274449678,3,1,8,8
2,50.160.216.188,15,0.5667745209148979,4,0,1,4
3,114.78.220.187,8,0.8271745306198416,10,0,5,7
4,67.166.148.210,27,0.6700156671590786,6,0,3,4
5,242.175.51.92,27,0.5806145376834001,5,1,7,5
6,149.1.129.160,11,0.21320351480714403,4,3,4,1
7,239.46.181.208,38,0.18823257667861437,4,4,6,5
8,246.51.203.53,47,0.23953107141714364,7,1,5,10
9,225.37.246.190,48,0.8598036479938278,4,5,3,1
10,49.192.113.97,21,0.824719940428984,8,1,2,9
11,109.240.66.232,46,0.4420907525314598,3,3,5,10
12,210.217.139.173,34,0.33013248879421886,6,4,2,9
13,128.30.38.202,26,0.5855961793901223,10,2,6,10
14,55.91.74.224,38,0.13402638699726444,1,5,6,1
15,242.21.230.47,29,0.5928697642744023,8,2,3,7
16,23.209.75.150,15,0.6367226840555764,9,5,7,2
17,38.88.177.103,29,0.6243365984270676,5,4,2,6
18,150.2.182.69,11,0.599449308635465,4,2,8,6
19,70.40.56.144,40,0.8225273102000985,5,4,2,1
20,183.97.178.63,11,0.4146361066882328,2,4,7,7
21,123.163.28.109,20,0.814023723828705,10,2,6,5
22,192.233.238.7,5,0.32425442667686316,7,2,7,6
23,144.45.45.43,50,0.9543063812268686,3,0,3,9
24,160.2.46.16,49,0.46977677689920516,9,2,4,5
25,93.234.235.200,6,0.1137356602119062,9,5,1,9
26,243.92.35.161,24,0.8481091405765478,8,2,2,6
27,37.39.213.11,33,0.7302312916462407,7,3,7,7
28,245.27.110.49,6,0.24712701875623871,7,5,3,5
29,237.89.137.159,23,0.45433180693536823,6,1,6,8
30,98.11.2.65,49,0.8261162611109423,8,0,8,10
31,9.20.65.206,45,0.5370524605619119,3,0,5,2
32,231.152.135.81,42,0.30370596330191746,6,1,8,1
33,170.33.203.230,20,0.48894687162448736,8,3,5,7
34,147.68.57.162,31,0.7010224642406582,2,5,8,9
35,144.214.160.133,1,0.1508632858753303,6,0,3,6
36,159.112.41.250,14,0.4480911706402507,7,1,8,8
37,38.137.18.145,31,0.6208742353599821,9,1,6,10
38,146.137.130.146,17,0.47470985607808913,5,5,2,6
39,240.216.209.17,31,0.4797029101546175,1,0,2,5
40,84.114.95.182,50,0.3528013023094151,2,1,6,9
41,154.173.199.169,20,0.7365982808569828,7,0,4,3
42,118.125.60.246,12,0.7468537026930027,2,0,1,5
43,25.164.89.4,18,0.2925243803617237,2,4,4,2
44,210.227.165.189,1,0.8864070769598199,7,3,5,1
45,22.237.162.22,17,0.4522632788860721,9,0,6,8
46,219.196.75.3,15,0.7411100712076278,5,0,8,2
47,43.171.175.200,23,0.6123018804699754,5,3,5,1
48,81.218.242.244,25,0.7164105757555225,5,5,7,7
49,37.150.246.199,8,0.5360187667707877,9,4,4,3
50,20.52.136.186,8,0.15827386431727034,4,2,5,6
51,151.23.43.6,29,0.32368539759921006,2,4,3,1
