id,normal,abnormal,unknown
136.32.19.249,1,0,0
245.224.107.113,1,0,0
84.104.194.221,1,0,0
40.162.229.16,1,0,0
104.150.142.210,1,0,0
4.175.86.197,1,0,0
116.82.87.92,1,0,0
214.90.104.91,1,0,0
226.223.196.243,1,0,0
49.192.44.213,1,0,0
141.142.185.102,1,0,0
132.35.210.224,1,0,0
141.115.39.135,1,0,0
61.125.131.135,1,0,0
253.252.64.58,1,0,0
219.95.123.17,1,0,0
154.180.153.33,1,0,0
40.154.190.28,1,0,0
84.179.144.192,1,0,0
80.188.156.11,1,0,0
63.69.150.120,1,0,0
255.240.181.166,1,0,0
243.6.83.157,1,0,0
27.18.88.64,1,0,0
29.19.39.197,1,0,0
218.239.94.248,1,0,0
170.1.192.108,1,0,0
6.7.98.243,1,0,0
228.100.117.1,1,0,0
203.251.113.225,1,0,0
107.131.206.139,1,0,0
180.207.51.181,1,0,0
130.156.142.78,1,0,0
39.217.217.28,1,0,0
148.202.51.40,1,0,0
19.21.87.208,1,0,0
202.72.91.166,1,0,0
165.105.99.215,1,0,0
244.252.250.176,1,0,0
95.201.144.151,1,0,0
174.3.154.223,1,0,0
103.23.83.186,1,0,0
141.165.246.74,1,0,0
32.40.36.140,1,0,0
2.212.170.61,1,0,0
66.60.60.68,1,0,0
188.38.30.12,1,0,0
120.235.110.218,0,1,0
215.34.190.189,1,0,0
119.210.65.45,1,0,0
112.9.19.46,1,0,0
135.135.152.169,1,0,0
178.15.106.162,1,0,0
19.73.110.235,1,0,0
234.252.40.151,1,0,0
111.241.91.121,1,0,0
198.192.21.81,1,0,0
170.59.168.32,1,0,0
189.212.221.219,1,0,0
30.206.198.213,1,0,0
102.96.144.84,1,0,0
84.123.215.179,1,0,0
30.251.102.55,1,0,0
247.44.76.142,1,0,0
243.186.53.65,1,0,0
215.119.84.253,1,0,0
10.243.17.207,1,0,0
81.93.187.164,1,0,0
90.34.205.65,1,0,0
61.230.98.233,1,0,0
60.220.216.49,1,0,0
111.168.80.47,1,0,0
157.46.235.126,1,0,0
80.11.138.140,1,0,0
75.66.58.101,1,0,0
40.243.194.245,0,1,0
154.54.34.238,1,0,0
214.80.242.97,1,0,0
112.27.27.47,1,0,0
47.113.112.19,1,0,0
134.242.215.55,1,0,0
235.113.239.2,1,0,0
246.124.249.171,1,0,0
226.183.191.179,1,0,0
26.17.83.33,1,0,0
110.174.228.163,1,0,0
120.162.240.25,1,0,0
135.79.69.249,1,0,0
114.253.57.3,1,0,0
36.201.227.1,1,0,0
167.68.72.102,1,0,0
30.195.29.122,1,0,0
219.53.67.241,1,0,0
192.138.91.51,1,0,0
210.16.168.62,1,0,0
77.90.54.48,1,0,0
143.230.75.243,1,0,0
44.75.142.110,1,0,0
62.186.27.252,1,0,0
98.122.254.124,1,0,0
128.247.181.163,1,0,0
146.241.113.101,1,0,0
158.66.149.131,1,0,0
146.199.200.49,1,0,0
229.52.113.95,1,0,0
145.96.5.177,1,0,0
79.62.70.162,1,0,0
120.252.38.93,1,0,0
34.185.112.68,1,0,0
175.27.136.57,1,0,0
225.145.203.150,1,0,0
92.107.77.205,1,0,0
102.11.209.196,1,0,0
222.172.20.223,1,0,0
237.132.130.10,1,0,0
225.232.31.160,1,0,0
253.199.128.192,1,0,0
44.162.85.114,1,0,0
190.126.118.161,1,0,0
153.170.34.140,1,0,0
58.4.24.74,1,0,0
118.130.196.237,1,0,0
253.86.15.76,1,0,0
187.195.131.156,1,0,0
161.96.190.227,1,0,0
226.233.206.65,1,0,0
218.140.62.86,1,0,0
50.253.113.21,1,0,0
32.11.203.143,1,0,0
172.203.50.216,1,0,0
212.252.71.70,1,0,0
52.116.131.238,1,0,0
94.87.27.240,1,0,0
101.61.181.90,1,0,0
97.167.191.202,1,0,0
78.191.74.67,0,1,0
253.249.100.33,1,0,0
16.42.46.140,1,0,0
193.179.164.76,1,0,0
168.67.253.124,1,0,0
140.78.242.164,1,0,0
157.189.33.142,1,0,0
16.166.221.23,1,0,0
20.240.149.177,1,0,0
