id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.79,1.2,0.82,0.79,0.99,0.75,18,0
2,proxy2,3.52,1.18,0.75,3.52,1.01,0.92,22,1
3,proxy3,0.63,1.09,1.43,0.63,0.99,0.83,20,0
4,proxy4,3.57,1.19,1.28,3.57,0.99,0.71,17,1
5,proxy5,3.48,0.66,1.07,3.48,1.0,0.96,23,1
6,proxy6,1.0,0.7,1.31,1.0,1.01,1.17,28,0
7,proxy7,3.8,0.73,1.37,3.8,1.03,1.21,29,1
8,proxy8,0.75,0.96,1.18,0.75,1.0,0.88,21,0
9,proxy9,1.37,1.19,0.8,1.37,1.02,1.25,30,0
10,proxy10,3.85,1.28,0.95,3.85,1.01,1.12,27,1
11,proxy11,1.11,0.86,1.24,1.11,1.02,1.04,25,0
12,proxy12,1.13,1.0,0.76,1.13,1.02,1.29,31,0
13,proxy13,1.18,1.06,1.0,1.18,1.0,1.04,25,0
14,proxy14,5.7,1.16,1.22,5.7,1.02,1.12,27,1
15,proxy15,3.4,1.1,0.91,3.4,1.02,1.17,28,1
16,proxy16,5.71,0.66,1.34,5.71,1.02,1.25,30,1
17,proxy17,0.72,0.75,1.17,0.72,1.0,0.92,22,0
18,proxy18,0.64,1.18,0.87,0.64,1.0,0.79,19,0
19,proxy19,1.11,0.95,0.9,1.11,1.0,1.0,24,0
20,proxy20,3.72,0.98,1.29,3.72,1.01,1.42,34,1
