id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.06,1.07,0.97,1.1,1.0,1.0,7,0
2,proxy2,1.19,1.0,1.0,1.23,1.01,1.14,8,0
3,proxy3,1.03,0.91,1.34,1.06,1.0,1.0,7,0
4,proxy4,0.91,1.09,1.14,0.94,1.0,1.29,9,0
5,proxy5,0.97,0.93,0.9,1.0,1.0,1.14,8,0
6,proxy6,0.62,1.02,0.98,0.64,1.0,0.71,5,0
7,proxy7,0.64,1.08,1.13,0.66,0.99,0.57,4,0
8,proxy8,0.75,0.97,1.17,0.78,0.99,0.86,6,0
9,proxy9,1.13,0.75,0.91,1.17,1.0,1.29,9,0
10,proxy10,1.17,0.86,0.72,1.21,1.0,1.0,7,0
11,proxy11,19.64,0.91,7.42,0.43,9.85,3.43,4,0
12,proxy12,1.26,1.11,0.81,1.3,1.01,1.71,12,0
13,proxy13,1.0,1.02,1.08,1.03,1.0,0.71,5,0
14,proxy14,0.53,1.06,1.11,0.55,0.99,0.43,3,0
15,proxy15,0.88,0.62,0.8,0.91,1.0,0.86,6,0
