id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,10.98,0.84,1.09,10.98,1.0,0.86,6,1
2,proxy2,1.0,1.03,0.87,1.0,1.0,0.86,6,0
3,proxy3,5.8,1.12,0.92,5.8,1.0,0.71,5,1
4,proxy4,1.28,0.91,0.8,1.28,1.01,1.57,11,0
5,proxy5,1.1,0.74,1.06,1.1,1.01,1.0,7,0
6,proxy6,1.32,0.73,1.17,1.32,1.0,1.0,7,0
7,proxy7,0.74,1.11,0.95,0.74,0.99,0.71,5,0
8,proxy8,0.84,0.75,0.78,0.84,1.0,1.0,7,0
9,proxy9,0.68,1.09,1.05,0.68,1.0,0.71,5,0
10,proxy10,1.34,1.01,1.13,1.34,1.01,1.57,11,0
11,proxy11,10.82,1.31,0.91,10.82,1.02,1.14,8,1
12,proxy12,0.59,1.37,0.99,0.59,0.99,0.43,3,0
13,proxy13,1.38,0.8,1.0,1.38,1.01,1.14,8,0
14,proxy14,33.75,0.77,3.91,414.28,4.53,1.0,7,1
15,proxy15,0.39,1.0,1.13,0.39,1.0,0.57,4,0
