id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.0,0.79,0.94,1.0,1.0,1.0,14,0
2,proxy2,5.73,1.07,0.96,5.73,1.01,1.07,15,1
3,proxy3,1.09,1.24,1.06,1.09,1.01,1.29,18,0
4,proxy4,0.75,0.8,1.07,0.75,0.99,0.79,11,0
5,proxy5,4.86,1.28,0.75,4.86,1.01,1.07,15,1
6,proxy6,1.02,1.21,1.08,1.02,0.99,1.14,16,0
7,proxy7,0.67,0.83,1.12,0.67,0.99,0.79,11,0
8,proxy8,5.25,1.14,1.02,5.25,1.01,1.21,17,1
9,proxy9,1.0,1.19,0.93,1.0,1.0,1.21,17,0
10,proxy10,0.45,1.32,1.06,0.45,1.0,0.79,11,0
11,proxy11,1.36,1.48,0.81,1.36,1.02,1.21,17,0
12,proxy12,0.77,0.92,1.09,0.77,1.0,0.86,12,0
13,proxy13,1.05,1.0,0.73,1.05,1.01,1.07,15,0
14,proxy14,0.77,1.03,0.86,0.77,1.0,0.86,12,0
15,proxy15,1.3,0.82,0.9,1.3,1.0,1.36,19,0
16,proxy16,5.97,1.07,0.99,5.97,1.01,1.21,17,1
17,proxy17,4.15,1.54,1.07,4.15,1.02,1.5,21,1
18,proxy18,0.78,0.88,1.0,0.78,0.99,0.86,12,0
19,proxy19,3.93,1.42,0.72,3.93,0.99,0.79,11,1
20,proxy20,5.3,1.19,0.62,5.3,1.02,1.36,19,1
