id,userIP,requestCount,avg_latency,requestPerMinute,connsCount,credit,belong
1,99.75.115.52,15,0.7210881911710729,5,3,1,5
2,51.244.241.38,45,0.13371269738078576,9,1,5,24
3,205.184.75.172,22,0.7300962672032846,3,1,3,27
4,68.1.69.72,4,0.573288068536361,2,5,4,22
5,12.95.203.85,7,0.6161811580895652,4,1,4,28
6,87.216.20.3,4,0.27768902629393544,7,5,1,26
7,58.205.29.164,2,0.789703228567554,8,4,4,5
8,151.194.236.86,27,0.3138059819284106,9,3,5,6
9,106.108.228.87,5,0.4553255921908972,2,5,4,7
10,149.43.131.200,40,0.33145259279366146,4,3,5,17
11,142.215.82.204,8,0.35006983380432133,7,3,2,20
12,50.251.247.38,0,0.3723591359935122,6,2,3,10
13,78.164.166.192,18,0.3544969046234364,2,5,2,8
14,133.244.196.97,3,0.326049757030624,3,5,2,6
15,101.81.125.130,49,0.12463137575124451,6,4,4,21
16,233.51.82.210,20,0.7059676177437256,8,5,2,7
17,25.134.124.126,17,0.9175646495816445,2,4,5,28
18,2.102.123.185,2,0.2938567015313571,10,1,1,3
19,52.211.237.131,18,0.14861491852556746,3,0,1,4
20,170.37.219.11,20,0.16682226290234903,8,4,4,29
21,243.216.37.51,41,0.41675733473477095,8,5,1,23
22,95.82.122.20,13,0.684774192662898,2,0,3,27
23,21.54.193.243,15,0.8560014626718222,3,1,4,25
24,236.5.113.58,42,0.9652308434549711,5,1,1,30
25,211.88.24.213,48,0.9446876926303315,2,1,4,22
26,126.36.101.17,11,0.8612593414945933,6,5,5,3
27,4.150.114.64,28,0.6529663504792195,8,3,2,9
28,242.90.73.17,19,0.7500460070660605,3,1,1,18
29,135.133.53.253,16,0.9315839569699619,10,5,5,12
30,156.115.21.136,35,0.33826441777149857,7,4,4,21
31,217.36.35.121,29,0.8237091315372889,1,1,3,12
32,67.91.136.16,33,0.789100296536724,9,2,2,10
33,110.118.10.248,49,0.4490805252061981,1,0,2,7
34,78.47.152.174,30,0.20983649391986964,2,0,5,6
35,42.237.29.184,49,0.47718422237421565,9,2,1,1
36,226.100.151.70,15,0.23144679105838253,5,4,3,4
37,20.188.243.176,4,0.7402318086986375,5,3,4,9
38,62.32.78.175,0,0.4479700484793987,2,3,2,27
39,5.151.248.196,21,0.4072542385439333,8,1,3,12
40,71.170.99.10,16,0.7113316172424181,1,0,1,19
41,241.158.35.184,2,0.8769531699417038,2,2,2,1
42,93.249.232.124,16,0.182540464273153,9,2,2,7
43,111.218.135.225,46,0.6521678993223521,8,3,4,3
44,32.224.115.90,38,0.19806028281891902,6,2,4,7
45,255.229.42.86,29,0.7265162653352641,1,1,3,12
46,226.91.183.147,47,0.7154713853783222,9,3,5,27
47,208.141.23.19,35,0.8912398839839712,5,1,5,29
48,123.61.71.164,42,0.8087891758939388,4,5,1,19
49,56.7.112.97,26,0.8132321517054877,1,5,5,19
50,83.231.45.40,12,0.21990711683838715,6,4,1,28
51,226.70.163.129,41,0.9482288448072009,6,0,3,11
52,120.78.254.234,34,0.7298688560201723,6,4,5,14
