id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.92,1.31,1.04,0.92,0.99,0.69,9,0
2,proxy2,1.33,1.04,0.85,1.33,1.0,1.38,18,0
3,proxy3,0.66,0.92,0.58,0.66,0.99,0.62,8,0
4,proxy4,0.9,1.06,0.85,0.9,1.0,1.0,13,0
5,proxy5,0.85,0.97,0.98,0.85,0.99,0.85,11,0
6,proxy6,1.64,0.91,1.04,1.64,1.02,1.46,19,0
7,proxy7,1.69,1.46,1.07,1.69,1.01,1.54,20,0
8,proxy8,1.33,1.26,0.73,1.33,1.01,1.08,14,0
9,proxy9,22.28,1.08,2.72,212.16,5.46,1.0,13,1
10,proxy10,0.95,1.02,0.62,0.95,0.98,0.85,11,0
11,proxy11,1.05,1.22,0.81,1.05,1.01,1.0,13,0
12,proxy12,1.07,0.96,1.04,1.07,1.01,1.08,14,0
13,proxy13,0.91,0.98,1.12,0.91,0.99,1.0,13,0
14,proxy14,1.12,0.88,1.02,1.12,1.0,0.92,12,0
15,proxy15,0.95,0.93,1.13,0.95,1.0,0.92,12,0
