id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.72,1.29,1.23,0.73,1.0,0.86,12,0
2,proxy2,0.57,1.27,0.7,0.57,0.99,0.64,9,0
3,proxy3,1.32,1.29,0.86,1.34,1.01,1.29,18,0
4,proxy4,13.31,0.87,7.17,0.75,10.24,2.21,11,0
5,proxy5,1.35,1.16,1.18,1.37,1.02,1.21,17,0
6,proxy6,11.46,0.97,6.69,1.37,9.39,2.86,20,0
7,proxy7,0.69,0.97,1.16,0.7,0.99,0.64,9,0
8,proxy8,1.02,0.86,1.0,1.04,0.99,0.93,13,0
9,proxy9,26.27,1.26,8.47,179.18,11.01,2.57,16,1
10,proxy10,0.99,0.84,0.8,1.0,1.0,0.79,11,0
11,proxy11,40.32,0.73,5.97,353.6,8.98,1.5,21,1
12,proxy12,1.21,0.82,1.06,1.22,1.0,0.93,13,0
13,proxy13,0.89,1.02,0.71,0.9,1.01,0.93,13,0
14,proxy14,1.0,1.18,1.0,1.01,1.0,1.0,14,0
15,proxy15,20.71,1.02,4.13,142.07,4.69,0.64,9,1
16,proxy16,1.32,0.88,0.76,1.34,1.02,1.36,19,0
17,proxy17,1.27,0.92,1.25,1.29,1.0,1.21,17,0
18,proxy18,18.84,1.22,3.33,220.02,4.85,1.14,16,1
19,proxy19,42.87,1.04,6.3,400.15,8.04,1.0,14,1
20,proxy20,0.77,1.03,0.88,0.78,1.0,1.0,14,0
21,proxy21,0.72,0.9,1.17,0.73,1.0,1.0,14,0
22,proxy22,0.9,0.9,1.2,0.91,1.0,0.93,13,0
23,proxy23,18.66,0.89,3.23,141.72,5.19,0.71,10,1
24,proxy24,27.42,0.71,8.04,184.43,12.59,2.43,14,1
25,proxy25,0.89,1.13,1.15,0.9,1.0,1.07,15,0
26,proxy26,0.97,0.68,0.77,0.98,1.01,1.14,16,0
27,proxy27,0.99,1.19,0.89,1.0,1.01,1.29,18,0
28,proxy28,1.17,1.02,0.82,1.19,0.99,0.93,13,0
29,proxy29,12.52,1.0,4.95,0.78,10.45,2.43,14,0
30,proxy30,1.54,1.15,0.74,1.56,1.02,1.43,20,0
31,proxy31,1.18,1.13,1.01,1.19,1.0,0.93,13,0
32,proxy32,0.57,0.74,0.91,0.58,0.99,0.71,10,0
33,proxy33,1.01,0.91,1.14,1.02,1.0,1.0,14,0
34,proxy34,0.69,1.06,0.84,0.7,0.99,1.0,14,0
35,proxy35,19.92,0.76,3.49,183.55,4.66,1.14,16,1
