id,userIP,requestCount,avg_latency,requestPerMinute,connsCount,credit,belong
1,177.245.55.254,31,0.9646367083007942,6,2,1,20
2,190.142.3.38,47,0.7872566250590195,3,2,3,10
3,210.226.7.15,22,0.8481476710238318,6,4,1,8
4,208.254.169.195,49,0.8203117554569965,9,4,3,4
5,225.104.252.237,29,0.1367308566700724,6,3,2,12
6,30.140.237.102,11,0.5845406319704046,9,2,3,17
7,118.203.5.255,36,0.6034955026962757,2,1,4,10
8,192.218.25.68,9,0.1468575495340466,2,1,5,14
9,57.216.185.118,13,0.697177745991684,5,0,3,6
10,7.137.110.243,48,0.13783634368537495,3,1,5,4
11,86.23.248.190,6,0.7284865326456638,5,5,2,4
12,27.154.86.29,6,0.7072542973145064,5,0,4,17
13,126.164.46.53,9,0.7173139692103491,6,2,2,4
14,18.142.12.174,30,0.5487063206543725,4,5,5,2
15,20.152.198.10,7,0.467169761621941,3,5,2,13
16,51.133.77.135,38,1.3077973458003387,7,7,0,12
17,40.27.206.70,15,0.2529549960599134,6,3,2,17
18,119.160.227.152,6,0.6058936713905962,4,3,1,18
19,184.94.40.229,17,0.7071885027043532,1,2,4,16
20,242.155.22.233,43,0.7101731049041822,3,3,5,6
21,214.69.169.2,1,0.21689777861355475,3,2,4,10
22,180.134.100.46,23,0.6454141806356422,4,4,2,10
23,8.166.44.161,4,0.3354995230963353,4,4,5,19
24,144.236.187.20,20,0.21803915634301085,6,0,4,9
25,151.71.183.157,24,0.18340716747710845,5,5,5,14
26,194.177.191.75,20,0.3627088124742618,7,3,2,11
27,106.169.133.58,28,0.502101195305147,7,3,5,15
28,179.224.16.135,11,0.34647364854228035,6,2,4,3
29,222.117.183.253,21,0.7444287441273715,6,1,2,8
30,185.69.103.215,23,0.44863456239502764,9,0,4,19
31,111.180.50.86,7,0.14315368642915904,4,1,1,14
32,209.64.155.117,32,0.28570335918271483,4,4,2,16
33,205.32.171.123,43,0.9930176454382871,4,4,1,4
34,130.226.125.99,35,0.824267358048893,6,1,2,2
35,225.147.219.252,19,0.3522387507475021,6,5,3,15
36,251.181.65.101,18,0.6579055839785156,2,5,3,4
37,91.142.15.115,0,0.3313815413810314,9,5,4,16
38,223.139.62.113,0,0.12195155330690911,8,5,4,6
39,46.203.26.25,1,0.1999558963169853,3,5,2,18
40,100.84.193.221,13,0.20859790766690067,9,2,2,20
41,236.149.64.117,50,0.47023134546454515,1,0,1,2
42,131.185.159.44,41,0.5465091680457143,8,1,1,18
43,209.165.137.131,30,0.21275548035702851,2,4,3,2
44,253.10.141.182,42,0.29012525769291164,1,5,4,19
45,9.76.185.189,38,0.5849912982571877,4,3,1,11
46,109.245.18.72,16,0.9808216485027383,8,1,5,4
47,193.40.215.163,12,0.6759137221333636,4,1,4,6
48,238.111.138.92,24,0.20105888361799457,10,2,2,18
49,202.145.133.28,25,0.42420539071828456,5,5,5,1
50,87.145.142.180,47,0.8237464238294254,10,3,3,4
51,193.195.40.32,3,0.11349222602277026,2,3,2,7
52,118.39.220.80,46,0.9943720996330759,7,1,3,6
53,168.127.14.225,7,0.376974495161578,9,5,1,20
54,74.85.50.69,31,0.560013523384028,2,3,1,18
55,63.101.31.129,40,0.6479202984283364,1,3,1,19
56,77.77.135.57,5,0.2031188078633484,10,1,2,8
57,6.132.63.167,45,0.8006181096316494,7,3,4,13
58,95.225.186.103,0,0.9244085449211679,3,3,4,18
59,59.200.154.54,43,0.5192546116730136,10,4,5,20
60,147.212.227.107,1930,1.7516345923745105,141,0,29,16
61,234.173.12.79,29,0.9424283981575053,3,2,2,15
62,166.140.51.200,6,0.926921304955505,5,2,3,7
63,25.61.133.9,42,0.7558391672911672,1,3,4,1
64,105.164.21.158,28,0.8135565788208503,9,2,1,3
65,152.228.240.168,45,0.5805313954714411,4,5,3,1
66,141.8.12.109,34,0.3216786830381012,6,1,2,17
67,120.101.54.114,21,0.37515933532703627,6,1,5,5
68,190.157.40.29,12,0.10407946448580317,10,0,2,18
69,32.97.237.195,30,0.38617469463301846,3,0,1,5
70,129.158.226.91,32,0.49457255246035303,7,1,2,5
