id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.06,1.39,0.9,1.06,0.99,0.79,11,0
2,proxy2,7.43,1.07,1.12,7.43,1.02,1.57,22,1
3,proxy3,0.96,1.31,1.13,0.96,1.0,0.86,12,0
4,proxy4,1.33,0.9,0.9,1.33,1.01,1.14,16,0
5,proxy5,2.15,0.97,0.89,2.15,1.03,1.79,25,0
6,proxy6,0.68,1.0,1.0,0.68,0.99,0.57,8,0
7,proxy7,4.72,1.04,1.01,4.72,1.0,1.07,15,1
8,proxy8,0.97,1.41,1.02,0.97,0.99,0.86,12,0
9,proxy9,5.7,1.19,1.19,5.7,1.01,1.0,14,1
10,proxy10,0.94,1.05,0.67,0.94,1.0,1.0,14,0
11,proxy11,6.78,0.9,1.07,6.78,0.99,0.86,12,1
12,proxy12,4.92,0.85,0.81,4.92,0.99,1.07,15,1
13,proxy13,0.99,1.34,1.08,0.99,1.0,1.0,14,0
14,proxy14,6.16,0.89,1.28,6.16,1.01,1.29,18,1
15,proxy15,1.0,1.31,0.96,1.0,0.99,0.86,12,0
16,proxy16,6.52,1.03,0.86,6.52,1.0,1.07,15,1
17,proxy17,1.67,0.83,1.05,1.67,1.01,1.07,15,0
18,proxy18,1.21,0.92,1.23,1.21,1.01,1.21,17,0
19,proxy19,1.43,0.99,0.8,1.43,1.01,1.43,20,0
20,proxy20,1.0,0.95,1.05,1.0,1.0,0.93,13,0
