id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.87,0.68,0.53,1.08,0.4,0.69,34,0
2,proxy2,0.84,0.79,0.65,1.05,0.4,0.8,39,0
3,proxy3,1.84,1.0,1.85,1.18,1.98,1.45,31,0
4,proxy4,1.06,1.0,0.56,1.32,0.41,0.88,43,0
5,proxy5,0.73,1.0,0.69,0.9,0.39,0.69,34,0
6,proxy6,1.15,0.72,1.29,0.84,1.08,1.02,30,0
7,proxy7,0.95,1.25,1.09,0.79,1.14,1.0,29,0
8,proxy8,1.29,1.11,1.56,1.14,0.98,1.18,38,0
9,proxy9,0.8,0.77,0.76,0.71,1.19,0.94,26,0
10,proxy10,1.43,0.95,0.97,1.26,1.0,1.29,43,0
11,proxy11,1.0,1.01,1.39,0.95,0.94,1.08,33,0
12,proxy12,0.79,0.74,1.0,0.69,1.43,0.94,26,0
13,proxy13,1.27,1.18,1.43,1.0,1.12,1.04,31,0
14,proxy14,0.68,0.94,0.61,0.84,0.39,0.63,31,0
15,proxy15,1.6,1.22,1.82,1.11,1.73,1.47,32,0
