id,userIP,requestCount,avg_latency,requestPerMinute,connsCount,credit,belong
1,125.12.201.8,38,0.5899826177696973,6,1,2,3
2,13.124.92.253,22,0.7113176554369719,9,4,4,4
3,192.215.35.251,45,0.12895035660353682,1,4,3,4
4,15.227.191.80,26,0.4452246673146695,4,3,2,4
5,75.16.136.159,47,0.7691676395343263,2,5,1,4
6,150.210.46.182,0,0.7069789829530663,4,0,1,2
7,135.82.58.45,47,0.11318424936371782,7,1,5,1
8,177.33.8.94,24,0.8789845065076259,8,1,4,1
9,6.201.243.11,17,0.3157271747051292,7,1,2,4
10,175.251.84.215,1,0.6529978737780738,8,1,2,3
