id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.43,1.04,0.77,0.48,0.99,0.38,3,0
2,proxy2,0.8,0.71,1.17,0.9,1.0,0.75,6,0
3,proxy3,1.33,0.97,0.67,1.49,1.02,1.25,10,0
4,proxy4,0.76,0.86,0.87,0.85,1.0,1.0,8,0
5,proxy5,0.72,1.21,1.25,0.81,1.0,0.88,7,0
6,proxy6,0.79,1.02,1.01,0.88,1.0,1.0,8,0
7,proxy7,1.17,1.18,0.88,1.3,1.0,1.12,9,0
8,proxy8,1.24,0.95,1.23,1.39,1.0,1.12,9,0
9,proxy9,1.6,0.82,0.96,1.79,1.01,1.75,14,0
10,proxy10,0.89,1.27,0.8,0.99,1.0,0.88,7,0
11,proxy11,0.44,0.94,1.0,0.49,1.0,0.62,5,0
12,proxy12,0.76,0.87,1.02,0.85,1.0,0.88,7,0
13,proxy13,1.02,1.15,0.89,1.14,1.0,1.12,9,0
14,proxy14,0.76,0.94,0.92,0.85,1.0,1.0,8,0
15,proxy15,0.84,1.03,1.07,0.94,0.99,0.75,6,0
16,proxy16,0.87,1.15,1.2,0.98,1.0,1.12,9,0
17,proxy17,0.69,1.2,0.77,0.77,0.99,0.75,6,0
18,proxy18,0.67,1.08,1.1,0.75,1.0,1.0,8,0
19,proxy19,1.35,1.19,1.18,1.51,1.0,1.12,9,0
20,proxy20,23.2,1.31,5.59,1.27,9.8,3.5,8,0
21,proxy21,1.01,1.02,0.91,1.13,1.0,0.88,7,0
22,proxy22,16.59,1.03,4.76,1.93,6.9,4.25,14,0
23,proxy23,18.83,0.95,5.08,1.22,9.74,3.5,8,0
24,proxy24,0.49,1.3,0.71,0.55,0.99,0.5,4,0
25,proxy25,2.17,1.23,0.69,2.43,1.01,1.75,14,0
26,proxy26,1.2,0.82,1.01,1.35,1.0,1.0,8,0
27,proxy27,0.95,1.15,0.69,1.07,1.0,0.75,6,0
28,proxy28,19.29,1.19,6.45,1.73,8.13,3.88,11,0
29,proxy29,17.97,0.68,5.67,0.79,6.03,3.12,5,0
30,proxy30,0.99,1.08,1.24,1.1,1.01,1.0,8,0
31,proxy31,0.57,0.84,1.28,0.63,0.99,0.75,6,0
32,proxy32,1.88,0.95,1.31,2.1,1.02,1.5,12,0
