id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.28,1.06,1.49,0.94,1.31,1.04,29,0
2,proxy2,0.78,0.91,0.46,0.96,0.44,0.66,31,0
3,proxy3,1.47,0.74,2.97,1.0,2.31,1.45,28,0
4,proxy4,0.86,1.08,0.66,1.05,0.44,0.81,38,0
5,proxy5,1.0,1.0,0.46,1.22,0.45,0.83,39,0
6,proxy6,0.64,0.82,0.43,0.79,0.43,0.62,29,0
7,proxy7,1.6,1.14,1.53,1.54,1.49,1.43,47,0
8,proxy8,1.7,1.16,2.72,0.88,1.94,1.49,30,0
9,proxy9,0.86,0.73,1.11,0.73,1.0,1.0,27,0
10,proxy10,2.27,1.15,2.37,1.59,2.27,1.72,41,0
11,proxy11,0.91,0.99,0.73,1.12,0.43,0.68,32,0
12,proxy12,0.88,1.31,0.54,1.07,0.43,0.64,30,0
13,proxy13,1.54,0.85,2.08,0.97,2.22,1.51,31,0
14,proxy14,0.73,0.9,0.69,0.89,0.43,0.62,29,0
15,proxy15,1.19,1.1,1.0,1.14,1.47,1.26,39,0
