id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.05,0.69,0.92,1.13,1.0,1.29,9,0
2,proxy2,0.86,0.74,0.8,0.92,1.01,1.0,7,0
3,proxy3,1.0,0.91,1.05,1.07,1.0,1.43,10,0
4,proxy4,0.73,1.21,1.19,0.78,1.0,1.0,7,0
5,proxy5,0.48,0.96,0.92,0.51,1.0,0.71,5,0
6,proxy6,0.55,1.08,1.39,0.59,1.0,0.71,5,0
7,proxy7,1.02,1.09,0.91,1.1,1.0,0.86,6,0
8,proxy8,0.47,0.64,0.77,0.51,1.0,0.57,4,0
9,proxy9,1.13,0.84,0.77,1.21,1.01,1.43,10,0
10,proxy10,21.14,1.2,7.34,1.0,6.78,3.86,7,0
11,proxy11,0.58,1.21,0.89,0.62,1.0,0.71,5,0
12,proxy12,20.43,0.76,7.81,0.81,6.49,3.43,4,0
13,proxy13,1.29,1.21,1.24,1.39,1.02,1.43,10,0
14,proxy14,22.29,1.0,5.23,1.09,6.74,3.71,6,0
15,proxy15,0.97,1.08,1.0,1.05,1.0,0.71,5,0
