id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.54,0.91,1.0,0.54,0.97,0.52,11,0
2,proxy2,1.0,0.89,1.13,1.0,1.02,1.1,23,0
3,proxy3,0.81,1.04,0.83,0.81,1.0,0.9,19,0
4,proxy4,13.62,0.87,3.6,113.11,5.01,1.24,26,1
5,proxy5,0.96,1.04,0.82,0.96,0.99,1.0,21,0
6,proxy6,1.2,1.1,1.21,1.2,0.99,1.0,21,0
7,proxy7,11.0,0.98,3.75,98.94,5.34,0.76,16,1
8,proxy8,1.3,0.81,1.12,1.3,1.01,1.19,25,0
9,proxy9,1.28,1.0,0.84,1.28,1.0,1.1,23,0
10,proxy10,11.54,1.16,3.75,105.72,5.45,0.71,15,1
