id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,0.33999999999999997,13.589220553357373,10.098061188491668,0.034,10.6,2,2,0
2,proxy2,4.830000000000001,24.28535595418002,27.951514857153033,0.483,14.8,17,17,0
3,proxy3,1.9100000000000001,26.299848088009615,16.403279584708475,0.191,12.0,8,8,0
4,proxy4,3.1100000000000003,10.741290922105659,27.640428391356302,0.31100000000000005,12.9,12,12,0
5,proxy5,3.4,28.610391204203896,22.81148751428011,0.3400000000000001,12.600000000000001,13,13,0
6,proxy6,1.7200000000000002,25.57783439519508,10.872206598847153,0.17200000000000001,12.1,7,7,0
7,proxy7,3.37,16.088332857206737,17.86500833031078,0.337,12.2,11,11,0
8,proxy8,3.3699999999999997,29.49726338563485,10.03947341989462,0.3370000000000001,12.0,12,12,0
9,proxy9,2.82,26.78552095997658,17.06591450095585,0.28200000000000003,12.8,9,9,0
10,proxy10,2.0,28.45714647602885,22.192046515488787,0.2,13.0,9,9,0
11,proxy11,2.74,16.908666252470983,13.763882770822375,0.274,13.0,9,9,0
12,proxy12,2.43,12.093076454898632,14.100005026253509,0.24300000000000005,11.6,11,11,0
13,proxy13,1.08,19.535930480045185,24.919746808550553,0.10800000000000001,11.7,5,5,0
14,proxy14,20.39,16.520759129593806,22.54736534923381,2.039,11.0,8,8,1
15,proxy15,2.64,16.837353196063702,22.397728228024906,0.264,13.5,10,10,0
16,proxy16,5.04,12.413111434554665,25.876488090624328,0.504,14.0,14,14,0
17,proxy17,3.6300000000000003,29.949872861791462,11.981266177678119,0.3630000000000001,15.0,18,18,0
18,proxy18,2.34,27.80933746477887,28.120431847120727,0.234,11.8,10,10,0
19,proxy19,1.74,26.452318497186507,17.866045099533306,0.17400000000000002,10.6,7,7,0
20,proxy20,1.82,17.85328037616144,27.067673736050725,0.18200000000000002,12.4,8,8,0
