id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.52,1.53,1.15,1.52,1.01,1.31,17,0
2,proxy2,1.02,0.87,1.02,1.02,1.01,1.23,16,0
3,proxy3,26.22,1.4,4.15,231.55,4.16,0.92,12,1
4,proxy4,1.63,1.04,0.98,1.63,1.02,1.54,20,0
5,proxy5,1.4,0.99,0.94,1.4,0.99,1.08,14,0
6,proxy6,0.42,1.01,1.06,0.42,0.99,0.77,10,0
7,proxy7,0.92,0.85,0.9,0.92,1.01,1.08,14,0
8,proxy8,0.98,1.41,0.92,0.98,1.0,0.85,11,0
9,proxy9,0.76,1.39,1.45,0.76,0.98,0.62,8,0
10,proxy10,0.84,1.42,1.5,0.84,0.99,0.77,10,0
11,proxy11,1.37,1.21,1.14,1.37,1.01,1.15,15,0
12,proxy12,0.94,0.98,1.35,0.94,0.99,0.92,12,0
13,proxy13,1.23,0.91,0.94,1.23,1.0,0.92,12,0
14,proxy14,0.9,0.8,0.87,0.9,0.98,0.77,10,0
15,proxy15,1.61,0.88,0.91,1.61,1.01,1.46,19,0
