id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,29.53,1.23,8.28,222.17,11.83,3.0,19,1
2,proxy2,0.7,1.13,1.22,0.72,0.99,0.62,8,0
3,proxy3,18.8,0.77,3.8,189.82,4.41,1.23,16,1
4,proxy4,23.3,0.85,3.25,152.69,4.19,0.85,11,1
5,proxy5,0.49,0.95,1.01,0.5,0.99,0.54,7,0
6,proxy6,0.9,0.74,0.75,0.93,1.0,0.92,12,0
7,proxy7,1.22,1.01,0.67,1.26,1.0,1.15,15,0
8,proxy8,1.13,0.86,0.89,1.16,1.01,1.31,17,0
9,proxy9,21.57,0.86,4.26,225.62,5.49,1.31,17,1
10,proxy10,1.4,1.21,0.81,1.44,1.02,1.46,19,0
11,proxy11,22.53,0.95,3.57,224.88,4.89,1.08,14,1
12,proxy12,1.35,1.0,0.65,1.39,1.02,1.46,19,0
13,proxy13,1.48,0.96,1.28,1.53,1.03,1.62,21,0
14,proxy14,1.0,1.21,0.94,1.03,1.01,0.92,12,0
15,proxy15,14.8,0.71,7.19,1.62,10.16,3.08,20,0
16,proxy16,1.04,0.8,1.02,1.07,1.0,0.92,12,0
17,proxy17,13.8,1.32,4.87,0.59,7.29,2.38,11,0
18,proxy18,37.21,0.72,11.23,208.95,16.07,3.85,10,1
19,proxy19,18.18,1.14,3.62,168.38,3.97,1.46,19,1
20,proxy20,0.84,1.18,1.23,0.87,0.99,0.92,12,0
21,proxy21,0.73,1.13,1.1,0.75,0.99,1.0,13,0
22,proxy22,23.1,1.15,4.04,153.91,5.5,1.0,13,1
23,proxy23,0.74,0.89,0.9,0.76,0.99,0.77,10,0
24,proxy24,15.5,0.89,3.2,183.42,4.61,0.77,10,1
25,proxy25,1.79,0.87,1.1,1.84,1.02,1.85,24,0
26,proxy26,0.55,1.03,1.05,0.57,0.99,0.85,11,0
27,proxy27,0.97,0.86,0.96,1.0,0.99,0.77,10,0
28,proxy28,1.49,1.02,1.2,1.53,1.0,1.54,20,0
29,proxy29,0.76,1.3,0.92,0.78,0.99,0.69,9,0
30,proxy30,0.97,1.32,1.04,1.0,1.0,1.0,13,0
31,proxy31,0.55,1.16,0.83,0.57,0.98,0.46,6,0
32,proxy32,1.57,0.98,1.0,1.62,1.0,1.46,19,0
33,proxy33,19.8,0.76,3.6,182.97,5.53,1.38,18,1
34,proxy34,0.91,0.73,0.66,0.94,1.0,1.23,16,0
35,proxy35,1.05,0.81,0.8,1.08,1.0,1.31,17,0
