id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.24,1.0,1.91,0.78,2.17,1.46,30,0
2,proxy2,0.79,0.88,1.48,0.76,1.0,0.98,27,0
3,proxy3,1.25,1.02,1.04,1.15,1.09,1.19,37,0
4,proxy4,1.07,0.69,1.49,1.19,1.33,1.29,42,0
5,proxy5,1.08,1.08,1.25,1.22,1.38,1.25,40,0
6,proxy6,0.73,0.98,0.64,1.0,0.37,0.69,33,0
7,proxy7,1.07,1.11,1.53,0.95,1.3,1.15,35,0
8,proxy8,0.8,0.76,0.98,0.68,0.92,1.0,28,0
9,proxy9,1.0,0.97,0.47,1.38,0.37,0.92,44,0
10,proxy10,0.8,1.03,0.57,1.1,0.37,0.69,33,0
11,proxy11,1.89,0.98,1.86,1.22,2.28,2.08,40,0
12,proxy12,0.73,1.18,0.36,1.01,0.36,0.56,27,0
13,proxy13,0.51,0.66,0.48,0.71,0.36,0.48,23,0
14,proxy14,0.58,1.0,0.37,0.8,0.37,0.62,30,0
15,proxy15,1.12,1.07,1.0,0.97,1.13,1.06,31,0
