Starting training...
Epoch 1/100, Train Loss: 0.2403, Validation Loss: 0.0737, Train Accuracy: 0.9833, Validation Accuracy: 0.9932
Epoch 2/100, Train Loss: 0.0656, Validation Loss: 0.0358, Train Accuracy: 0.9833, Validation Accuracy: 0.9932
Epoch 3/100, Train Loss: 0.0576, Validation Loss: 0.0368, Train Accuracy: 0.9833, Validation Accuracy: 0.9932
Epoch 4/100, Train Loss: 0.0526, Validation Loss: 0.0275, Train Accuracy: 0.9851, Validation Accuracy: 0.9932
Epoch 5/100, Train Loss: 0.0498, Validation Loss: 0.0267, Train Accuracy: 0.9851, Validation Accuracy: 0.9932
Epoch 6/100, Train Loss: 0.0453, Validation Loss: 0.0248, Train Accuracy: 0.9851, Validation Accuracy: 0.9932
Epoch 7/100, Train Loss: 0.0415, Validation Loss: 0.0221, Train Accuracy: 0.9851, Validation Accuracy: 0.9932
Epoch 8/100, Train Loss: 0.0376, Validation Loss: 0.0215, Train Accuracy: 0.9851, Validation Accuracy: 0.9932
Epoch 9/100, Train Loss: 0.0354, Validation Loss: 0.0241, Train Accuracy: 0.9851, Validation Accuracy: 0.9932
Epoch 10/100, Train Loss: 0.0332, Validation Loss: 0.0211, Train Accuracy: 0.9851, Validation Accuracy: 0.9932
Epoch 11/100, Train Loss: 0.0315, Validation Loss: 0.0172, Train Accuracy: 0.9851, Validation Accuracy: 0.9932
Epoch 12/100, Train Loss: 0.0250, Validation Loss: 0.0132, Train Accuracy: 0.9940, Validation Accuracy: 0.9944
Epoch 13/100, Train Loss: 0.0204, Validation Loss: 0.0105, Train Accuracy: 0.9851, Validation Accuracy: 0.9932
Epoch 14/100, Train Loss: 0.0164, Validation Loss: 0.0112, Train Accuracy: 0.9945, Validation Accuracy: 0.9966
Epoch 15/100, Train Loss: 0.0170, Validation Loss: 0.0108, Train Accuracy: 0.9951, Validation Accuracy: 0.9949
Epoch 16/100, Train Loss: 0.0153, Validation Loss: 0.0072, Train Accuracy: 0.9977, Validation Accuracy: 0.9985
Epoch 17/100, Train Loss: 0.0119, Validation Loss: 0.0053, Train Accuracy: 0.9951, Validation Accuracy: 0.9975
Epoch 18/100, Train Loss: 0.0096, Validation Loss: 0.0050, Train Accuracy: 0.9993, Validation Accuracy: 0.9997
Epoch 19/100, Train Loss: 0.0121, Validation Loss: 0.0086, Train Accuracy: 0.9948, Validation Accuracy: 0.9966
Epoch 20/100, Train Loss: 0.0127, Validation Loss: 0.0054, Train Accuracy: 0.9967, Validation Accuracy: 0.9978
Epoch 21/100, Train Loss: 0.0078, Validation Loss: 0.0044, Train Accuracy: 0.9967, Validation Accuracy: 0.9975
