id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,52.61989761725671,26.257324015912072,65.1612417951452,78.25353952638471,45.644394595197795,10,10,1
2,proxy2,1.31,22.04184056711837,20.503679837045073,0.131,10.9,4,4,0
3,proxy3,3.63,19.372360821724065,21.928134806106904,0.36300000000000004,13.7,15,15,0
4,proxy4,0.91,29.032656936364944,14.849980653182527,0.091,10.7,4,4,0
5,proxy5,73.46491100735999,25.425295894087157,68.04494821442773,63.53890826752281,50.24113120721128,6,6,1
6,proxy6,1.6400000000000001,28.067852059723375,10.928688372051363,0.164,12.6,8,8,0
7,proxy7,3.7800000000000002,27.518322938427843,10.162394227947695,0.378,12.600000000000001,14,14,0
8,proxy8,5.49,25.52183712682836,17.29439253110166,0.5490000000000002,16.3,20,20,0
9,proxy9,2.6799999999999997,21.789640500877937,14.0177525001701,0.268,13.100000000000001,12,12,0
10,proxy10,2.03,13.534553525299001,28.53593530992898,0.203,12.7,7,7,0
