id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.62,0.75,1.35,0.62,0.99,0.5,4,0
2,proxy2,1.37,1.34,0.91,1.37,1.01,1.12,9,0
3,proxy3,0.67,1.24,0.93,0.67,1.0,0.62,5,0
4,proxy4,0.18,1.23,1.41,0.18,0.99,0.38,3,0
5,proxy5,0.39,0.7,1.12,0.39,0.99,0.5,4,0
6,proxy6,1.6,1.23,0.72,1.6,1.01,1.5,12,0
7,proxy7,1.64,0.91,1.19,1.64,1.01,1.5,12,0
8,proxy8,1.06,1.0,1.34,1.06,1.0,0.88,7,0
9,proxy9,0.78,1.21,1.35,0.78,1.0,1.0,8,0
10,proxy10,1.42,1.2,1.15,1.42,1.01,1.38,11,0
11,proxy11,0.89,1.25,0.98,0.89,1.0,0.88,7,0
12,proxy12,0.77,0.76,1.18,0.77,1.0,0.75,6,0
13,proxy13,0.34,1.11,0.78,0.34,0.99,0.62,5,0
14,proxy14,0.74,0.88,1.08,0.74,1.0,0.88,7,0
15,proxy15,1.01,0.73,0.92,1.01,1.0,1.0,8,0
16,proxy16,0.91,1.22,0.71,0.91,1.0,0.75,6,0
17,proxy17,0.65,0.93,0.8,0.65,1.0,0.88,7,0
18,proxy18,1.27,0.95,0.86,1.27,1.0,1.38,11,0
19,proxy19,1.2,1.07,1.26,1.2,1.0,1.12,9,0
20,proxy20,0.54,0.84,0.93,0.54,0.98,0.38,3,0
21,proxy21,0.67,1.13,0.78,0.67,0.99,0.5,4,0
22,proxy22,1.06,1.06,1.01,1.06,1.0,1.0,8,0
23,proxy23,0.63,0.84,0.82,0.63,0.99,0.75,6,0
24,proxy24,1.03,1.0,1.05,1.03,1.0,0.88,7,0
25,proxy25,1.31,1.17,1.37,1.31,1.0,1.5,12,0
26,proxy26,0.86,1.13,0.83,0.86,1.0,1.12,9,0
27,proxy27,0.91,1.23,0.99,0.91,1.0,0.88,7,0
28,proxy28,1.22,0.71,0.74,1.22,1.0,1.0,8,0
29,proxy29,1.16,1.08,0.81,1.16,1.01,1.0,8,0
30,proxy30,1.25,0.9,1.31,1.25,0.99,1.0,8,0
31,proxy31,0.92,1.16,0.94,0.92,1.01,1.38,11,0
32,proxy32,2.08,1.34,1.4,2.08,1.02,1.75,14,0
33,proxy33,0.9,0.68,1.28,0.9,0.99,0.88,7,0
34,proxy34,1.01,0.82,0.83,1.01,1.0,1.0,8,0
35,proxy35,0.81,0.91,1.33,0.81,1.01,1.38,11,0
36,proxy36,1.29,1.13,0.87,1.29,1.0,1.25,10,0
37,proxy37,0.67,1.01,0.86,0.67,1.0,0.62,5,0
38,proxy38,1.37,1.23,0.94,1.37,1.02,1.75,14,0
39,proxy39,1.36,0.98,1.32,1.36,1.0,1.25,10,0
40,proxy40,0.86,1.29,1.03,0.86,0.99,0.75,6,0
41,proxy41,1.01,0.9,1.13,1.01,1.0,1.25,10,0
42,proxy42,0.53,1.1,1.05,0.53,0.99,0.5,4,0
43,proxy43,0.36,1.0,0.87,0.36,0.99,0.62,5,0
44,proxy44,1.17,1.0,0.92,1.17,1.0,1.12,9,0
45,proxy45,0.78,0.91,0.77,0.78,1.0,0.62,5,0
46,proxy46,1.21,1.12,1.06,1.21,1.01,1.12,9,0
47,proxy47,1.03,0.77,0.71,1.03,0.99,0.88,7,0
48,proxy48,1.54,1.18,1.32,1.54,0.99,1.0,8,0
49,proxy49,1.58,1.27,0.85,1.58,1.01,1.38,11,0
50,proxy50,0.84,0.95,0.92,0.84,1.0,0.88,7,0
51,proxy51,1.16,0.76,1.17,1.16,0.99,0.88,7,0
52,proxy52,1.43,0.84,0.97,1.43,1.01,1.25,10,0
53,proxy53,0.33,1.3,1.33,0.33,0.99,0.5,4,0
54,proxy54,1.37,1.17,0.76,1.37,1.0,1.12,9,0
55,proxy55,1.42,0.92,1.09,1.42,1.01,1.25,10,0
56,proxy56,0.63,0.75,0.81,0.63,1.0,0.75,6,0
57,proxy57,1.12,1.02,1.34,1.12,1.01,1.0,8,0
58,proxy58,0.88,1.31,0.93,0.88,1.0,0.88,7,0
59,proxy59,1.25,1.25,0.98,1.25,1.0,0.88,7,0
