id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.55,1.01,0.96,0.82,0.52,0.49,15,0
2,proxy2,1.89,1.26,1.99,1.25,2.23,2.0,21,0
3,proxy3,1.2,1.15,1.18,1.13,1.76,1.38,22,0
4,proxy4,0.74,0.79,0.82,1.11,0.52,0.66,20,0
5,proxy5,0.54,0.99,0.66,0.81,0.52,0.66,20,0
6,proxy6,0.5,0.98,0.53,0.75,0.52,0.46,14,0
7,proxy7,1.1,0.75,2.05,0.92,1.48,1.28,19,0
8,proxy8,1.01,1.19,0.94,1.5,0.52,0.75,23,0
9,proxy9,0.99,0.97,1.04,0.82,1.84,1.25,18,0
10,proxy10,1.28,1.18,1.54,1.08,1.65,1.57,28,0
