id,normal,direct,slow,steal
165.80.194.130,1,0,0,0
97.23.194.103,1,0,0,0
76.205.41.208,1,0,0,0
229.85.15.156,1,0,0,0
205.45.46.152,1,0,0,0
68.100.87.222,1,0,0,0
170.17.35.103,1,0,0,0
44.58.250.48,1,0,0,0
234.8.168.138,1,0,0,0
229.18.233.105,1,0,0,0
131.56.59.92,1,0,0,0
85.223.91.251,1,0,0,0
16.190.183.196,0,0,1,0
47.247.185.42,1,0,0,0
197.6.131.236,1,0,0,0
170.111.168.101,1,0,0,0
5.6.235.92,1,0,0,0
7.117.61.213,1,0,0,0
164.71.149.178,1,0,0,0
2.107.36.79,1,0,0,0
71.253.248.226,1,0,0,0
129.69.174.146,1,0,0,0
224.227.104.70,1,0,0,0
29.36.223.186,1,0,0,0
57.242.31.40,1,0,0,0
6.153.18.251,1,0,0,0
40.184.7.74,1,0,0,0
246.130.163.202,1,0,0,0
153.254.65.122,1,0,0,0
140.130.109.231,1,0,0,0
100.92.198.146,1,0,0,0
217.153.126.229,1,0,0,0
160.85.33.237,1,0,0,0
231.26.179.188,1,0,0,0
119.128.124.126,1,0,0,0
19.173.170.208,1,0,0,0
143.86.2.102,1,0,0,0
96.239.153.128,1,0,0,0
62.138.126.164,1,0,0,0
138.54.78.147,1,0,0,0
28.220.150.252,1,0,0,0
191.168.58.219,1,0,0,0
130.127.178.206,1,0,0,0
165.220.242.46,1,0,0,0
186.84.64.149,1,0,0,0
66.194.230.205,1,0,0,0
68.71.242.91,1,0,0,0
54.195.214.89,1,0,0,0
177.59.21.89,1,0,0,0
198.127.190.125,1,0,0,0
121.217.84.61,1,0,0,0
245.26.104.232,1,0,0,0
183.62.234.133,1,0,0,0
156.104.131.128,1,0,0,0
192.250.118.226,1,0,0,0
27.221.83.88,1,0,0,0
217.77.165.101,1,0,0,0
102.37.227.53,1,0,0,0
227.92.149.194,1,0,0,0
178.147.60.75,1,0,0,0
124.95.50.253,1,0,0,0
141.7.54.255,1,0,0,0
126.75.48.133,1,0,0,0
222.158.46.209,1,0,0,0
254.12.225.190,1,0,0,0
169.97.77.47,1,0,0,0
208.149.55.121,1,0,0,0
109.170.127.243,1,0,0,0
142.100.43.159,1,0,0,0
166.147.170.7,1,0,0,0
157.51.71.244,1,0,0,0
36.121.144.2,1,0,0,0
139.164.143.8,1,0,0,0
79.108.1.165,1,0,0,0
178.5.50.246,1,0,0,0
196.74.102.93,1,0,0,0
154.9.82.13,1,0,0,0
20.74.2.94,1,0,0,0
101.144.67.86,1,0,0,0
30.21.9.66,1,0,0,0
6.151.157.103,1,0,0,0
150.133.146.69,1,0,0,0
48.161.71.58,1,0,0,0
98.229.186.186,1,0,0,0
244.47.29.152,1,0,0,0
66.85.142.236,1,0,0,0
183.70.10.243,1,0,0,0
243.146.152.58,1,0,0,0
53.3.65.219,1,0,0,0
147.94.142.226,1,0,0,0
204.135.210.107,1,0,0,0
241.229.60.32,1,0,0,0
166.99.199.225,1,0,0,0
122.39.132.184,1,0,0,0
201.131.89.177,1,0,0,0
114.70.160.237,1,0,0,0
220.141.16.197,1,0,0,0
172.172.104.136,1,0,0,0
127.53.244.159,1,0,0,0
253.105.182.156,1,0,0,0
126.101.202.5,1,0,0,0
29.181.249.232,1,0,0,0
77.227.86.180,1,0,0,0
242.218.160.12,1,0,0,0
195.60.146.154,1,0,0,0
198.161.177.40,1,0,0,0
28.187.190.173,1,0,0,0
17.181.27.41,1,0,0,0
190.247.238.208,1,0,0,0
229.51.155.228,1,0,0,0
226.30.19.218,1,0,0,0
42.198.134.232,1,0,0,0
234.170.253.212,1,0,0,0
157.188.152.50,1,0,0,0
253.237.197.43,1,0,0,0
69.131.123.74,1,0,0,0
182.190.54.241,1,0,0,0
123.194.48.185,1,0,0,0
148.144.54.144,1,0,0,0
150.255.183.221,1,0,0,0
2.157.100.74,1,0,0,0
121.230.182.226,1,0,0,0
193.165.196.27,1,0,0,0
12.139.73.35,1,0,0,0
34.169.175.149,1,0,0,0
199.59.148.179,1,0,0,0
17.200.155.117,1,0,0,0
142.162.240.217,1,0,0,0
177.251.96.193,1,0,0,0
44.207.142.249,1,0,0,0
174.171.155.242,1,0,0,0
62.125.202.153,1,0,0,0
212.106.146.76,1,0,0,0
87.79.76.182,1,0,0,0
179.242.72.72,1,0,0,0
224.93.145.186,1,0,0,0
170.91.93.202,1,0,0,0
213.16.66.79,1,0,0,0
186.87.212.69,1,0,0,0
188.70.251.145,1,0,0,0
66.90.125.113,1,0,0,0
143.120.146.141,1,0,0,0
17.112.135.106,1,0,0,0
105.83.146.107,1,0,0,0
143.116.208.135,1,0,0,0
164.161.146.97,1,0,0,0
142.127.181.67,1,0,0,0
247.250.76.151,1,0,0,0
250.75.122.17,1,0,0,0
148.139.4.120,1,0,0,0
210.134.85.234,1,0,0,0
148.52.110.139,1,0,0,0
209.101.228.253,1,0,0,0
251.203.183.199,1,0,0,0
53.122.176.254,1,0,0,0
37.224.8.214,1,0,0,0
94.117.184.61,1,0,0,0
75.47.44.33,1,0,0,0
112.210.239.46,1,0,0,0
45.158.175.102,1,0,0,0
254.213.230.190,1,0,0,0
26.141.81.92,1,0,0,0
198.149.232.174,1,0,0,0
88.247.118.58,1,0,0,0
172.214.62.101,1,0,0,0
91.105.24.161,1,0,0,0
44.39.165.153,1,0,0,0
18.224.159.12,1,0,0,0
219.54.96.32,1,0,0,0
2.57.82.36,1,0,0,0
45.109.134.249,1,0,0,0
134.112.54.34,1,0,0,0
101.231.226.238,1,0,0,0
66.127.129.27,1,0,0,0
168.37.238.228,1,0,0,0
253.4.215.94,1,0,0,0
81.95.2.211,1,0,0,0
144.69.107.42,1,0,0,0
96.230.213.238,1,0,0,0
194.80.147.225,1,0,0,0
82.192.127.127,0,0,1,0
78.76.20.182,1,0,0,0
252.197.115.180,1,0,0,0
94.10.68.252,1,0,0,0
125.3.49.202,1,0,0,0
55.149.185.67,1,0,0,0
10.226.127.6,1,0,0,0
181.8.139.179,1,0,0,0
98.69.205.150,1,0,0,0
168.246.194.192,0,0,1,0
54.23.236.211,1,0,0,0
151.54.199.6,1,0,0,0
216.63.153.112,0,0,1,0
210.147.229.163,1,0,0,0
142.102.254.5,1,0,0,0
116.127.181.86,1,0,0,0
157.187.140.167,1,0,0,0
66.251.39.92,1,0,0,0
8.61.139.236,1,0,0,0
151.181.33.94,1,0,0,0
230.134.105.105,1,0,0,0
14.23.35.120,1,0,0,0
77.78.27.18,1,0,0,0
252.240.106.251,1,0,0,0
208.243.47.56,0,0,1,0
116.106.242.231,1,0,0,0
209.12.217.215,1,0,0,0
92.45.120.122,1,0,0,0
77.130.225.21,1,0,0,0
52.196.49.30,1,0,0,0
173.76.28.22,1,0,0,0
201.178.190.139,1,0,0,0
19.117.254.117,1,0,0,0
180.37.10.201,1,0,0,0
206.143.80.247,1,0,0,0
110.97.152.35,1,0,0,0
64.62.208.82,1,0,0,0
21.239.239.155,1,0,0,0
8.128.232.27,1,0,0,0
207.183.76.203,1,0,0,0
91.189.3.173,1,0,0,0
167.39.73.81,1,0,0,0
245.154.141.245,1,0,0,0
206.87.7.84,1,0,0,0
45.46.234.15,1,0,0,0
79.168.161.21,1,0,0,0
38.163.71.38,1,0,0,0
48.80.79.161,1,0,0,0
78.168.190.50,1,0,0,0
227.92.210.231,1,0,0,0
209.178.185.254,1,0,0,0
229.180.255.36,1,0,0,0
129.66.228.242,1,0,0,0
124.4.16.171,0,0,1,0
77.43.155.99,1,0,0,0
239.81.72.4,1,0,0,0
145.24.4.35,1,0,0,0
76.38.34.73,1,0,0,0
163.26.100.158,1,0,0,0
82.215.165.240,1,0,0,0
107.219.165.248,1,0,0,0
20.245.16.118,1,0,0,0
206.52.140.135,1,0,0,0
75.189.85.142,1,0,0,0
40.202.114.30,1,0,0,0
139.64.17.92,1,0,0,0
30.245.117.36,1,0,0,0
131.1.152.87,1,0,0,0
36.48.5.132,1,0,0,0
57.81.192.246,1,0,0,0
68.138.69.33,1,0,0,0
60.122.211.32,1,0,0,0
18.123.161.114,1,0,0,0
111.30.237.47,1,0,0,0
101.77.197.224,1,0,0,0
173.203.113.225,1,0,0,0
113.16.89.163,1,0,0,0
162.152.197.59,1,0,0,0
111.20.174.76,1,0,0,0
8.250.31.231,1,0,0,0
53.183.227.206,1,0,0,0
227.174.5.23,1,0,0,0
75.55.163.75,1,0,0,0
118.121.133.201,1,0,0,0
252.159.174.179,1,0,0,0
5.51.49.233,1,0,0,0
219.125.199.33,1,0,0,0
24.44.72.22,1,0,0,0
74.4.84.247,1,0,0,0
20.24.168.86,1,0,0,0
50.6.76.241,1,0,0,0
18.104.231.125,1,0,0,0
174.105.55.27,1,0,0,0
20.240.232.167,1,0,0,0
51.54.92.243,1,0,0,0
146.1.63.40,1,0,0,0
84.240.98.127,1,0,0,0
155.175.118.16,1,0,0,0
122.106.35.29,1,0,0,0
241.243.103.9,1,0,0,0
241.37.171.70,1,0,0,0
23.117.97.94,1,0,0,0
175.149.214.19,1,0,0,0
137.66.250.155,1,0,0,0
215.65.213.225,1,0,0,0
79.154.96.19,1,0,0,0
160.107.74.1,0,0,1,0
135.30.61.214,1,0,0,0
22.25.95.106,1,0,0,0
65.44.44.136,1,0,0,0
3.37.148.57,1,0,0,0
200.40.108.161,1,0,0,0
184.23.190.26,1,0,0,0
211.65.18.81,1,0,0,0
39.116.32.91,1,0,0,0
51.32.117.84,1,0,0,0
228.180.49.44,1,0,0,0
161.165.92.96,1,0,0,0
164.64.114.35,1,0,0,0
36.236.54.70,1,0,0,0
47.211.8.52,1,0,0,0
47.224.149.101,1,0,0,0
137.209.116.194,1,0,0,0
213.94.207.25,1,0,0,0
7.95.176.240,1,0,0,0
15.1.20.185,1,0,0,0
24.69.27.229,1,0,0,0
23.124.201.98,1,0,0,0
164.200.43.156,1,0,0,0
31.182.236.89,1,0,0,0
12.239.238.132,1,0,0,0
241.185.82.98,1,0,0,0
20.24.205.104,1,0,0,0
33.55.117.14,1,0,0,0
136.169.232.69,1,0,0,0
79.201.222.48,1,0,0,0
33.182.48.128,1,0,0,0
82.16.134.64,1,0,0,0
57.30.202.217,1,0,0,0
251.112.13.41,1,0,0,0
242.162.237.92,1,0,0,0
77.129.228.163,1,0,0,0
85.104.165.106,1,0,0,0
73.88.101.237,0,0,1,0
110.90.173.8,1,0,0,0
154.103.89.65,1,0,0,0
147.33.17.40,1,0,0,0
255.28.189.138,1,0,0,0
56.69.57.233,0,0,1,0
81.54.127.37,1,0,0,0
230.79.186.128,1,0,0,0
42.181.121.1,1,0,0,0
107.220.213.54,1,0,0,0
107.79.91.254,1,0,0,0
76.99.203.254,1,0,0,0
69.35.155.180,1,0,0,0
188.248.118.138,1,0,0,0
97.167.101.169,1,0,0,0
166.110.132.236,1,0,0,0
178.135.121.144,1,0,0,0
244.41.122.44,1,0,0,0
75.140.62.113,1,0,0,0
142.196.144.190,1,0,0,0
133.6.157.98,1,0,0,0
239.232.118.94,1,0,0,0
120.72.85.49,1,0,0,0
14.216.241.25,1,0,0,0
221.222.13.244,1,0,0,0
24.17.242.222,1,0,0,0
16.161.137.47,1,0,0,0
181.233.66.76,1,0,0,0
227.143.102.88,1,0,0,0
242.20.118.127,1,0,0,0
98.92.109.211,1,0,0,0
175.160.115.60,1,0,0,0
26.9.185.197,1,0,0,0
200.93.115.182,1,0,0,0
175.227.122.221,1,0,0,0
111.186.206.23,1,0,0,0
190.195.77.240,1,0,0,0
219.84.70.156,1,0,0,0
3.193.70.86,1,0,0,0
243.133.89.177,1,0,0,0
127.2.119.228,1,0,0,0
27.149.71.103,1,0,0,0
120.101.99.32,1,0,0,0
108.214.238.48,1,0,0,0
36.4.199.191,1,0,0,0
116.7.232.184,1,0,0,0
158.94.5.175,1,0,0,0
198.43.210.68,1,0,0,0
70.173.211.59,1,0,0,0
198.193.185.230,1,0,0,0
59.50.26.31,1,0,0,0
82.68.163.23,1,0,0,0
100.20.41.187,1,0,0,0
16.180.116.191,1,0,0,0
122.60.18.204,1,0,0,0
81.192.73.170,1,0,0,0
81.10.167.23,1,0,0,0
140.69.246.82,1,0,0,0
107.215.125.51,1,0,0,0
144.249.84.215,1,0,0,0
50.55.63.24,1,0,0,0
102.165.215.23,1,0,0,0
101.148.87.40,1,0,0,0
144.138.177.205,1,0,0,0
18.227.238.92,1,0,0,0
217.51.239.17,1,0,0,0
68.57.176.65,1,0,0,0
124.222.202.78,1,0,0,0
190.33.166.144,0,0,1,0
170.217.36.136,1,0,0,0
207.19.250.177,1,0,0,0
171.188.142.3,1,0,0,0
42.226.98.123,1,0,0,0
53.120.204.81,1,0,0,0
103.105.122.30,1,0,0,0
105.221.201.37,1,0,0,0
131.145.24.105,1,0,0,0
247.203.138.186,1,0,0,0
172.223.53.158,1,0,0,0
2.248.24.210,1,0,0,0
214.237.233.178,1,0,0,0
229.192.74.241,1,0,0,0
235.195.233.164,1,0,0,0
53.130.247.47,1,0,0,0
19.100.31.142,1,0,0,0
108.15.167.71,1,0,0,0
205.212.196.255,1,0,0,0
15.251.94.131,1,0,0,0
107.7.142.254,1,0,0,0
6.198.163.250,1,0,0,0
195.57.6.95,1,0,0,0
185.30.83.184,1,0,0,0
145.13.9.129,1,0,0,0
182.30.67.254,1,0,0,0
109.58.113.179,0,0,1,0
26.224.108.142,1,0,0,0
37.128.241.121,1,0,0,0
151.12.26.151,1,0,0,0
57.60.17.86,1,0,0,0
234.80.114.171,1,0,0,0
98.208.40.89,1,0,0,0
191.70.106.215,1,0,0,0
2.234.133.245,1,0,0,0
94.222.167.116,1,0,0,0
41.1.87.142,1,0,0,0
172.37.237.160,1,0,0,0
223.7.185.182,1,0,0,0
12.155.209.132,1,0,0,0
148.8.205.131,1,0,0,0
104.210.38.232,1,0,0,0
194.57.86.127,1,0,0,0
167.137.104.214,1,0,0,0
189.120.110.105,1,0,0,0
181.163.252.111,1,0,0,0
30.83.236.136,1,0,0,0
144.87.124.30,1,0,0,0
127.215.25.34,1,0,0,0
180.26.121.203,1,0,0,0
37.209.5.178,1,0,0,0
217.25.102.84,1,0,0,0
50.128.7.94,1,0,0,0
62.214.226.126,1,0,0,0
245.138.74.54,1,0,0,0
171.233.223.93,1,0,0,0
84.204.86.188,1,0,0,0
152.13.134.19,1,0,0,0
135.157.19.137,1,0,0,0
55.161.235.47,1,0,0,0
185.230.162.51,1,0,0,0
56.125.76.251,1,0,0,0
119.38.154.130,1,0,0,0
77.234.6.242,1,0,0,0
22.143.21.88,1,0,0,0
58.81.135.154,1,0,0,0
84.68.59.22,1,0,0,0
152.152.110.47,1,0,0,0
78.118.59.150,1,0,0,0
253.182.49.236,1,0,0,0
25.151.135.16,1,0,0,0
227.10.121.141,1,0,0,0
52.103.248.63,1,0,0,0
151.150.250.106,1,0,0,0
173.216.239.248,1,0,0,0
162.250.86.180,1,0,0,0
29.144.185.227,1,0,0,0
33.65.174.78,1,0,0,0
71.111.207.100,1,0,0,0
91.25.32.178,1,0,0,0
101.202.232.231,1,0,0,0
220.59.29.228,1,0,0,0
242.134.140.216,1,0,0,0
166.65.153.124,1,0,0,0
159.114.183.120,1,0,0,0
130.145.86.178,1,0,0,0
213.73.41.35,1,0,0,0
118.242.252.198,1,0,0,0
99.141.87.244,1,0,0,0
244.21.145.151,1,0,0,0
55.26.52.106,1,0,0,0
158.114.235.204,1,0,0,0
36.26.87.83,1,0,0,0
160.201.220.63,1,0,0,0
18.81.196.195,1,0,0,0
28.143.93.19,1,0,0,0
5.106.165.78,1,0,0,0
22.46.90.145,1,0,0,0
147.81.118.140,1,0,0,0
229.66.69.186,1,0,0,0
36.17.196.43,1,0,0,0
217.226.71.127,1,0,0,0
251.112.223.74,1,0,0,0
34.64.152.80,1,0,0,0
222.93.49.227,1,0,0,0
139.107.56.255,1,0,0,0
183.245.45.37,1,0,0,0
39.162.3.202,1,0,0,0
127.175.45.30,1,0,0,0
171.229.247.101,1,0,0,0
181.21.198.106,1,0,0,0
229.51.186.39,1,0,0,0
175.138.118.39,1,0,0,0
92.133.215.120,1,0,0,0
67.174.72.46,1,0,0,0
95.210.229.180,1,0,0,0
