id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.82,0.98,0.76,0.97,0.99,0.87,34,0
2,proxy2,0.84,0.8,0.56,0.99,0.99,0.82,32,0
3,proxy3,0.79,1.23,1.01,0.94,0.99,0.79,31,0
4,proxy4,0.66,0.75,0.92,0.77,0.97,0.74,29,0
5,proxy5,1.0,1.0,0.98,1.18,1.0,1.0,39,0
6,proxy6,0.86,1.02,1.0,1.01,0.99,0.74,29,0
7,proxy7,1.02,0.83,0.52,1.2,1.0,1.03,40,0
8,proxy8,1.24,1.41,2.11,1.14,2.56,1.41,35,0
9,proxy9,0.79,0.97,0.96,0.93,0.99,0.79,31,0
10,proxy10,1.3,0.91,1.72,1.13,3.51,1.46,37,0
11,proxy11,1.9,0.78,2.6,1.11,5.38,2.08,41,0
12,proxy12,1.78,1.09,2.86,1.0,5.16,2.0,38,0
13,proxy13,2.54,1.03,3.89,1.25,8.19,2.95,35,0
14,proxy14,1.08,1.33,3.21,0.73,5.57,1.67,25,0
15,proxy15,0.45,1.0,0.94,0.54,0.97,0.62,24,0
