id,normal,abnormal,unknown
235.102.78.221,1,0,0
87.117.221.72,1,0,0
43.32.45.204,1,0,0
27.47.82.142,0,1,0
164.158.232.108,1,0,0
204.102.208.23,1,0,0
86.81.182.195,1,0,0
247.89.148.98,1,0,0
255.11.253.169,1,0,0
59.182.151.6,1,0,0
117.37.14.189,1,0,0
153.10.195.162,1,0,0
206.190.160.133,1,0,0
172.162.122.111,1,0,0
60.190.2.161,1,0,0
254.195.34.4,1,0,0
224.77.123.226,1,0,0
79.10.243.162,1,0,0
50.248.234.20,1,0,0
208.177.102.102,1,0,0
191.63.126.186,1,0,0
132.59.53.251,1,0,0
157.82.45.230,1,0,0
201.185.220.43,1,0,0
61.194.250.222,1,0,0
178.2.231.145,1,0,0
247.133.99.13,1,0,0
37.106.54.17,1,0,0
5.99.145.216,1,0,0
66.241.2.93,1,0,0
103.146.243.253,1,0,0
71.250.151.212,1,0,0
234.226.89.241,1,0,0
247.126.46.225,1,0,0
200.153.98.70,1,0,0
139.95.98.184,1,0,0
60.190.69.90,1,0,0
170.119.161.14,1,0,0
38.19.39.2,1,0,0
5.18.95.114,1,0,0
207.112.135.64,1,0,0
99.133.45.75,1,0,0
91.35.158.64,1,0,0
121.3.84.188,1,0,0
176.126.227.197,1,0,0
94.144.224.94,1,0,0
252.123.192.198,1,0,0
41.48.39.97,1,0,0
242.152.211.102,1,0,0
94.71.105.121,1,0,0
64.14.151.245,1,0,0
170.172.227.228,1,0,0
139.18.239.225,1,0,0
131.184.209.69,1,0,0
19.26.210.218,1,0,0
125.225.216.223,1,0,0
134.55.153.160,1,0,0
9.219.21.73,1,0,0
75.188.135.53,1,0,0
211.147.132.51,1,0,0
16.172.18.50,1,0,0
58.135.77.232,0,1,0
149.143.103.3,0,1,0
144.209.45.17,1,0,0
223.45.248.219,1,0,0
120.146.78.246,1,0,0
17.79.161.208,1,0,0
117.233.209.117,1,0,0
24.129.108.252,1,0,0
135.31.107.162,1,0,0
150.105.106.112,1,0,0
134.161.118.248,1,0,0
190.216.95.240,1,0,0
27.97.210.250,1,0,0
223.138.92.255,1,0,0
144.131.215.173,0,1,0
167.192.225.12,1,0,0
209.69.189.5,1,0,0
124.222.196.189,1,0,0
161.17.113.159,1,0,0
207.128.59.128,1,0,0
38.130.25.41,1,0,0
201.102.138.182,1,0,0
73.90.168.44,1,0,0
24.9.114.178,1,0,0
92.254.63.161,1,0,0
198.225.34.17,1,0,0
38.240.58.209,1,0,0
118.141.161.101,1,0,0
150.168.147.98,1,0,0
249.153.224.203,0,1,0
249.122.240.91,1,0,0
32.104.37.171,1,0,0
38.174.226.72,1,0,0
143.143.249.148,1,0,0
225.213.239.76,1,0,0
186.82.88.136,1,0,0
237.241.208.51,1,0,0
43.241.147.38,1,0,0
108.71.203.46,1,0,0
125.16.97.156,1,0,0
237.88.70.11,1,0,0
244.34.139.82,1,0,0
196.227.2.26,1,0,0
56.210.234.32,1,0,0
178.127.238.171,1,0,0
94.3.123.232,1,0,0
69.224.142.233,1,0,0
51.176.203.174,1,0,0
203.91.40.223,1,0,0
201.192.21.225,1,0,0
109.7.23.62,1,0,0
136.157.13.199,1,0,0
215.221.187.2,1,0,0
196.6.191.38,1,0,0
163.63.107.128,1,0,0
52.249.140.72,1,0,0
95.244.45.48,1,0,0
80.199.105.41,1,0,0
223.255.170.11,1,0,0
192.212.66.198,1,0,0
227.70.112.202,1,0,0
202.167.231.108,1,0,0
74.166.198.206,1,0,0
238.234.183.144,1,0,0
181.1.206.70,1,0,0
178.225.43.234,1,0,0
155.227.23.24,1,0,0
45.76.178.133,1,0,0
145.212.96.1,1,0,0
37.172.150.76,1,0,0
112.169.94.201,1,0,0
224.4.184.47,1,0,0
248.196.79.92,1,0,0
232.250.68.39,1,0,0
16.184.4.33,1,0,0
66.212.226.250,1,0,0
172.100.35.215,1,0,0
84.124.28.199,1,0,0
103.68.173.48,1,0,0
52.91.213.48,1,0,0
25.9.16.244,1,0,0
125.98.213.186,1,0,0
28.181.104.118,1,0,0
222.197.132.185,1,0,0
100.202.11.3,1,0,0
96.125.149.38,1,0,0
121.17.142.165,1,0,0
228.97.28.126,1,0,0
69.46.45.125,1,0,0
215.255.212.255,1,0,0
12.173.103.40,1,0,0
65.143.213.55,1,0,0
186.35.103.57,1,0,0
72.175.78.107,1,0,0
166.218.156.178,1,0,0
112.136.132.37,1,0,0
37.203.83.110,1,0,0
190.38.25.148,1,0,0
89.123.149.64,1,0,0
247.170.166.94,1,0,0
149.9.164.67,1,0,0
58.12.10.10,1,0,0
235.80.153.191,1,0,0
226.151.55.191,1,0,0
85.233.169.222,1,0,0
169.167.220.203,1,0,0
95.254.168.69,1,0,0
99.172.169.57,1,0,0
58.27.146.153,0,1,0
150.245.51.153,1,0,0
118.96.41.67,1,0,0
249.85.216.48,1,0,0
35.8.139.89,1,0,0
31.17.112.85,1,0,0
185.1.22.191,1,0,0
224.173.254.138,1,0,0
117.173.3.33,1,0,0
84.193.67.40,1,0,0
139.87.167.126,1,0,0
6.252.239.175,1,0,0
233.253.58.61,1,0,0
176.104.174.54,1,0,0
4.5.182.190,1,0,0
21.27.226.99,1,0,0
99.206.204.87,1,0,0
175.231.21.211,1,0,0
169.69.124.51,1,0,0
14.66.156.118,1,0,0
66.224.166.15,0,1,0
12.45.30.75,1,0,0
66.141.94.27,1,0,0
69.77.227.131,1,0,0
253.113.11.108,1,0,0
30.76.11.131,1,0,0
199.227.20.167,1,0,0
173.132.235.194,1,0,0
77.126.136.155,1,0,0
35.144.17.76,1,0,0
180.229.52.156,1,0,0
212.223.222.163,1,0,0
212.254.47.201,1,0,0
99.77.15.209,1,0,0
211.7.105.115,1,0,0
45.149.133.222,1,0,0
27.139.237.76,1,0,0
49.220.233.154,1,0,0
199.22.197.220,1,0,0
8.241.133.242,1,0,0
187.229.166.146,1,0,0
41.127.163.185,1,0,0
202.4.179.172,1,0,0
180.146.211.144,1,0,0
192.23.172.164,1,0,0
56.76.121.155,1,0,0
57.38.163.170,1,0,0
128.191.165.186,1,0,0
56.153.20.102,1,0,0
224.177.40.228,1,0,0
211.134.104.214,1,0,0
64.173.122.152,1,0,0
236.48.14.92,1,0,0
156.145.61.105,1,0,0
216.107.37.79,1,0,0
135.116.160.254,0,1,0
180.65.193.94,1,0,0
101.235.157.86,1,0,0
102.245.226.15,0,1,0
47.91.64.160,1,0,0
28.148.174.42,1,0,0
126.238.48.242,1,0,0
167.120.96.88,1,0,0
212.64.250.215,1,0,0
32.90.55.131,1,0,0
54.230.42.234,1,0,0
123.68.247.38,1,0,0
43.42.117.177,1,0,0
203.75.16.48,1,0,0
228.214.83.224,1,0,0
24.98.92.29,1,0,0
160.105.240.229,1,0,0
80.207.66.207,1,0,0
200.30.146.80,1,0,0
61.227.135.53,1,0,0
179.24.214.27,1,0,0
94.251.18.112,1,0,0
210.77.71.57,1,0,0
49.224.211.64,1,0,0
62.187.117.3,1,0,0
168.195.49.71,1,0,0
217.207.201.97,1,0,0
253.114.12.67,1,0,0
170.131.43.207,1,0,0
47.13.88.209,1,0,0
27.194.185.121,1,0,0
249.56.170.28,1,0,0
116.55.229.80,1,0,0
223.234.243.210,1,0,0
80.82.224.253,1,0,0
79.92.97.251,1,0,0
76.75.218.252,1,0,0
5.57.80.222,1,0,0
9.37.129.189,1,0,0
13.89.61.254,1,0,0
173.107.159.91,1,0,0
164.85.19.66,1,0,0
116.87.68.15,0,1,0
143.148.217.219,1,0,0
202.208.206.197,1,0,0
112.42.31.170,1,0,0
56.166.137.50,1,0,0
17.99.23.16,1,0,0
144.11.18.76,1,0,0
196.53.244.221,1,0,0
242.247.81.135,1,0,0
190.12.229.246,1,0,0
195.231.66.161,1,0,0
219.99.18.40,1,0,0
152.99.229.11,1,0,0
27.223.164.146,1,0,0
5.214.198.243,1,0,0
241.192.152.217,1,0,0
36.108.198.1,1,0,0
83.121.18.255,1,0,0
22.229.242.60,1,0,0
247.247.181.155,1,0,0
182.143.249.64,1,0,0
28.114.17.44,1,0,0
13.148.9.205,1,0,0
170.30.29.49,1,0,0
111.49.104.20,1,0,0
144.29.249.38,1,0,0
131.69.228.83,1,0,0
235.144.54.43,1,0,0
69.174.17.40,1,0,0
36.169.219.113,1,0,0
240.190.231.93,1,0,0
111.204.7.196,1,0,0
110.21.147.90,1,0,0
139.216.120.133,1,0,0
