id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.08,0.78,1.4,1.08,1.0,1.12,9,0
2,proxy2,1.63,0.89,0.93,1.63,1.01,1.75,14,0
3,proxy3,0.96,0.75,0.74,0.96,1.0,1.12,9,0
4,proxy4,0.38,0.93,0.98,0.38,0.99,0.38,3,0
5,proxy5,0.91,1.34,0.81,0.91,1.0,0.88,7,0
6,proxy6,0.88,1.09,1.21,0.88,1.0,1.0,8,0
7,proxy7,1.15,1.26,1.43,1.15,1.01,1.12,9,0
8,proxy8,0.5,1.47,1.14,0.5,1.0,0.62,5,0
9,proxy9,1.49,0.98,0.84,1.49,1.01,1.25,10,0
10,proxy10,0.94,0.86,0.85,0.94,1.0,0.88,7,0
11,proxy11,0.92,1.16,1.39,0.92,1.01,1.12,9,0
12,proxy12,0.49,1.15,1.05,0.49,0.99,0.5,4,0
13,proxy13,0.58,1.2,1.12,0.58,1.0,0.75,6,0
14,proxy14,1.71,1.24,0.81,1.71,1.02,1.38,11,0
15,proxy15,0.98,1.03,0.79,0.98,1.01,1.0,8,0
16,proxy16,1.5,0.99,0.78,1.5,1.0,1.38,11,0
17,proxy17,0.95,1.46,1.21,0.95,0.99,0.88,7,0
18,proxy18,0.31,0.84,0.88,0.31,1.0,0.75,6,0
19,proxy19,0.52,1.17,0.88,0.52,1.0,0.75,6,0
20,proxy20,0.75,0.85,0.97,0.75,1.01,1.12,9,0
21,proxy21,0.9,1.42,0.84,0.9,1.0,1.0,8,0
22,proxy22,0.99,0.78,1.36,0.99,1.0,1.0,8,0
23,proxy23,1.04,0.84,1.06,1.04,1.0,1.25,10,0
24,proxy24,1.25,1.15,0.93,1.25,1.0,1.0,8,0
25,proxy25,1.08,1.1,1.3,1.08,1.0,0.62,5,0
26,proxy26,1.34,1.22,0.81,1.34,1.01,1.38,11,0
27,proxy27,1.24,0.94,1.21,1.24,1.0,1.25,10,0
28,proxy28,1.12,0.81,0.75,1.12,1.0,0.88,7,0
29,proxy29,1.55,1.22,1.12,1.55,1.01,1.5,12,0
30,proxy30,0.65,1.08,1.0,0.65,0.99,0.75,6,0
31,proxy31,1.42,1.29,0.93,1.42,1.0,1.25,10,0
32,proxy32,1.44,1.45,0.79,1.44,1.01,1.62,13,0
33,proxy33,0.98,0.96,1.23,0.98,1.0,0.88,7,0
34,proxy34,1.01,0.8,1.11,1.01,1.0,1.0,8,0
35,proxy35,2.21,1.21,0.75,2.21,1.03,2.12,17,0
36,proxy36,1.51,0.94,1.0,1.51,1.0,1.38,11,0
37,proxy37,0.9,0.99,0.72,0.9,1.0,0.62,5,0
38,proxy38,0.65,1.35,1.17,0.65,0.99,0.75,6,0
39,proxy39,0.83,0.77,0.93,0.83,1.0,0.88,7,0
40,proxy40,1.05,1.28,1.1,1.05,1.0,1.0,8,0
41,proxy41,0.97,0.83,1.33,0.97,1.0,1.0,8,0
42,proxy42,0.97,1.33,1.12,0.97,1.0,0.88,7,0
43,proxy43,1.88,0.89,0.82,1.88,1.0,1.25,10,0
44,proxy44,0.16,0.75,1.35,0.16,0.99,0.5,4,0
45,proxy45,1.72,0.8,0.73,1.72,1.03,1.75,14,0
46,proxy46,1.06,1.02,1.16,1.06,1.0,1.0,8,0
47,proxy47,1.16,0.99,1.18,1.16,1.01,1.12,9,0
48,proxy48,1.06,1.41,1.17,1.06,1.0,0.88,7,0
49,proxy49,0.58,1.24,0.86,0.58,0.99,0.62,5,0
50,proxy50,0.76,1.1,0.93,0.76,1.0,0.88,7,0
51,proxy51,0.73,0.85,0.96,0.73,1.0,0.88,7,0
52,proxy52,1.18,1.43,1.28,1.18,1.0,1.0,8,0
53,proxy53,0.58,1.0,0.9,0.58,0.99,0.75,6,0
54,proxy54,1.43,1.36,0.95,1.43,1.01,1.25,10,0
55,proxy55,0.51,1.11,1.21,0.51,0.99,0.5,4,0
56,proxy56,0.86,1.06,1.16,0.86,1.0,0.62,5,0
57,proxy57,2.01,0.81,0.85,2.01,1.03,1.62,13,0
58,proxy58,1.21,1.06,0.93,1.21,1.0,1.25,10,0
59,proxy59,1.32,0.78,0.84,1.32,1.01,1.12,9,0
60,proxy60,1.49,1.24,1.04,1.49,1.02,1.5,12,0
61,proxy61,1.45,0.85,0.94,1.45,1.01,1.38,11,0
62,proxy62,0.81,0.87,0.84,0.81,1.0,0.88,7,0
63,proxy63,1.01,1.34,1.31,1.01,1.0,0.75,6,0
64,proxy64,0.75,0.91,0.91,0.75,0.99,0.75,6,0
65,proxy65,1.57,0.78,1.03,1.57,1.01,1.38,11,0
66,proxy66,1.66,1.19,0.85,1.66,1.01,1.38,11,0
67,proxy67,0.63,1.07,0.73,0.63,1.0,0.75,6,0
68,proxy68,0.38,1.41,0.94,0.38,0.99,0.38,3,0
69,proxy69,0.95,0.82,0.74,0.95,1.0,1.12,9,0
70,proxy70,1.53,0.84,0.83,1.53,1.0,1.12,9,0
71,proxy71,0.48,1.28,1.25,0.48,1.0,0.62,5,0
72,proxy72,1.02,1.22,1.14,1.02,1.0,0.88,7,0
73,proxy73,1.09,0.88,1.02,1.09,1.0,0.88,7,0
74,proxy74,1.1,1.11,1.23,1.1,1.02,1.5,12,0
75,proxy75,0.85,1.03,1.38,0.85,1.0,0.62,5,0
76,proxy76,0.32,0.81,1.01,0.32,0.99,0.38,3,0
77,proxy77,0.98,1.37,1.09,0.98,1.01,1.12,9,0
78,proxy78,0.93,1.22,1.19,0.93,1.0,1.12,9,0
79,proxy79,1.41,1.18,1.35,1.41,1.01,1.38,11,0
80,proxy80,0.93,0.93,0.98,0.93,1.0,1.0,8,0
81,proxy81,0.6,0.84,1.37,0.6,1.0,0.88,7,0
82,proxy82,0.95,0.92,0.93,0.95,1.0,1.0,8,0
83,proxy83,1.1,1.14,0.73,1.1,1.0,1.0,8,0
84,proxy84,1.21,0.86,1.23,1.21,1.01,1.12,9,0
85,proxy85,0.98,1.42,1.13,0.98,1.0,0.75,6,0
86,proxy86,1.17,0.82,1.22,1.17,1.0,1.12,9,0
87,proxy87,1.53,1.28,0.9,1.53,1.0,1.0,8,0
88,proxy88,0.61,0.75,1.0,0.61,0.99,0.5,4,0
89,proxy89,1.13,0.89,0.81,1.13,1.0,0.88,7,0
90,proxy90,1.26,0.87,1.01,1.26,1.01,1.25,10,0
91,proxy91,1.11,0.81,0.8,1.11,1.0,0.88,7,0
92,proxy92,0.89,0.99,1.42,0.89,1.0,0.75,6,0
93,proxy93,0.06,0.76,1.03,0.06,0.99,0.25,2,0
94,proxy94,1.45,0.91,0.76,1.45,1.01,1.38,11,0
95,proxy95,0.98,1.07,0.82,0.98,1.0,0.88,7,0
96,proxy96,1.45,0.89,1.33,1.45,1.0,1.0,8,0
97,proxy97,0.86,1.0,1.35,0.86,0.99,0.62,5,0
98,proxy98,0.65,0.81,0.85,0.65,1.0,0.62,5,0
99,proxy99,1.04,0.92,1.32,1.04,1.01,1.25,10,0
100,proxy100,1.47,1.12,1.09,1.47,1.01,1.25,10,0
