id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.5,1.06,0.93,0.52,1.0,0.88,7,0
2,proxy2,0.94,1.07,0.97,0.96,1.0,0.88,7,0
3,proxy3,0.26,0.91,1.01,0.26,0.98,0.38,3,0
4,proxy4,0.79,0.64,0.89,0.81,1.0,1.0,8,0
5,proxy5,0.64,1.08,0.68,0.65,1.0,1.0,8,0
6,proxy6,23.15,0.97,5.04,1.22,7.81,3.75,10,0
7,proxy7,0.93,0.7,0.9,0.96,0.99,1.0,8,0
8,proxy8,0.86,0.76,1.18,0.88,0.99,0.88,7,0
9,proxy9,0.43,0.65,0.66,0.44,1.0,0.75,6,0
10,proxy10,0.7,1.0,1.01,0.71,0.99,0.75,6,0
11,proxy11,1.23,0.93,0.81,1.26,1.01,1.12,9,0
12,proxy12,0.22,0.92,0.98,0.22,0.98,0.25,2,0
13,proxy13,0.32,1.1,0.74,0.33,0.98,0.25,2,0
14,proxy14,1.21,1.18,0.67,1.24,1.0,0.88,7,0
15,proxy15,0.84,1.16,0.78,0.86,1.0,1.12,9,0
16,proxy16,1.13,1.04,1.05,1.16,1.0,1.12,9,0
17,proxy17,20.44,1.2,5.19,0.84,8.04,3.38,7,0
18,proxy18,0.83,0.98,1.0,0.85,1.0,1.0,8,0
19,proxy19,0.76,0.78,0.7,0.78,0.99,0.62,5,0
20,proxy20,1.13,1.07,0.99,1.15,1.02,1.25,10,0
21,proxy21,1.04,0.96,0.85,1.06,1.0,1.38,11,0
22,proxy22,19.01,1.15,6.19,1.76,7.83,4.12,13,0
23,proxy23,0.59,1.21,1.05,0.61,0.99,0.75,6,0
24,proxy24,1.28,1.22,1.2,1.31,1.0,1.25,10,0
25,proxy25,0.72,1.22,0.9,0.74,1.0,0.88,7,0
26,proxy26,1.22,0.68,0.74,1.25,1.01,1.25,10,0
27,proxy27,0.46,1.18,1.21,0.47,0.99,0.5,4,0
28,proxy28,0.38,0.75,1.16,0.39,0.99,0.62,5,0
29,proxy29,0.64,1.13,0.8,0.65,0.99,0.75,6,0
30,proxy30,0.64,0.67,0.78,0.66,0.99,0.88,7,0
31,proxy31,1.07,0.96,0.9,1.1,1.0,1.0,8,0
32,proxy32,0.79,1.1,0.85,0.81,1.0,1.25,10,0
33,proxy33,1.0,1.14,0.99,1.02,1.01,1.0,8,0
34,proxy34,1.46,1.13,0.76,1.49,1.01,1.62,13,0
35,proxy35,1.24,1.05,1.03,1.27,1.01,1.38,11,0
36,proxy36,19.38,0.71,6.16,0.7,8.42,3.12,5,0
37,proxy37,1.53,1.03,0.74,1.57,1.01,1.62,13,0
38,proxy38,0.64,1.16,1.02,0.66,0.99,0.62,5,0
39,proxy39,1.23,1.0,0.95,1.26,1.0,1.25,10,0
40,proxy40,20.2,0.94,6.72,1.06,7.82,3.38,7,0
41,proxy41,1.13,1.15,1.21,1.15,0.99,1.12,9,0
42,proxy42,0.76,1.04,1.03,0.78,0.99,0.62,5,0
43,proxy43,1.57,1.2,1.14,1.61,1.01,1.75,14,0
44,proxy44,0.7,1.21,1.07,0.72,1.0,1.0,8,0
45,proxy45,1.32,0.92,0.94,1.35,1.0,1.25,10,0
46,proxy46,1.0,0.69,1.17,1.02,0.99,1.0,8,0
47,proxy47,1.14,1.07,0.94,1.17,1.0,1.12,9,0
48,proxy48,1.03,0.79,0.78,1.06,1.0,1.12,9,0
49,proxy49,1.38,1.02,1.1,1.42,1.0,1.12,9,0
50,proxy50,0.36,0.63,1.1,0.37,0.99,0.62,5,0
51,proxy51,1.36,0.95,0.72,1.39,1.01,1.62,13,0
52,proxy52,0.64,0.97,0.64,0.66,0.99,0.62,5,0
53,proxy53,0.67,1.14,1.23,0.68,1.0,0.62,5,0
54,proxy54,1.0,0.7,1.1,1.02,1.0,0.88,7,0
55,proxy55,0.98,1.06,0.75,1.0,1.0,1.0,8,0
56,proxy56,0.94,1.04,1.25,0.97,1.0,1.0,8,0
57,proxy57,1.08,1.09,1.24,1.11,1.0,1.25,10,0
58,proxy58,0.71,0.62,0.98,0.73,1.0,1.12,9,0
59,proxy59,0.46,0.94,1.03,0.47,0.99,0.38,3,0
60,proxy60,22.47,1.02,6.16,1.0,6.73,3.5,8,0
61,proxy61,40.49,0.96,8.58,1.26,14.24,5.88,7,0
62,proxy62,0.33,1.0,0.91,0.34,1.0,0.88,7,0
63,proxy63,0.68,1.12,1.21,0.69,0.99,0.75,6,0
64,proxy64,0.96,0.68,1.08,0.98,1.0,0.88,7,0
65,proxy65,32.6,1.15,10.02,1.32,17.96,6.38,11,0
66,proxy66,1.07,1.22,0.78,1.1,1.0,1.0,8,0
67,proxy67,1.19,0.82,0.84,1.22,1.01,0.88,7,0
68,proxy68,17.51,0.99,6.38,1.18,7.44,4.12,13,0
69,proxy69,1.04,0.62,1.12,1.07,1.0,1.12,9,0
70,proxy70,0.79,1.05,0.88,0.81,0.99,0.75,6,0
71,proxy71,1.09,0.94,1.15,1.12,0.99,1.0,8,0
72,proxy72,0.93,0.99,0.73,0.95,1.01,1.5,12,0
