id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum
1,proxy1,2.76,3.9919879050048848,20.24838266138987,0.2760000000000001,100,44,11
2,proxy2,2.1899999999999995,3.5878861357516465,16.891396163615997,0.21900000000000003,100,54,8
3,proxy3,2.24,3.719478831016077,15.2748394555325,0.22399999999999998,100,38,8
4,proxy4,3.3100000000000005,3.777761145020671,16.878070829555305,0.331,100,47,9
5,proxy5,2.62,4.008081898594119,17.443448149365665,0.262,100,61,12
6,proxy6,3.16,3.847838004456178,20.20879946475675,0.316,100,37,11
7,proxy7,30.57748653517378,4.071413292074164,28.60844835284658,33.4967389205276,100,69,19
8,proxy8,2.23,3.912976979074096,22.647048177162283,0.22300000000000003,100,32,11
9,proxy9,1.5200000000000002,3.680987738991279,26.5313284855042,0.152,100,41,7
10,proxy10,0.36,3.787707170477965,13.307667319336435,0.036000000000000004,100,41,4
