id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.05,0.83,1.29,1.07,1.01,1.14,8,0
2,proxy2,1.0,1.12,1.11,1.02,1.01,1.0,7,0
3,proxy3,24.3,1.1,5.92,1.57,6.98,4.43,11,0
4,proxy4,1.87,1.05,1.22,1.91,1.0,1.14,8,0
5,proxy5,0.77,0.76,0.78,0.79,1.0,0.86,6,0
6,proxy6,0.42,1.31,1.02,0.43,0.99,0.43,3,0
7,proxy7,1.31,0.98,0.91,1.34,1.0,1.0,7,0
8,proxy8,2.09,0.99,0.86,2.13,1.0,1.43,10,0
9,proxy9,0.29,1.34,0.68,0.29,0.99,0.14,1,0
10,proxy10,0.99,0.72,0.78,1.01,1.0,0.86,6,0
11,proxy11,0.8,1.33,1.27,0.82,0.99,0.71,5,0
12,proxy12,0.99,1.17,0.67,1.01,1.0,1.0,7,0
13,proxy13,0.94,0.88,0.79,0.96,0.99,0.71,5,0
14,proxy14,1.34,1.07,1.14,1.37,1.01,0.86,6,0
15,proxy15,1.38,1.28,1.22,1.41,1.0,1.0,7,0
16,proxy16,0.69,1.32,0.76,0.71,1.01,1.0,7,0
17,proxy17,1.58,1.05,0.8,1.61,1.0,1.29,9,0
18,proxy18,24.07,1.13,4.38,1.34,8.77,3.86,7,0
19,proxy19,0.96,1.31,0.67,0.98,1.0,0.86,6,0
20,proxy20,1.61,0.95,0.75,1.64,1.01,1.14,8,0
21,proxy21,1.2,0.91,1.25,1.22,1.0,1.0,7,0
22,proxy22,0.8,1.16,1.03,0.81,1.0,0.86,6,0
23,proxy23,1.63,1.08,1.25,1.66,1.02,1.86,13,0
24,proxy24,1.32,0.82,0.94,1.34,1.01,1.29,9,0
25,proxy25,1.08,0.96,1.28,1.1,1.01,1.29,9,0
26,proxy26,1.34,1.31,1.31,1.36,1.0,1.14,8,0
27,proxy27,0.73,0.98,1.16,0.74,1.0,0.86,6,0
28,proxy28,0.44,0.82,0.96,0.45,0.99,0.43,3,0
29,proxy29,1.54,1.15,1.09,1.57,1.02,1.29,9,0
30,proxy30,1.28,0.76,0.78,1.3,0.99,0.86,6,0
31,proxy31,0.96,1.13,1.14,0.98,1.0,0.86,6,0
32,proxy32,1.02,1.18,0.89,1.04,1.01,1.29,9,0
33,proxy33,1.35,1.21,1.17,1.37,0.99,0.86,6,0
34,proxy34,1.16,1.12,1.18,1.18,1.0,1.0,7,0
35,proxy35,0.37,0.79,0.66,0.37,0.99,0.29,2,0
36,proxy36,1.84,0.74,0.83,1.88,1.0,1.14,8,0
37,proxy37,1.8,1.25,1.3,1.84,1.01,1.71,12,0
38,proxy38,0.89,1.1,1.05,0.9,1.0,0.86,6,0
