id,normal,abnormal,unknown
114.14.124.239,1,0,0
43.29.19.198,1,0,0
17.41.25.58,1,0,0
89.195.97.64,1,0,0
142.24.107.213,1,0,0
162.229.167.93,1,0,0
38.138.252.118,1,0,0
38.123.121.222,1,0,0
157.75.211.60,1,0,0
207.205.60.38,1,0,0
157.51.179.114,0,0,1
247.97.70.165,1,0,0
130.220.229.238,1,0,0
219.54.166.49,1,0,0
35.2.159.71,1,0,0
232.7.218.73,1,0,0
207.159.194.254,1,0,0
55.128.36.98,1,0,0
100.253.55.228,0,0,1
190.63.164.135,1,0,0
162.75.99.84,1,0,0
231.148.79.110,1,0,0
103.233.217.173,1,0,0
42.155.78.199,1,0,0
116.52.135.210,1,0,0
230.106.66.109,1,0,0
123.86.79.3,1,0,0
145.231.25.10,1,0,0
211.240.51.182,1,0,0
211.199.192.33,1,0,0
174.172.189.87,1,0,0
213.189.97.70,1,0,0
166.239.55.228,1,0,0
44.127.232.90,1,0,0
4.70.29.229,1,0,0
36.163.55.123,1,0,0
156.238.5.224,1,0,0
134.140.11.22,1,0,0
25.92.212.243,1,0,0
51.207.148.51,1,0,0
53.229.113.4,1,0,0
239.25.47.87,1,0,0
253.252.55.4,1,0,0
121.102.126.67,1,0,0
152.53.50.155,1,0,0
247.250.106.173,1,0,0
39.245.190.70,1,0,0
171.130.93.230,1,0,0
60.197.76.140,1,0,0
21.116.51.40,1,0,0
206.204.55.52,1,0,0
19.145.18.178,1,0,0
2.95.27.171,1,0,0
46.236.150.176,1,0,0
32.190.147.106,1,0,0
32.1.63.139,1,0,0
194.6.207.224,1,0,0
199.198.94.124,1,0,0
23.172.5.87,1,0,0
226.209.158.195,1,0,0
142.218.226.206,1,0,0
53.216.41.161,1,0,0
144.135.89.180,1,0,0
47.57.157.255,1,0,0
184.28.58.225,1,0,0
120.235.129.97,1,0,0
71.143.202.87,1,0,0
173.231.166.75,1,0,0
219.198.151.2,1,0,0
29.166.182.173,1,0,0
142.245.206.2,1,0,0
11.39.223.113,1,0,0
94.226.214.111,1,0,0
84.185.52.82,1,0,0
108.63.235.37,1,0,0
51.62.142.134,1,0,0
154.165.189.169,1,0,0
162.181.197.14,1,0,0
203.24.18.151,1,0,0
51.17.23.34,1,0,0
81.3.166.47,1,0,0
140.72.89.222,1,0,0
118.71.70.110,0,0,1
133.225.198.51,1,0,0
159.121.30.190,1,0,0
88.148.242.83,1,0,0
15.83.215.88,1,0,0
57.128.253.111,1,0,0
126.135.81.212,1,0,0
132.106.114.181,1,0,0
150.231.226.91,1,0,0
83.248.225.94,1,0,0
137.177.85.126,1,0,0
21.34.220.227,1,0,0
91.6.138.207,1,0,0
82.69.190.16,1,0,0
170.224.225.133,1,0,0
173.34.105.64,1,0,0
72.254.13.84,1,0,0
139.184.76.90,1,0,0
153.158.254.3,1,0,0
12.249.59.189,1,0,0
77.7.134.14,1,0,0
131.27.113.94,1,0,0
219.164.236.126,1,0,0
248.214.179.189,1,0,0
152.15.249.126,1,0,0
187.147.197.178,1,0,0
177.208.36.3,1,0,0
59.162.35.82,1,0,0
159.143.46.81,1,0,0
56.137.108.111,1,0,0
216.51.221.176,1,0,0
92.96.111.209,1,0,0
238.154.218.245,1,0,0
39.139.169.214,1,0,0
147.21.84.160,1,0,0
96.147.110.134,1,0,0
130.195.234.157,1,0,0
179.82.152.20,1,0,0
138.234.190.165,1,0,0
204.183.24.216,1,0,0
12.97.45.39,1,0,0
211.166.19.143,1,0,0
243.187.245.174,1,0,0
153.184.29.246,1,0,0
86.4.43.225,1,0,0
100.165.137.166,1,0,0
164.228.54.134,1,0,0
105.91.89.212,1,0,0
229.193.4.27,1,0,0
30.66.75.249,1,0,0
35.183.171.195,1,0,0
88.219.235.245,1,0,0
125.13.124.83,1,0,0
187.174.52.226,1,0,0
109.184.212.164,1,0,0
216.11.249.149,1,0,0
210.79.226.114,1,0,0
34.110.221.240,1,0,0
198.218.215.33,1,0,0
194.86.226.31,1,0,0
213.51.162.29,1,0,0
20.41.114.57,0,0,1
151.182.20.198,1,0,0
217.85.70.56,1,0,0
10.49.173.131,0,0,1
20.99.135.140,1,0,0
47.127.102.27,1,0,0
202.173.235.69,1,0,0
94.96.37.50,1,0,0
153.241.17.154,1,0,0
228.172.218.154,1,0,0
192.127.249.130,1,0,0
169.48.92.96,1,0,0
180.9.56.126,1,0,0
46.227.96.238,1,0,0
66.248.116.239,1,0,0
14.157.220.65,1,0,0
97.3.149.57,1,0,0
165.146.166.127,1,0,0
46.242.245.106,1,0,0
14.132.141.30,1,0,0
126.243.161.188,1,0,0
148.26.160.163,1,0,0
86.64.25.168,1,0,0
173.233.50.90,1,0,0
76.248.99.12,1,0,0
16.213.39.230,1,0,0
132.196.26.167,1,0,0
180.48.74.247,1,0,0
203.62.251.12,1,0,0
254.217.36.58,1,0,0
19.65.64.22,1,0,0
252.152.179.110,1,0,0
59.52.154.77,1,0,0
82.105.69.154,1,0,0
124.135.205.105,1,0,0
130.153.245.113,1,0,0
98.3.9.141,1,0,0
17.246.178.146,1,0,0
115.127.157.44,1,0,0
252.92.65.132,1,0,0
191.219.164.141,1,0,0
81.215.245.67,1,0,0
52.84.31.216,1,0,0
116.88.80.224,1,0,0
101.91.135.209,1,0,0
215.71.15.242,1,0,0
91.242.76.171,1,0,0
90.126.220.223,1,0,0
66.29.138.131,1,0,0
120.46.31.249,1,0,0
136.150.202.250,1,0,0
232.76.81.9,1,0,0
89.206.183.130,1,0,0
36.34.161.206,1,0,0
148.30.255.210,1,0,0
12.8.1.254,1,0,0
156.243.39.15,1,0,0
161.244.163.202,1,0,0
254.72.88.47,1,0,0
178.40.118.10,1,0,0
120.252.143.224,1,0,0
97.141.36.246,1,0,0
75.103.22.53,1,0,0
13.235.112.76,1,0,0
170.85.46.126,1,0,0
38.205.69.165,1,0,0
171.42.12.187,1,0,0
140.232.193.54,1,0,0
140.52.179.64,1,0,0
54.215.138.192,1,0,0
78.44.176.189,1,0,0
152.129.164.228,1,0,0
15.63.96.39,1,0,0
50.118.10.94,1,0,0
206.243.21.108,1,0,0
110.105.152.104,1,0,0
167.213.172.99,1,0,0
81.12.18.2,1,0,0
70.119.36.38,1,0,0
201.53.55.6,1,0,0
243.233.15.35,1,0,0
222.49.171.56,1,0,0
185.183.114.129,0,0,1
179.82.167.89,1,0,0
