Starting training...
Epoch 1/50, Train Loss: 0.6049, Validation Loss: 0.2866, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 2/50, Train Loss: 0.1555, Validation Loss: 0.1292, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 3/50, Train Loss: 0.0936, Validation Loss: 0.1264, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 4/50, Train Loss: 0.0864, Validation Loss: 0.1170, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 5/50, Train Loss: 0.0766, Validation Loss: 0.1075, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 6/50, Train Loss: 0.0681, Validation Loss: 0.1041, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 7/50, Train Loss: 0.0628, Validation Loss: 0.1029, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 8/50, Train Loss: 0.0574, Validation Loss: 0.1015, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 9/50, Train Loss: 0.0529, Validation Loss: 0.1024, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 10/50, Train Loss: 0.0486, Validation Loss: 0.1039, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 11/50, Train Loss: 0.0451, Validation Loss: 0.1044, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 12/50, Train Loss: 0.0420, Validation Loss: 0.1080, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 13/50, Train Loss: 0.0397, Validation Loss: 0.1045, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 14/50, Train Loss: 0.0371, Validation Loss: 0.1087, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 15/50, Train Loss: 0.0352, Validation Loss: 0.0985, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 16/50, Train Loss: 0.0334, Validation Loss: 0.1098, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 17/50, Train Loss: 0.0323, Validation Loss: 0.1016, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 18/50, Train Loss: 0.0309, Validation Loss: 0.1165, Train Accuracy: 0.9872, Validation Accuracy: 0.9731
Epoch 19/50, Train Loss: 0.0297, Validation Loss: 0.1215, Train Accuracy: 0.9861, Validation Accuracy: 0.9746
Epoch 20/50, Train Loss: 0.0277, Validation Loss: 0.1088, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 21/50, Train Loss: 0.0263, Validation Loss: 0.1074, Train Accuracy: 0.9828, Validation Accuracy: 0.9715
Epoch 22/50, Train Loss: 0.0253, Validation Loss: 0.1115, Train Accuracy: 0.9928, Validation Accuracy: 0.9777
Epoch 23/50, Train Loss: 0.0242, Validation Loss: 0.1069, Train Accuracy: 0.9894, Validation Accuracy: 0.9785
Epoch 24/50, Train Loss: 0.0234, Validation Loss: 0.1110, Train Accuracy: 0.9928, Validation Accuracy: 0.9762
Epoch 25/50, Train Loss: 0.0231, Validation Loss: 0.1132, Train Accuracy: 0.9961, Validation Accuracy: 0.9692
Epoch 26/50, Train Loss: 0.0220, Validation Loss: 0.1082, Train Accuracy: 0.9950, Validation Accuracy: 0.9738
Epoch 27/50, Train Loss: 0.0214, Validation Loss: 0.1100, Train Accuracy: 0.9961, Validation Accuracy: 0.9677
Epoch 28/50, Train Loss: 0.0202, Validation Loss: 0.1379, Train Accuracy: 0.9967, Validation Accuracy: 0.9262
Epoch 29/50, Train Loss: 0.0212, Validation Loss: 0.1049, Train Accuracy: 0.9944, Validation Accuracy: 0.9577
Epoch 30/50, Train Loss: 0.0198, Validation Loss: 0.1096, Train Accuracy: 0.9956, Validation Accuracy: 0.9538
Epoch 31/50, Train Loss: 0.0193, Validation Loss: 0.1055, Train Accuracy: 0.9956, Validation Accuracy: 0.9554
Epoch 32/50, Train Loss: 0.0190, Validation Loss: 0.1152, Train Accuracy: 0.9956, Validation Accuracy: 0.9408
Epoch 33/50, Train Loss: 0.0183, Validation Loss: 0.1037, Train Accuracy: 0.9956, Validation Accuracy: 0.9562
Epoch 34/50, Train Loss: 0.0176, Validation Loss: 0.1102, Train Accuracy: 0.9956, Validation Accuracy: 0.9454
Epoch 35/50, Train Loss: 0.0174, Validation Loss: 0.1145, Train Accuracy: 0.9961, Validation Accuracy: 0.9369
Epoch 36/50, Train Loss: 0.0174, Validation Loss: 0.1020, Train Accuracy: 0.9956, Validation Accuracy: 0.9546
Epoch 37/50, Train Loss: 0.0170, Validation Loss: 0.1268, Train Accuracy: 0.9972, Validation Accuracy: 0.9277
Epoch 38/50, Train Loss: 0.0160, Validation Loss: 0.0954, Train Accuracy: 0.9956, Validation Accuracy: 0.9615
Epoch 39/50, Train Loss: 0.0157, Validation Loss: 0.1038, Train Accuracy: 0.9956, Validation Accuracy: 0.9477
Epoch 40/50, Train Loss: 0.0167, Validation Loss: 0.1295, Train Accuracy: 0.9967, Validation Accuracy: 0.9262
Epoch 41/50, Train Loss: 0.0147, Validation Loss: 0.1001, Train Accuracy: 0.9956, Validation Accuracy: 0.9500
Epoch 42/50, Train Loss: 0.0155, Validation Loss: 0.0906, Train Accuracy: 0.9956, Validation Accuracy: 0.9592
Epoch 43/50, Train Loss: 0.0144, Validation Loss: 0.1138, Train Accuracy: 0.9967, Validation Accuracy: 0.9323
Epoch 44/50, Train Loss: 0.0142, Validation Loss: 0.1059, Train Accuracy: 0.9978, Validation Accuracy: 0.9354
Epoch 45/50, Train Loss: 0.0135, Validation Loss: 0.1102, Train Accuracy: 0.9972, Validation Accuracy: 0.9300
Epoch 46/50, Train Loss: 0.0133, Validation Loss: 0.1086, Train Accuracy: 0.9972, Validation Accuracy: 0.9323
Epoch 47/50, Train Loss: 0.0128, Validation Loss: 0.1056, Train Accuracy: 0.9972, Validation Accuracy: 0.9362
Epoch 48/50, Train Loss: 0.0126, Validation Loss: 0.1051, Train Accuracy: 0.9978, Validation Accuracy: 0.9331
Epoch 49/50, Train Loss: 0.0123, Validation Loss: 0.1188, Train Accuracy: 0.9961, Validation Accuracy: 0.9131
Epoch 50/50, Train Loss: 0.0122, Validation Loss: 0.0980, Train Accuracy: 0.9989, Validation Accuracy: 0.9477
Training completed!
