id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.04,1.64,1.22,1.04,1.01,1.08,14,0
2,proxy2,1.3,0.85,1.0,1.3,1.02,1.31,17,0
3,proxy3,17.28,1.25,3.72,203.74,5.49,0.62,8,1
4,proxy4,0.88,0.93,1.16,0.88,0.99,0.77,10,0
5,proxy5,1.07,1.65,0.77,1.07,1.0,1.0,13,0
6,proxy6,1.48,0.94,1.03,1.48,1.02,1.38,18,0
7,proxy7,23.14,0.89,4.07,162.58,4.49,0.92,12,1
8,proxy8,0.99,1.61,1.26,0.99,1.01,0.92,12,0
9,proxy9,0.88,0.88,1.09,0.88,0.99,0.92,12,0
10,proxy10,0.77,0.88,0.84,0.77,1.01,0.85,11,0
11,proxy11,19.54,1.52,2.81,209.86,4.64,1.62,21,1
12,proxy12,0.9,1.32,0.77,0.9,0.99,1.0,13,0
13,proxy13,26.22,1.51,3.96,185.42,4.0,1.0,13,1
14,proxy14,1.0,1.0,0.94,1.0,1.0,1.0,13,0
15,proxy15,1.09,1.44,0.72,1.09,1.0,1.0,13,0
