id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,2.0,1.05,0.72,2.0,1.01,1.54,10,0
2,proxy2,0.58,1.04,0.93,0.58,1.0,0.46,3,0
3,proxy3,0.98,0.96,0.92,0.98,1.0,0.62,4,0
4,proxy4,0.39,1.02,1.15,0.39,0.99,0.46,3,0
5,proxy5,27.3,0.95,7.57,1.08,8.23,4.0,6,0
6,proxy6,2.45,1.13,0.85,2.45,1.02,2.15,14,0
7,proxy7,0.69,1.0,1.09,0.69,1.0,1.08,7,0
8,proxy8,37.46,1.19,9.46,1.39,16.28,7.38,8,0
9,proxy9,0.71,0.92,0.78,0.71,0.99,0.77,5,0
10,proxy10,0.73,1.0,0.86,0.73,0.99,0.62,4,0
11,proxy11,1.69,1.08,1.22,1.69,1.0,1.38,9,0
12,proxy12,1.08,0.76,1.07,1.08,1.0,1.38,9,0
13,proxy13,1.02,0.84,1.23,1.02,0.99,0.92,6,0
14,proxy14,8.9,0.95,1.34,8.9,1.0,1.08,7,1
15,proxy15,0.33,0.74,0.73,0.33,1.0,0.77,5,0
