id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,90.61739223802428,27.46179123010814,54.56750098402299,79.52456590683397,57.177226067434205,11,11,1
2,proxy2,2.0100000000000002,19.79031672889316,13.426787127569801,0.201,13.0,11,11,0
3,proxy3,1.77,28.009474167332094,25.09047984564106,0.17700000000000002,12.5,8,8,0
4,proxy4,9.4,22.451291307401753,70.31588784286129,0.37000000000000005,57.88746894965757,215,15,1
5,proxy5,2.34,14.68227498742207,19.341804168447265,0.234,13.4,12,12,0
6,proxy6,3.3,13.634133317533642,12.190152697152909,0.32999999999999996,13.1,10,10,0
7,proxy7,9.1,16.639327330053906,40.506136569798414,0.52,26.99135950028681,116,16,1
8,proxy8,2.5999999999999996,14.801008799158122,24.808097229912477,0.26,12.600000000000001,8,8,0
9,proxy9,0.6599999999999999,24.054560760644474,18.89019900190482,0.066,10.0,5,5,0
10,proxy10,77.88951606771568,16.358862483286313,63.20121667690016,67.89679644965733,51.90940456639053,12,12,1
11,proxy11,1.6900000000000002,23.50740397368012,26.9961496133333,0.16900000000000004,11.6,8,8,0
12,proxy12,4.6,21.229892732962337,12.246876121245714,0.4600000000000002,13.700000000000001,18,18,0
13,proxy13,4.210000000000001,25.568277088659546,23.781299693147673,0.421,14.0,14,14,0
14,proxy14,3.39,26.357473480730317,16.941836653530917,0.339,14.3,16,16,0
15,proxy15,2.28,21.473509513152123,27.92730615051578,0.228,13.8,13,13,0
16,proxy16,6.720000000000001,25.354639756461815,41.276942329327944,0.362,24.98190020227315,112,12,1
17,proxy17,8.38,26.124836684889456,49.76602501207197,0.42800000000000005,25.80845307604895,113,13,1
18,proxy18,4.140000000000001,22.001289220976894,19.11252581919996,0.41400000000000015,14.3,15,15,0
19,proxy19,55.37316106313137,26.103028567632347,61.04861295038958,78.93971538774447,51.629264045148005,14,14,1
20,proxy20,1.85,24.82352057000784,16.283185048835165,0.18500000000000003,12.7,10,10,0
21,proxy21,0.99,13.892152641098445,20.478992813342547,0.099,11.6,4,4,0
22,proxy22,3.2399999999999998,26.413014377603083,10.956042927693765,0.32400000000000007,12.4,13,13,0
23,proxy23,4.220000000000001,29.001346742270933,29.87669474145881,0.42200000000000004,13.4,14,14,0
24,proxy24,3.75,28.306828245695772,10.61058482907224,0.3750000000000001,13.7,14,14,0
25,proxy25,3.58,28.848228167128948,19.200164034597336,0.35800000000000004,13.9,15,15,0
26,proxy26,20.270000000000003,12.487097443367778,18.4729065137678,2.0269999999999997,12.2,9,9,1
27,proxy27,19.709999999999994,10.13563824136439,24.859583311260835,1.9709999999999996,14.2,18,18,1
28,proxy28,2.33,19.315623517513185,12.329305021248791,0.23299999999999998,11.9,11,11,0
29,proxy29,2.87,23.894593860452595,26.76387938201692,0.28700000000000003,13.2,13,13,0
30,proxy30,77.97847445179247,27.665950603375883,60.08009334608872,64.53302615347323,50.3924703096498,17,17,1
31,proxy31,2.38,20.089150746467233,29.447891382555706,0.23800000000000002,13.8,12,12,0
32,proxy32,3.3600000000000003,24.93535394741535,10.820077633219112,0.3360000000000001,13.5,16,16,0
33,proxy33,20.31,26.882224368584097,17.315585436423678,2.031,15.7,17,17,1
34,proxy34,1.66,17.11198139746063,24.80450743033664,0.166,12.2,7,7,0
35,proxy35,3.76,24.893979684276992,28.1616486623636,0.3760000000000001,12.9,12,12,0
36,proxy36,4.23,15.516848768844763,23.65768071001317,0.42300000000000004,13.100000000000001,15,15,0
37,proxy37,2.55,28.489494750969758,18.12469108408016,0.25500000000000006,12.8,11,11,0
38,proxy38,25.79,30.152638363434278,35.87435035405312,2.129,38.08366276950278,117,17,1
39,proxy39,74.12473118133934,17.43410806568924,61.79012538756583,72.75222636844713,50.35679774869065,9,9,1
40,proxy40,3.67,17.15810713184491,14.355416403883583,0.36700000000000005,15.200000000000001,15,15,0
