id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.64,0.98,1.16,0.67,0.99,0.71,5,0
2,proxy2,0.65,1.21,0.82,0.68,0.99,0.71,5,0
3,proxy3,1.84,1.04,1.21,1.93,1.01,1.71,12,0
4,proxy4,9.94,1.0,6.2,0.55,7.75,3.57,5,0
5,proxy5,0.46,0.81,1.17,0.49,0.99,0.43,3,0
6,proxy6,1.35,0.78,0.84,1.41,1.0,1.14,8,0
7,proxy7,0.88,1.11,0.65,0.92,1.0,1.0,7,0
8,proxy8,1.88,1.22,1.03,1.98,1.02,1.86,13,0
9,proxy9,0.81,0.95,1.04,0.85,0.99,0.57,4,0
10,proxy10,1.32,0.93,0.8,1.38,1.0,1.14,8,0
11,proxy11,0.82,0.95,0.76,0.86,1.0,0.86,6,0
12,proxy12,1.1,0.81,0.98,1.15,1.01,1.71,12,0
13,proxy13,1.26,1.33,1.19,1.32,0.99,1.14,8,0
14,proxy14,0.49,1.32,0.67,0.52,1.0,0.71,5,0
15,proxy15,1.08,1.12,0.84,1.13,1.0,0.86,6,0
16,proxy16,1.04,1.08,0.89,1.09,1.0,1.0,7,0
17,proxy17,0.84,0.75,1.23,0.88,0.99,1.0,7,0
18,proxy18,0.51,1.3,0.75,0.53,1.0,0.71,5,0
19,proxy19,0.96,0.85,0.91,1.01,1.0,1.29,9,0
20,proxy20,0.09,0.76,1.0,0.1,0.99,0.14,1,0
21,proxy21,2.05,0.97,1.1,2.15,1.0,1.57,11,0
22,proxy22,29.87,1.01,3.96,1.72,9.86,4.14,9,0
23,proxy23,0.86,0.79,0.89,0.91,1.0,1.29,9,0
24,proxy24,1.05,0.98,0.88,1.1,1.0,0.86,6,0
25,proxy25,0.63,1.15,0.75,0.66,0.99,0.71,5,0
26,proxy26,1.14,0.74,0.98,1.2,1.0,1.14,8,0
27,proxy27,0.33,0.98,0.83,0.35,1.0,0.71,5,0
28,proxy28,0.71,1.2,0.78,0.74,1.0,0.57,4,0
29,proxy29,0.88,0.98,0.92,0.93,1.01,1.0,7,0
30,proxy30,0.7,1.01,0.85,0.73,1.0,0.71,5,0
31,proxy31,1.31,1.31,0.74,1.38,1.0,1.14,8,0
32,proxy32,0.9,0.68,1.06,0.94,1.0,0.71,5,0
33,proxy33,0.95,1.09,0.67,1.0,1.0,0.86,6,0
34,proxy34,0.13,1.03,1.12,0.14,0.99,0.14,1,0
35,proxy35,1.48,0.86,1.19,1.55,1.01,1.29,9,0
36,proxy36,1.03,0.95,0.74,1.08,1.0,1.29,9,0
37,proxy37,0.71,0.93,1.24,0.75,0.99,0.57,4,0
38,proxy38,0.97,1.0,1.02,1.02,1.0,1.0,7,0
39,proxy39,1.66,1.07,1.18,1.74,1.02,1.57,11,0
40,proxy40,0.55,1.24,1.25,0.57,0.98,0.43,3,0
41,proxy41,0.75,0.96,0.72,0.78,1.0,0.57,4,0
42,proxy42,0.77,0.81,1.19,0.81,1.0,0.86,6,0
43,proxy43,0.5,0.96,1.0,0.52,1.0,0.71,5,0
44,proxy44,0.77,0.71,0.96,0.81,0.99,0.71,5,0
45,proxy45,0.48,1.0,1.1,0.51,0.99,0.57,4,0
46,proxy46,0.35,0.75,1.15,0.37,0.99,0.29,2,0
47,proxy47,0.95,0.85,0.86,1.0,1.0,0.86,6,0
48,proxy48,1.32,0.93,1.16,1.38,1.01,1.57,11,0
49,proxy49,2.06,1.24,0.95,2.16,1.02,1.57,11,0
50,proxy50,0.59,0.97,0.7,0.62,1.0,0.71,5,0
51,proxy51,0.93,1.23,0.98,0.98,1.01,1.14,8,0
52,proxy52,0.34,0.95,1.02,0.36,0.99,0.29,2,0
53,proxy53,1.51,1.13,1.0,1.58,1.01,1.29,9,0
54,proxy54,1.01,0.74,1.13,1.06,1.0,1.29,9,0
55,proxy55,0.89,1.24,1.19,0.93,1.0,1.0,7,0
56,proxy56,0.79,1.07,1.01,0.83,1.0,1.14,8,0
57,proxy57,0.91,1.3,0.66,0.95,0.99,1.0,7,0
58,proxy58,1.06,0.99,0.71,1.12,0.99,0.71,5,0
59,proxy59,23.32,0.74,7.08,1.01,10.31,3.57,5,0
60,proxy60,22.29,1.21,4.6,1.78,8.09,4.0,8,0
61,proxy61,29.68,1.03,7.0,0.9,6.58,3.86,7,0
62,proxy62,1.53,0.97,1.12,1.6,1.02,1.57,11,0
63,proxy63,23.52,1.27,7.02,0.61,7.52,3.43,4,0
64,proxy64,28.56,0.93,6.98,0.96,10.42,4.14,9,0
65,proxy65,0.72,0.97,0.72,0.76,1.0,0.71,5,0
66,proxy66,1.41,0.73,1.08,1.48,1.0,1.29,9,0
67,proxy67,1.37,1.16,1.09,1.44,1.01,1.29,9,0
68,proxy68,1.25,1.24,0.79,1.31,1.0,1.14,8,0
69,proxy69,1.34,1.0,1.22,1.41,1.01,1.29,9,0
70,proxy70,1.03,0.85,1.09,1.08,1.01,1.14,8,0
71,proxy71,1.11,1.12,1.07,1.17,0.99,0.86,6,0
72,proxy72,0.57,1.17,0.76,0.6,0.99,0.57,4,0
73,proxy73,1.11,1.01,0.65,1.17,1.01,1.14,8,0
74,proxy74,0.71,0.69,0.73,0.74,1.0,0.86,6,0
75,proxy75,0.85,0.91,0.76,0.89,1.0,0.86,6,0
76,proxy76,1.04,1.29,0.68,1.09,0.99,0.71,5,0
77,proxy77,0.34,0.78,0.99,0.36,0.99,0.29,2,0
78,proxy78,1.44,0.94,1.2,1.51,1.0,1.0,7,0
79,proxy79,1.86,0.86,1.1,1.96,1.0,1.43,10,0
80,proxy80,1.33,1.16,0.65,1.4,1.01,1.29,9,0
81,proxy81,1.15,0.77,1.12,1.21,1.0,1.0,7,0
82,proxy82,1.69,1.27,0.72,1.78,1.01,1.43,10,0
83,proxy83,0.99,0.67,0.64,1.04,1.01,1.29,9,0
