id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.71,1.46,1.06,0.71,0.99,0.67,4,0
2,proxy2,1.28,0.76,0.93,1.28,1.0,1.5,9,0
3,proxy3,1.2,0.79,0.64,1.2,1.0,1.0,6,0
4,proxy4,0.9,1.15,0.76,0.9,1.0,0.83,5,0
5,proxy5,1.0,1.36,1.19,1.0,1.0,1.0,6,0
6,proxy6,0.85,0.92,0.99,0.85,0.99,0.83,5,0
7,proxy7,0.72,0.97,1.11,0.72,0.99,0.83,5,0
8,proxy8,0.87,1.45,0.88,0.87,1.0,0.83,5,0
9,proxy9,0.84,1.0,1.13,0.84,1.0,0.83,5,0
10,proxy10,1.64,1.34,1.08,1.64,1.0,1.33,8,0
11,proxy11,0.95,0.86,0.92,0.95,1.0,1.17,7,0
12,proxy12,1.27,1.34,1.0,1.27,1.0,1.17,7,0
13,proxy13,27.09,0.82,4.59,1.45,7.72,4.83,9,0
14,proxy14,27.96,1.39,6.03,1.68,8.56,4.83,9,0
15,proxy15,1.59,0.89,0.88,1.59,1.0,1.67,10,0
