id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,1.28,29.590134620292556,19.06575676821107,0.128,11.8,6,6,0
2,proxy2,2.7899999999999996,25.39856737590462,23.363566839788902,0.279,12.0,11,11,0
3,proxy3,1.7900000000000003,18.48245973981235,14.535070126440344,0.17900000000000002,12.1,9,9,0
4,proxy4,2.67,18.056207140190875,26.941783322067703,0.267,12.3,9,9,0
5,proxy5,3.7800000000000007,14.85014274593935,19.021227860370825,0.378,13.0,11,11,0
6,proxy6,3.02,29.58395003143484,28.010649035611983,0.30200000000000005,12.8,14,14,0
7,proxy7,15.8,22.69056834656302,16.149717011149384,1.5799999999999996,11.3,8,8,1
8,proxy8,1.87,25.845254864247604,14.892724412306084,0.18700000000000003,11.6,7,7,0
9,proxy9,3.4899999999999998,22.025304426315966,22.60194853530183,0.3490000000000001,13.4,15,15,0
10,proxy10,18.87,25.915848606973803,27.596305334073257,1.8870000000000002,12.8,12,12,1
11,proxy11,2.59,22.733543829898565,17.536834683339478,0.259,13.7,12,12,0
12,proxy12,36.940000000000005,27.19153536773471,29.963369579855534,3.693999999999999,14.5,14,14,1
13,proxy13,16.419999999999998,11.133912566607165,24.695075130225568,1.642,12.3,10,10,1
14,proxy14,20.9,13.408265867421543,25.388113718235505,2.0900000000000003,14.3,16,16,1
15,proxy15,3.17,18.122604889557696,19.45511594628507,0.317,14.1,13,13,0
16,proxy16,20.749999999999996,25.402143762516808,22.54334872796231,2.0749999999999997,11.9,8,8,1
17,proxy17,2.6399999999999997,19.61576458714309,13.289920948608223,0.264,12.1,10,10,0
18,proxy18,18.509999999999998,28.79560761382838,19.75345557128354,1.851,10.9,4,4,1
19,proxy19,18.249999999999996,27.78976619962518,28.246901492502634,1.825,13.9,13,13,1
20,proxy20,1.6600000000000001,18.02452622226374,12.372236767583638,0.166,11.7,8,8,0
21,proxy21,2.68,19.820555034890663,11.927357729949934,0.268,13.5,10,10,0
22,proxy22,1.4300000000000002,25.355073456941422,27.980751505963312,0.14300000000000002,12.0,7,7,0
23,proxy23,1.46,23.826774658741027,24.310770093669454,0.146,11.8,7,7,0
24,proxy24,19.09,24.069141692004255,11.581828347051276,1.909,10.6,6,6,1
25,proxy25,1.4900000000000002,11.593699616655686,13.832233566047561,0.14900000000000002,12.3,8,8,0
26,proxy26,4.1,25.469794266896706,27.395417656541966,0.41000000000000003,13.6,14,14,0
27,proxy27,1.9800000000000002,28.60678431380997,15.87881562738647,0.19800000000000004,12.1,9,9,0
28,proxy28,2.3499999999999996,17.24213842478688,10.905303840540789,0.235,12.3,7,7,0
29,proxy29,3.44,25.393829397405185,22.65818129572004,0.34400000000000003,13.0,13,13,0
30,proxy30,2.19,10.429744531677668,14.022605460682028,0.219,12.4,9,9,0
