id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.34,1.01,0.69,1.34,1.01,1.67,10,0
2,proxy2,1.23,1.09,1.05,1.23,1.0,1.17,7,0
3,proxy3,0.58,0.91,0.67,0.58,0.99,0.67,4,0
4,proxy4,0.15,1.04,0.75,0.15,0.99,0.5,3,0
5,proxy5,1.8,1.19,1.01,1.8,1.01,1.33,8,0
6,proxy6,0.55,1.0,1.12,0.55,1.0,0.67,4,0
7,proxy7,0.43,0.68,1.0,0.43,1.0,0.67,4,0
8,proxy8,0.77,1.15,1.1,0.77,1.0,1.0,6,0
9,proxy9,0.79,1.24,0.93,0.79,1.0,0.5,3,0
10,proxy10,0.84,0.92,0.9,0.84,1.0,0.83,5,0
11,proxy11,1.67,0.75,1.07,1.67,1.02,2.0,12,0
12,proxy12,25.9,0.82,4.53,1.93,8.9,4.83,9,0
13,proxy13,2.01,1.25,1.04,2.01,1.01,1.5,9,0
14,proxy14,1.0,1.0,1.0,1.0,1.0,1.0,6,0
15,proxy15,1.79,0.94,0.62,1.79,1.0,1.67,10,0
