id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,8.47,0.77,0.72,8.47,1.0,1.17,7,1
2,proxy2,0.58,1.21,1.24,0.58,1.0,0.5,3,0
3,proxy3,15.13,0.68,1.4,15.13,1.0,1.67,10,1
4,proxy4,14.1,1.27,1.22,14.1,0.99,0.83,5,1
5,proxy5,1.0,0.95,0.98,1.0,1.0,1.0,6,0
6,proxy6,55.68,1.32,4.03,366.77,5.08,1.67,10,1
7,proxy7,1.0,0.75,1.19,1.0,1.0,1.17,7,0
8,proxy8,1.46,1.16,1.31,1.46,1.0,1.17,7,0
9,proxy9,0.95,1.0,0.78,0.95,1.0,0.83,5,0
10,proxy10,0.92,1.14,0.95,0.92,1.02,1.33,8,0
11,proxy11,0.99,0.96,1.39,0.99,1.0,1.0,6,0
12,proxy12,1.72,1.35,0.82,1.72,1.01,1.67,10,0
13,proxy13,1.31,0.88,1.0,1.31,1.0,1.0,6,0
14,proxy14,0.82,0.96,0.97,0.82,0.99,0.67,4,0
15,proxy15,1.04,1.17,1.36,1.04,1.0,1.0,6,0
