id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.68,0.95,0.96,0.78,0.99,0.62,5,0
2,proxy2,0.5,1.17,1.04,0.57,0.99,0.38,3,0
3,proxy3,1.09,0.79,1.09,1.25,1.0,0.88,7,0
4,proxy4,0.94,0.72,0.8,1.08,1.0,1.0,8,0
5,proxy5,0.69,0.8,0.64,0.79,0.99,0.38,3,0
6,proxy6,23.89,1.19,5.22,0.96,7.61,3.25,6,0
7,proxy7,4.77,1.17,6.96,0.84,6.0,3.38,7,0
8,proxy8,0.91,1.25,1.18,1.04,0.99,0.75,6,0
9,proxy9,1.06,1.0,0.79,1.21,1.0,1.0,8,0
10,proxy10,1.99,1.0,0.81,2.28,1.01,1.25,10,0
11,proxy11,7.56,1.01,1.01,8.66,0.98,0.75,6,1
12,proxy12,28.73,1.11,5.52,1.21,6.69,3.62,9,0
13,proxy13,0.64,0.94,0.91,0.73,0.98,0.38,3,0
14,proxy14,0.8,1.04,0.65,0.91,0.99,1.0,8,0
15,proxy15,1.64,0.8,1.14,1.87,1.01,1.38,11,0
