id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.84,1.06,0.79,0.97,0.98,0.85,33,0
2,proxy2,1.05,1.0,0.97,1.21,0.99,0.92,36,0
3,proxy3,0.77,1.03,0.63,0.89,0.99,0.77,30,0
4,proxy4,1.0,0.9,1.56,0.82,3.6,1.26,29,0
5,proxy5,1.42,1.0,1.38,1.17,3.71,1.36,33,0
6,proxy6,1.59,1.26,2.29,1.35,2.7,1.56,41,0
7,proxy7,0.93,0.75,0.63,1.07,1.0,1.0,39,0
8,proxy8,1.21,1.2,1.36,0.92,2.91,1.31,31,0
9,proxy9,0.87,0.9,0.99,1.01,1.0,0.95,37,0
10,proxy10,1.2,0.65,1.74,1.06,2.62,1.46,37,0
11,proxy11,0.87,1.08,0.95,1.01,0.98,0.85,33,0
12,proxy12,0.84,0.66,1.0,0.98,0.96,0.79,31,0
13,proxy13,1.13,0.84,2.25,0.8,5.37,1.74,28,0
14,proxy14,1.6,1.11,3.45,1.0,4.17,1.87,33,0
15,proxy15,0.78,0.67,0.56,0.9,0.98,0.74,29,0
