id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.0,1.06,0.8,1.0,1.0,0.91,10,0
2,proxy2,1.55,0.99,1.24,1.55,1.0,1.55,17,0
3,proxy3,0.99,0.98,1.0,0.99,1.01,1.0,11,0
4,proxy4,1.01,0.92,1.27,1.01,0.99,1.0,11,0
5,proxy5,1.29,0.77,1.1,1.29,1.01,1.55,17,0
6,proxy6,0.72,1.2,0.68,0.72,0.99,0.82,9,0
7,proxy7,1.41,1.32,0.82,1.41,1.0,1.55,17,0
8,proxy8,0.76,0.97,0.84,0.76,1.0,0.91,10,0
9,proxy9,0.76,1.0,1.29,0.76,1.0,0.91,10,0
10,proxy10,0.91,0.78,0.81,0.91,1.0,1.0,11,0
11,proxy11,0.96,1.26,0.94,0.96,1.01,1.45,16,0
12,proxy12,1.35,1.08,1.07,1.35,1.01,1.64,18,0
13,proxy13,0.9,1.08,0.89,0.9,1.0,1.0,11,0
14,proxy14,1.4,1.0,1.07,1.4,1.01,1.55,17,0
15,proxy15,1.28,0.73,1.04,1.28,1.0,1.36,15,0
