id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.19,0.69,0.87,1.19,1.0,1.07,22,0
2,proxy2,11.72,0.81,4.03,125.28,5.37,0.83,17,1
3,proxy3,1.46,1.04,0.85,1.46,1.03,1.22,25,0
4,proxy4,0.72,1.04,0.88,0.72,1.0,0.83,17,0
5,proxy5,0.77,0.7,1.26,0.77,0.98,0.68,14,0
6,proxy6,1.04,0.69,1.12,1.04,1.0,1.07,22,0
7,proxy7,0.96,1.12,0.86,0.96,1.0,0.88,18,0
8,proxy8,11.27,0.72,4.53,119.86,4.31,1.17,24,1
9,proxy9,1.21,1.09,1.21,1.21,1.0,1.07,22,0
10,proxy10,0.83,0.96,1.33,0.83,1.01,0.93,19,0
