id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.36,1.24,1.25,0.4,0.99,0.43,3,0
2,proxy2,0.62,0.88,1.0,0.7,0.99,0.43,3,0
3,proxy3,1.0,0.91,1.06,1.13,1.0,0.86,6,0
4,proxy4,1.2,0.73,0.78,1.36,1.0,1.14,8,0
5,proxy5,0.78,0.69,1.19,0.88,1.0,1.0,7,0
6,proxy6,1.09,1.23,0.68,1.23,1.0,1.0,7,0
7,proxy7,0.71,1.04,0.93,0.8,1.0,1.0,7,0
8,proxy8,1.21,1.0,1.21,1.36,1.02,1.57,11,0
9,proxy9,1.41,0.76,0.92,1.6,1.01,1.29,9,0
10,proxy10,2.25,0.82,0.7,2.55,1.0,1.57,11,0
11,proxy11,22.1,1.01,4.7,1.0,9.76,3.86,7,0
12,proxy12,0.85,1.27,0.88,0.96,0.99,0.57,4,0
13,proxy13,0.56,0.96,1.15,0.64,0.99,0.57,4,0
14,proxy14,1.21,1.05,0.92,1.37,1.0,0.86,6,0
15,proxy15,0.81,1.26,1.11,0.91,1.0,1.0,7,0
