id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,16.2,0.8,3.04,152.96,4.63,0.67,10,1
2,proxy2,0.5,1.14,1.14,0.55,0.98,0.47,7,0
3,proxy3,1.57,0.97,1.27,1.7,1.01,1.27,19,0
4,proxy4,1.01,0.95,0.87,1.1,1.0,1.07,16,0
5,proxy5,14.98,0.89,3.53,148.42,4.58,1.0,15,1
6,proxy6,0.61,1.1,0.83,0.66,1.0,0.87,13,0
7,proxy7,36.31,0.73,6.35,318.98,8.37,1.27,19,1
8,proxy8,0.73,1.14,1.25,0.79,0.99,0.67,10,0
9,proxy9,13.01,0.92,6.09,0.85,6.84,1.93,9,0
10,proxy10,0.71,0.77,0.69,0.77,0.99,0.73,11,0
11,proxy11,0.53,1.14,0.76,0.58,0.99,0.8,12,0
12,proxy12,18.09,1.23,3.34,200.1,5.49,0.73,11,1
13,proxy13,8.59,0.87,5.38,0.66,8.65,1.93,9,0
14,proxy14,1.14,1.09,1.31,1.24,1.01,1.07,16,0
15,proxy15,23.08,0.66,10.83,1.96,14.43,4.2,23,0
16,proxy16,0.7,1.26,0.84,0.76,0.99,0.73,11,0
17,proxy17,0.74,1.17,0.99,0.81,1.01,0.93,14,0
18,proxy18,0.66,1.2,0.86,0.72,0.99,0.67,10,0
19,proxy19,18.14,1.23,3.79,161.79,4.51,1.13,17,1
20,proxy20,1.32,0.67,0.91,1.44,1.01,1.2,18,0
21,proxy21,22.13,1.03,3.82,228.22,4.06,1.0,15,1
22,proxy22,1.14,0.94,1.02,1.24,1.02,1.47,22,0
23,proxy23,1.23,1.11,1.17,1.34,1.0,1.2,18,0
24,proxy24,0.65,0.68,0.91,0.71,0.99,0.67,10,0
25,proxy25,1.05,1.07,1.01,1.15,1.01,1.0,15,0
26,proxy26,15.58,0.86,3.9,207.96,4.42,1.0,15,1
27,proxy27,0.58,0.85,0.95,0.63,0.99,0.8,12,0
28,proxy28,0.9,0.97,1.01,0.98,1.0,1.0,15,0
29,proxy29,18.1,1.03,3.99,228.31,4.7,0.87,13,1
30,proxy30,1.27,1.03,0.75,1.38,1.0,1.2,18,0
31,proxy31,0.94,0.74,0.93,1.02,0.99,0.87,13,0
32,proxy32,0.99,1.04,1.09,1.08,1.0,0.8,12,0
33,proxy33,1.38,1.07,1.26,1.5,1.01,1.27,19,0
34,proxy34,33.01,1.26,8.56,201.97,11.94,2.4,16,1
35,proxy35,1.35,0.95,0.97,1.47,1.0,1.13,17,0
